codigo,nombre,origen_municipio_nombre,destino_municipio_nombre,tipo_via_codigo,distancia_km,tiempo_promedio_minutos,estado_transitabilidad
TRM_105_136_0788,Tramo RN-11 Panajachel (San Pedro La Laguna - Flores Costa Cuca) - Ref 789,San Pedro La Laguna,Flores Costa Cuca,INTERAMERICANA,18.56,26,BUENO
TRM_106_137_0789,Tramo RN-9 Salcajá (Santiago Atitlán - La Esperanza) - Ref 790,Santiago Atitlán,La Esperanza,NACIONAL_ASFALTO,11.67,27,BUENO
TRM_107_138_0790,Tramo RN-15 Sacapulas (Totonicapán - Palestina de Los Altos) - Ref 791,Totonicapán,Palestina de Los Altos,NACIONAL_ASFALTO,21.17,35,BUENO
TRM_108_139_0791,Tramo CA-1 Occidente (San Cristóbal Totonicapán - Mazatenango) - Ref 792,San Cristóbal Totonicapán,Mazatenango,TERRACERIA,30.52,95,REGULAR
TRM_109_140_0792,Tramo RN-11 Panajachel (San Francisco El Alto - Cuyotenango) - Ref 793,San Francisco El Alto,Cuyotenango,TERRACERIA,16.49,30,MALO
TRM_110_141_0793,Tramo RN-11 Panajachel (San Andrés Xecul - San Francisco Zapotitlán) - Ref 794,San Andrés Xecul,San Francisco Zapotitlán,ACUATICA,5.22,17,BLOQUEADO
TRM_111_142_0794,Tramo RN-15 Sacapulas (Momostenango - San Bernardino) - Ref 795,Momostenango,San Bernardino,ACUATICA,55.37,184,BUENO
TRM_112_143_0795,Tramo CA-1 Occidente (Santa María Chiquimula - San José El Ídolo) - Ref 796,Santa María Chiquimula,San José El Ídolo,PEATONAL,61.17,173,BUENO
TRM_113_144_0796,Tramo Ruta Nacional RN-1 (Santa Lucía La Reforma - Santo Domingo Suchitepéquez) - Ref 797,Santa Lucía La Reforma,Santo Domingo Suchitepéquez,PEATONAL,30.16,102,REGULAR
TRM_114_145_0797,Tramo Ruta Nacional RN-1 (San Bartolo - San Lorenzo) - Ref 798,San Bartolo,San Lorenzo,INTERAMERICANA,29.23,96,BUENO
TRM_115_146_0798,Tramo RN-7 Cobán-Quiché (Quetzaltenango - Samayac) - Ref 799,Quetzaltenango,Samayac,NACIONAL_ASFALTO,50.01,83,BUENO
TRM_116_147_0799,Tramo CA-1 Occidente (Salcajá - San Pablo Jocopilas) - Ref 800,Salcajá,San Pablo Jocopilas,TERRACERIA,31.16,63,BUENO
TRM_117_148_0800,Tramo RN-7 Cobán-Quiché (Olintepeque - San Antonio Suchitepéquez) - Ref 801,Olintepeque,San Antonio Suchitepéquez,PEATONAL,71.17,150,BUENO
TRM_118_149_0801,Tramo RN-7 Cobán-Quiché (San Carlos Sija - San Miguel Panán) - Ref 802,San Carlos Sija,San Miguel Panán,TERRACERIA,63.8,209,BUENO
TRM_119_150_0802,Tramo RN-15 Sacapulas (Sibilia - San Gabriel) - Ref 803,Sibilia,San Gabriel,NACIONAL_ASFALTO,74.21,200,BUENO
TRM_120_151_0803,Tramo CA-1 Occidente (Cabricán - Chicacao) - Ref 804,Cabricán,Chicacao,TERRACERIA,22.43,50,REGULAR
TRM_121_152_0804,Tramo Ruta Nacional RN-1 (Cajolá - Patulul) - Ref 805,Cajolá,Patulul,TERRACERIA,9.45,11,REGULAR
TRM_122_153_0805,Tramo CA-1 Occidente (San Miguel Sigüila - Santa Bárbara) - Ref 806,San Miguel Sigüila,Santa Bárbara,PEATONAL,46.94,160,BUENO
TRM_123_154_0806,Tramo RN-11 Panajachel (Ostuncalco - San Juan Bautista) - Ref 807,Ostuncalco,San Juan Bautista,TERRACERIA,51.49,79,BUENO
TRM_124_155_0807,Tramo RN-9 Salcajá (San Mateo - Santo Tomás La Unión) - Ref 808,San Mateo,Santo Tomás La Unión,PEATONAL,74.89,144,BUENO
TRM_125_156_0808,Tramo CA-1 Occidente (Concepción Chiquirichapa - Zunilito) - Ref 809,Concepción Chiquirichapa,Zunilito,NACIONAL_ASFALTO,33.73,65,BUENO
TRM_126_157_0809,Tramo Ruta Nacional RN-1 (San Martín Sacatepéquez - Pueblo Nuevo) - Ref 810,San Martín Sacatepéquez,Pueblo Nuevo,INTERAMERICANA,46.7,78,BUENO
TRM_127_158_0810,Tramo Ruta Nacional RN-1 (Almolonga - Río Bravo) - Ref 811,Almolonga,Río Bravo,NACIONAL_ASFALTO,55.52,117,BUENO
TRM_128_159_0811,Tramo RN-9 Salcajá (Cantel - San José La Máquina) - Ref 812,Cantel,San José La Máquina,ACUATICA,30.37,45,BUENO
TRM_129_160_0812,Tramo RN-9 Salcajá (Huitán - Retalhuleu) - Ref 813,Huitán,Retalhuleu,PEATONAL,30.93,99,MALO
TRM_130_161_0813,Tramo RN-7 Cobán-Quiché (Zunil - San Sebastián) - Ref 814,Zunil,San Sebastián,NACIONAL_ASFALTO,33.46,96,BUENO
TRM_131_162_0814,Tramo CA-1 Occidente (Colomba - Santa Cruz Muluá) - Ref 815,Colomba,Santa Cruz Muluá,TERRACERIA,60.25,163,BUENO
TRM_132_163_0815,Tramo RN-9 Salcajá (San Francisco La Unión - San Martín Zapotitlán) - Ref 816,San Francisco La Unión,San Martín Zapotitlán,ACUATICA,13.81,31,MALO
TRM_133_164_0816,Tramo CA-1 Occidente (El Palmar - San Felipe) - Ref 817,El Palmar,San Felipe,ACUATICA,15.55,47,BUENO
TRM_134_165_0817,Tramo RN-7 Cobán-Quiché (Coatepeque - San Andrés Villa Seca) - Ref 818,Coatepeque,San Andrés Villa Seca,TERRACERIA,69.64,119,BUENO
TRM_135_166_0818,Tramo RN-9 Salcajá (Génova - Champerico) - Ref 819,Génova,Champerico,NACIONAL_ASFALTO,29.7,41,BUENO
TRM_136_167_0819,Tramo Ruta Nacional RN-1 (Flores Costa Cuca - Nuevo San Carlos) - Ref 820,Flores Costa Cuca,Nuevo San Carlos,ACUATICA,51.27,115,REGULAR
TRM_137_168_0820,Tramo Ruta Nacional RN-1 (La Esperanza - El Asintal) - Ref 821,La Esperanza,El Asintal,PEATONAL,49.52,71,BUENO
TRM_138_169_0821,Tramo RN-9 Salcajá (Palestina de Los Altos - San Marcos) - Ref 822,Palestina de Los Altos,San Marcos,TERRACERIA,25.01,45,REGULAR
TRM_139_170_0822,Tramo CA-1 Occidente (Mazatenango - San Pedro Sacatepéquez) - Ref 823,Mazatenango,San Pedro Sacatepéquez,NACIONAL_ASFALTO,67.93,105,BUENO
TRM_140_171_0823,Tramo CA-1 Occidente (Cuyotenango - San Antonio Sacatepéquez) - Ref 824,Cuyotenango,San Antonio Sacatepéquez,INTERAMERICANA,10.58,30,BUENO
TRM_141_172_0824,Tramo CA-1 Occidente (San Francisco Zapotitlán - Comitancillo) - Ref 825,San Francisco Zapotitlán,Comitancillo,NACIONAL_ASFALTO,9.23,11,BUENO
TRM_142_173_0825,Tramo CA-1 Occidente (San Bernardino - San Miguel Ixtahuacán) - Ref 826,San Bernardino,San Miguel Ixtahuacán,PEATONAL,10.99,16,REGULAR
TRM_143_174_0826,Tramo RN-7 Cobán-Quiché (San José El Ídolo - Concepción Tutuapa) - Ref 827,San José El Ídolo,Concepción Tutuapa,NACIONAL_ASFALTO,47.47,160,BUENO
TRM_144_175_0827,Tramo Ruta Nacional RN-1 (Santo Domingo Suchitepéquez - Tacaná) - Ref 828,Santo Domingo Suchitepéquez,Tacaná,TERRACERIA,33.71,99,BUENO
TRM_145_176_0828,Tramo RN-7 Cobán-Quiché (San Lorenzo - Sibinal) - Ref 829,San Lorenzo,Sibinal,TERRACERIA,45.46,78,REGULAR
TRM_146_177_0829,Tramo RN-11 Panajachel (Samayac - Tajumulco) - Ref 830,Samayac,Tajumulco,ACUATICA,53.22,136,REGULAR
TRM_147_178_0830,Tramo Ruta Nacional RN-1 (San Pablo Jocopilas - Tejutla) - Ref 831,San Pablo Jocopilas,Tejutla,NACIONAL_ASFALTO,35.96,100,BUENO
TRM_148_179_0831,Tramo RN-15 Sacapulas (San Antonio Suchitepéquez - San Rafael Pie de la Cuesta) - Ref 832,San Antonio Suchitepéquez,San Rafael Pie de la Cuesta,NACIONAL_ASFALTO,29.36,101,REGULAR
TRM_149_180_0832,Tramo RN-9 Salcajá (San Miguel Panán - Nuevo Progreso) - Ref 833,San Miguel Panán,Nuevo Progreso,INTERAMERICANA,53.79,174,BUENO
TRM_150_181_0833,Tramo Ruta Nacional RN-1 (San Gabriel - El Tumbador) - Ref 834,San Gabriel,El Tumbador,ACUATICA,5.64,10,BUENO
TRM_151_182_0834,Tramo RN-15 Sacapulas (Chicacao - El Rodeo) - Ref 835,Chicacao,El Rodeo,PEATONAL,39.57,54,REGULAR
TRM_152_183_0835,Tramo RN-15 Sacapulas (Patulul - Malacatán) - Ref 836,Patulul,Malacatán,PEATONAL,54.48,77,BUENO
TRM_153_184_0836,Tramo CA-1 Occidente (Santa Bárbara - Catarina) - Ref 837,Santa Bárbara,Catarina,NACIONAL_ASFALTO,33.67,117,BUENO
TRM_154_185_0837,Tramo RN-9 Salcajá (San Juan Bautista - Ayutla) - Ref 838,San Juan Bautista,Ayutla,TERRACERIA,17.37,28,BUENO
TRM_155_186_0838,Tramo RN-7 Cobán-Quiché (Santo Tomás La Unión - Ocós) - Ref 839,Santo Tomás La Unión,Ocós,TERRACERIA,31.63,93,BUENO
TRM_156_187_0839,Tramo CA-1 Occidente (Zunilito - San Pablo) - Ref 840,Zunilito,San Pablo,TERRACERIA,13.27,37,BUENO
TRM_157_188_0840,Tramo Ruta Nacional RN-1 (Pueblo Nuevo - El Quetzal) - Ref 841,Pueblo Nuevo,El Quetzal,INTERAMERICANA,73.97,249,BUENO
TRM_158_189_0841,Tramo CA-1 Occidente (Río Bravo - La Reforma) - Ref 842,Río Bravo,La Reforma,NACIONAL_ASFALTO,71.21,155,REGULAR
TRM_159_190_0842,Tramo RN-11 Panajachel (San José La Máquina - Pajapita) - Ref 843,San José La Máquina,Pajapita,INTERAMERICANA,34.51,45,BUENO
TRM_160_191_0843,Tramo RN-9 Salcajá (Retalhuleu - Ixchiguán) - Ref 844,Retalhuleu,Ixchiguán,TERRACERIA,58.73,140,BUENO
TRM_161_192_0844,Tramo RN-11 Panajachel (San Sebastián - San José Ojetenam) - Ref 845,San Sebastián,San José Ojetenam,ACUATICA,27.17,53,BUENO
TRM_162_193_0845,Tramo CA-1 Occidente (Santa Cruz Muluá - San Cristóbal Cucho) - Ref 846,Santa Cruz Muluá,San Cristóbal Cucho,ACUATICA,45.87,94,BUENO
TRM_163_194_0846,Tramo CA-1 Occidente (San Martín Zapotitlán - Sipacapa) - Ref 847,San Martín Zapotitlán,Sipacapa,PEATONAL,62.0,99,BUENO
TRM_164_195_0847,Tramo RN-9 Salcajá (San Felipe - Esquipulas Palo Gordo) - Ref 848,San Felipe,Esquipulas Palo Gordo,PEATONAL,15.71,33,REGULAR
TRM_165_196_0848,Tramo RN-7 Cobán-Quiché (San Andrés Villa Seca - Río Blanco) - Ref 849,San Andrés Villa Seca,Río Blanco,PEATONAL,41.25,50,BUENO
TRM_166_197_0849,Tramo RN-9 Salcajá (Champerico - San Lorenzo) - Ref 850,Champerico,San Lorenzo,INTERAMERICANA,63.92,114,BUENO
TRM_167_198_0850,Tramo Ruta Nacional RN-1 (Nuevo San Carlos - La Blanca) - Ref 851,Nuevo San Carlos,La Blanca,PEATONAL,58.02,190,BUENO
TRM_168_199_0851,Tramo Ruta Nacional RN-1 (El Asintal - Huehuetenango) - Ref 852,El Asintal,Huehuetenango,INTERAMERICANA,25.91,86,REGULAR
TRM_169_200_0852,Tramo RN-11 Panajachel (San Marcos - Chiantla) - Ref 853,San Marcos,Chiantla,TERRACERIA,17.61,54,BUENO
TRM_170_201_0853,Tramo RN-11 Panajachel (San Pedro Sacatepéquez - Malacatancito) - Ref 854,San Pedro Sacatepéquez,Malacatancito,TERRACERIA,19.64,35,MALO
TRM_171_202_0854,Tramo RN-9 Salcajá (San Antonio Sacatepéquez - Cuilco) - Ref 855,San Antonio Sacatepéquez,Cuilco,INTERAMERICANA,39.96,73,BUENO
TRM_172_203_0855,Tramo Ruta Nacional RN-1 (Comitancillo - Nentón) - Ref 856,Comitancillo,Nentón,TERRACERIA,31.22,107,BUENO
TRM_173_204_0856,Tramo CA-1 Occidente (San Miguel Ixtahuacán - San Pedro Necta) - Ref 857,San Miguel Ixtahuacán,San Pedro Necta,INTERAMERICANA,38.15,55,BLOQUEADO
TRM_174_205_0857,Tramo RN-7 Cobán-Quiché (Concepción Tutuapa - Jacaltenango) - Ref 858,Concepción Tutuapa,Jacaltenango,TERRACERIA,41.53,108,BUENO
TRM_175_206_0858,Tramo RN-7 Cobán-Quiché (Tacaná - Soloma) - Ref 859,Tacaná,Soloma,ACUATICA,43.55,53,BUENO
TRM_176_207_0859,Tramo RN-7 Cobán-Quiché (Sibinal - Ixtahuacán) - Ref 860,Sibinal,Ixtahuacán,ACUATICA,43.51,107,REGULAR
TRM_177_208_0860,Tramo RN-11 Panajachel (Tajumulco - Santa Bárbara) - Ref 861,Tajumulco,Santa Bárbara,PEATONAL,74.48,125,MALO
TRM_178_209_0861,Tramo RN-9 Salcajá (Tejutla - La Libertad) - Ref 862,Tejutla,La Libertad,TERRACERIA,33.6,42,BUENO
TRM_179_210_0862,Tramo RN-11 Panajachel (San Rafael Pie de la Cuesta - La Democracia) - Ref 863,San Rafael Pie de la Cuesta,La Democracia,NACIONAL_ASFALTO,29.62,48,BUENO
TRM_180_211_0863,Tramo RN-15 Sacapulas (Nuevo Progreso - San Miguel Acatán) - Ref 864,Nuevo Progreso,San Miguel Acatán,NACIONAL_ASFALTO,16.99,33,BUENO
TRM_181_212_0864,Tramo RN-15 Sacapulas (El Tumbador - San Rafael La Independencia) - Ref 865,El Tumbador,San Rafael La Independencia,INTERAMERICANA,53.33,159,BUENO
TRM_182_213_0865,Tramo RN-11 Panajachel (El Rodeo - Todos Santos Cuchumatán) - Ref 866,El Rodeo,Todos Santos Cuchumatán,ACUATICA,36.86,82,BUENO
TRM_183_214_0866,Tramo RN-11 Panajachel (Malacatán - San Juan Atitán) - Ref 867,Malacatán,San Juan Atitán,INTERAMERICANA,25.74,47,BUENO
TRM_184_215_0867,Tramo CA-1 Occidente (Catarina - Santa Eulalia) - Ref 868,Catarina,Santa Eulalia,PEATONAL,58.12,96,BUENO
TRM_185_216_0868,Tramo RN-9 Salcajá (Ayutla - San Mateo Ixtatán) - Ref 869,Ayutla,San Mateo Ixtatán,INTERAMERICANA,19.41,48,BUENO
TRM_186_217_0869,Tramo RN-7 Cobán-Quiché (Ocós - Colotenango) - Ref 870,Ocós,Colotenango,NACIONAL_ASFALTO,18.38,32,BUENO
TRM_187_218_0870,Tramo RN-7 Cobán-Quiché (San Pablo - San Sebastián Huehuetenango) - Ref 871,San Pablo,San Sebastián Huehuetenango,NACIONAL_ASFALTO,10.48,19,BUENO
TRM_188_219_0871,Tramo RN-9 Salcajá (El Quetzal - Tectitán) - Ref 872,El Quetzal,Tectitán,TERRACERIA,72.44,219,REGULAR
TRM_189_220_0872,Tramo RN-9 Salcajá (La Reforma - Concepción Huista) - Ref 873,La Reforma,Concepción Huista,ACUATICA,9.73,33,BUENO
TRM_190_221_0873,Tramo RN-9 Salcajá (Pajapita - San Juan Ixcoy) - Ref 874,Pajapita,San Juan Ixcoy,NACIONAL_ASFALTO,60.21,187,MALO
TRM_191_222_0874,Tramo RN-7 Cobán-Quiché (Ixchiguán - San Antonio Huista) - Ref 875,Ixchiguán,San Antonio Huista,PEATONAL,36.33,117,BUENO
TRM_192_223_0875,Tramo Ruta Nacional RN-1 (San José Ojetenam - San Sebastián Coatán) - Ref 876,San José Ojetenam,San Sebastián Coatán,NACIONAL_ASFALTO,33.19,90,BUENO
TRM_193_224_0876,Tramo Ruta Nacional RN-1 (San Cristóbal Cucho - Barillas) - Ref 877,San Cristóbal Cucho,Barillas,NACIONAL_ASFALTO,58.65,118,BUENO
TRM_194_225_0877,Tramo RN-9 Salcajá (Sipacapa - Aguacatán) - Ref 878,Sipacapa,Aguacatán,INTERAMERICANA,39.83,52,BUENO
TRM_195_226_0878,Tramo RN-11 Panajachel (Esquipulas Palo Gordo - San Rafael Petzal) - Ref 879,Esquipulas Palo Gordo,San Rafael Petzal,TERRACERIA,40.56,118,BUENO
TRM_196_227_0879,Tramo RN-15 Sacapulas (Río Blanco - San Gaspar Ixchil) - Ref 880,Río Blanco,San Gaspar Ixchil,PEATONAL,69.74,163,BUENO
TRM_197_228_0880,Tramo RN-9 Salcajá (San Lorenzo - Santiago Chimaltenango) - Ref 881,San Lorenzo,Santiago Chimaltenango,PEATONAL,58.05,106,BUENO
TRM_198_229_0881,Tramo Ruta Nacional RN-1 (La Blanca - Santa Ana Huista) - Ref 882,La Blanca,Santa Ana Huista,ACUATICA,5.67,13,BUENO
TRM_199_230_0882,Tramo Ruta Nacional RN-1 (Huehuetenango - Unión Cantinil) - Ref 883,Huehuetenango,Unión Cantinil,ACUATICA,18.14,45,BUENO
TRM_200_231_0883,Tramo RN-9 Salcajá (Chiantla - Petatán) - Ref 884,Chiantla,Petatán,TERRACERIA,69.85,126,BUENO
TRM_201_232_0884,Tramo Ruta Nacional RN-1 (Malacatancito - Santa Cruz del Quiché) - Ref 885,Malacatancito,Santa Cruz del Quiché,ACUATICA,19.76,43,BUENO
TRM_202_233_0885,Tramo RN-11 Panajachel (Cuilco - Chiché) - Ref 886,Cuilco,Chiché,TERRACERIA,30.35,36,BUENO
TRM_203_234_0886,Tramo CA-1 Occidente (Nentón - Chinique) - Ref 887,Nentón,Chinique,ACUATICA,21.67,57,BUENO
TRM_204_235_0887,Tramo RN-7 Cobán-Quiché (San Pedro Necta - Zacualpa) - Ref 888,San Pedro Necta,Zacualpa,ACUATICA,53.72,166,BUENO
TRM_205_236_0888,Tramo CA-1 Occidente (Jacaltenango - Chajul) - Ref 889,Jacaltenango,Chajul,PEATONAL,24.17,35,BUENO
TRM_206_237_0889,Tramo RN-7 Cobán-Quiché (Soloma - Chichicastenango) - Ref 890,Soloma,Chichicastenango,PEATONAL,64.26,204,BUENO
TRM_207_238_0890,Tramo RN-7 Cobán-Quiché (Ixtahuacán - Patzité) - Ref 891,Ixtahuacán,Patzité,INTERAMERICANA,61.09,198,BUENO
TRM_208_239_0891,Tramo RN-9 Salcajá (Santa Bárbara - San Antonio Ilotenango) - Ref 892,Santa Bárbara,San Antonio Ilotenango,PEATONAL,64.61,216,BUENO
TRM_209_240_0892,Tramo Ruta Nacional RN-1 (La Libertad - San Pedro Jocopilas) - Ref 893,La Libertad,San Pedro Jocopilas,PEATONAL,70.22,144,BUENO
TRM_210_241_0893,Tramo RN-7 Cobán-Quiché (La Democracia - Cunén) - Ref 894,La Democracia,Cunén,ACUATICA,55.97,151,BUENO
TRM_211_242_0894,Tramo Ruta Nacional RN-1 (San Miguel Acatán - San Juan Cotzal) - Ref 895,San Miguel Acatán,San Juan Cotzal,NACIONAL_ASFALTO,20.85,65,BLOQUEADO
TRM_212_243_0895,Tramo Ruta Nacional RN-1 (San Rafael La Independencia - Joyabaj) - Ref 896,San Rafael La Independencia,Joyabaj,INTERAMERICANA,40.48,97,BUENO
TRM_213_244_0896,Tramo RN-15 Sacapulas (Todos Santos Cuchumatán - Nebaj) - Ref 897,Todos Santos Cuchumatán,Nebaj,NACIONAL_ASFALTO,32.36,85,BUENO
TRM_214_245_0897,Tramo RN-15 Sacapulas (San Juan Atitán - San Andrés Sajcabajá) - Ref 898,San Juan Atitán,San Andrés Sajcabajá,TERRACERIA,32.82,87,BUENO
TRM_215_246_0898,Tramo Ruta Nacional RN-1 (Santa Eulalia - Uspantán) - Ref 899,Santa Eulalia,Uspantán,TERRACERIA,64.42,144,BUENO
TRM_216_247_0899,Tramo RN-7 Cobán-Quiché (San Mateo Ixtatán - Sacapulas) - Ref 900,San Mateo Ixtatán,Sacapulas,INTERAMERICANA,61.8,184,BUENO
TRM_217_248_0900,Tramo CA-1 Occidente (Colotenango - San Bartolomé Jocotenango) - Ref 901,Colotenango,San Bartolomé Jocotenango,INTERAMERICANA,58.46,174,BUENO
TRM_218_249_0901,Tramo RN-11 Panajachel (San Sebastián Huehuetenango - Canillá) - Ref 902,San Sebastián Huehuetenango,Canillá,ACUATICA,42.52,78,BUENO
TRM_219_250_0902,Tramo RN-11 Panajachel (Tectitán - Chicamán) - Ref 903,Tectitán,Chicamán,TERRACERIA,62.77,134,BUENO
TRM_220_251_0903,Tramo RN-11 Panajachel (Concepción Huista - Ixcán) - Ref 904,Concepción Huista,Ixcán,TERRACERIA,23.82,28,BUENO
TRM_221_252_0904,Tramo RN-7 Cobán-Quiché (San Juan Ixcoy - Pachalum) - Ref 905,San Juan Ixcoy,Pachalum,PEATONAL,24.27,79,REGULAR
TRM_222_253_0905,Tramo RN-7 Cobán-Quiché (San Antonio Huista - Salamá) - Ref 906,San Antonio Huista,Salamá,INTERAMERICANA,57.81,89,BUENO
TRM_223_254_0906,Tramo RN-9 Salcajá (San Sebastián Coatán - San Miguel Chicaj) - Ref 907,San Sebastián Coatán,San Miguel Chicaj,INTERAMERICANA,9.53,11,REGULAR
TRM_224_255_0907,Tramo RN-9 Salcajá (Barillas - Rabinal) - Ref 908,Barillas,Rabinal,ACUATICA,48.28,141,BUENO
TRM_225_256_0908,Tramo RN-7 Cobán-Quiché (Aguacatán - Cubulco) - Ref 909,Aguacatán,Cubulco,PEATONAL,57.0,185,BUENO
TRM_226_257_0909,Tramo CA-1 Occidente (San Rafael Petzal - Granados) - Ref 910,San Rafael Petzal,Granados,NACIONAL_ASFALTO,72.76,202,REGULAR
TRM_227_258_0910,Tramo CA-1 Occidente (San Gaspar Ixchil - El Chol) - Ref 911,San Gaspar Ixchil,El Chol,INTERAMERICANA,50.05,85,BUENO
TRM_228_259_0911,Tramo RN-9 Salcajá (Santiago Chimaltenango - San Jerónimo) - Ref 912,Santiago Chimaltenango,San Jerónimo,NACIONAL_ASFALTO,69.22,224,BUENO
TRM_229_260_0912,Tramo Ruta Nacional RN-1 (Santa Ana Huista - Purulhá) - Ref 913,Santa Ana Huista,Purulhá,INTERAMERICANA,38.82,90,MALO
TRM_230_261_0913,Tramo CA-1 Occidente (Unión Cantinil - Cobán) - Ref 914,Unión Cantinil,Cobán,PEATONAL,32.46,42,BUENO
TRM_231_262_0914,Tramo RN-7 Cobán-Quiché (Petatán - Santa Cruz Verapaz) - Ref 915,Petatán,Santa Cruz Verapaz,TERRACERIA,66.19,99,BUENO
TRM_232_263_0915,Tramo CA-1 Occidente (Santa Cruz del Quiché - San Cristóbal Verapaz) - Ref 916,Santa Cruz del Quiché,San Cristóbal Verapaz,INTERAMERICANA,18.52,49,BUENO
TRM_233_264_0916,Tramo RN-7 Cobán-Quiché (Chiché - Tactic) - Ref 917,Chiché,Tactic,ACUATICA,30.74,104,REGULAR
TRM_234_265_0917,Tramo RN-7 Cobán-Quiché (Chinique - Tamahú) - Ref 918,Chinique,Tamahú,NACIONAL_ASFALTO,64.89,96,REGULAR
TRM_235_266_0918,Tramo RN-11 Panajachel (Zacualpa - Tucurú) - Ref 919,Zacualpa,Tucurú,PEATONAL,25.54,39,BUENO
TRM_236_267_0919,Tramo RN-11 Panajachel (Chajul - Panzós) - Ref 920,Chajul,Panzós,TERRACERIA,32.87,88,REGULAR
TRM_237_268_0920,Tramo RN-15 Sacapulas (Chichicastenango - Senahú) - Ref 921,Chichicastenango,Senahú,PEATONAL,10.71,36,BUENO
TRM_238_269_0921,Tramo RN-11 Panajachel (Patzité - San Pedro Carchá) - Ref 922,Patzité,San Pedro Carchá,PEATONAL,33.62,45,BUENO
TRM_239_270_0922,Tramo RN-7 Cobán-Quiché (San Antonio Ilotenango - San Juan Chamelco) - Ref 923,San Antonio Ilotenango,San Juan Chamelco,INTERAMERICANA,65.9,193,MALO
TRM_240_271_0923,Tramo CA-1 Occidente (San Pedro Jocopilas - Lanquín) - Ref 924,San Pedro Jocopilas,Lanquín,PEATONAL,19.77,63,BUENO
TRM_241_272_0924,Tramo RN-11 Panajachel (Cunén - Cahabón) - Ref 925,Cunén,Cahabón,PEATONAL,73.96,207,REGULAR
TRM_242_273_0925,Tramo RN-11 Panajachel (San Juan Cotzal - Chisec) - Ref 926,San Juan Cotzal,Chisec,ACUATICA,51.22,104,BUENO
TRM_243_274_0926,Tramo RN-15 Sacapulas (Joyabaj - Chahal) - Ref 927,Joyabaj,Chahal,NACIONAL_ASFALTO,13.76,19,BUENO
TRM_244_275_0927,Tramo RN-15 Sacapulas (Nebaj - Fray Bartolomé de Las Casas) - Ref 928,Nebaj,Fray Bartolomé de Las Casas,NACIONAL_ASFALTO,68.2,201,REGULAR
TRM_245_276_0928,Tramo RN-11 Panajachel (San Andrés Sajcabajá - Santa Catalina La Tinta) - Ref 929,San Andrés Sajcabajá,Santa Catalina La Tinta,NACIONAL_ASFALTO,36.23,98,BUENO
TRM_246_277_0929,Tramo RN-11 Panajachel (Uspantán - Raxruhá) - Ref 930,Uspantán,Raxruhá,ACUATICA,26.02,83,BUENO
TRM_247_278_0930,Tramo RN-11 Panajachel (Sacapulas - Flores) - Ref 931,Sacapulas,Flores,PEATONAL,39.57,71,BUENO
TRM_248_279_0931,Tramo CA-1 Occidente (San Bartolomé Jocotenango - San José) - Ref 932,San Bartolomé Jocotenango,San José,TERRACERIA,18.66,37,BUENO
TRM_249_280_0932,Tramo Ruta Nacional RN-1 (Canillá - San Benito) - Ref 933,Canillá,San Benito,TERRACERIA,48.65,100,BUENO
TRM_250_281_0933,Tramo CA-1 Occidente (Chicamán - San Andrés) - Ref 934,Chicamán,San Andrés,ACUATICA,19.97,65,REGULAR
TRM_251_282_0934,Tramo RN-9 Salcajá (Ixcán - La Libertad) - Ref 935,Ixcán,La Libertad,INTERAMERICANA,47.45,71,MALO
TRM_252_283_0935,Tramo RN-7 Cobán-Quiché (Pachalum - San Francisco) - Ref 936,Pachalum,San Francisco,TERRACERIA,73.6,154,BUENO
TRM_253_284_0936,Tramo RN-7 Cobán-Quiché (Salamá - Santa Ana) - Ref 937,Salamá,Santa Ana,PEATONAL,13.17,35,BUENO
TRM_254_285_0937,Tramo CA-1 Occidente (San Miguel Chicaj - Dolores) - Ref 938,San Miguel Chicaj,Dolores,INTERAMERICANA,62.95,209,REGULAR
TRM_255_286_0938,Tramo RN-11 Panajachel (Rabinal - San Luis) - Ref 939,Rabinal,San Luis,PEATONAL,10.79,24,REGULAR
TRM_256_287_0939,Tramo Ruta Nacional RN-1 (Cubulco - Sayaxché) - Ref 940,Cubulco,Sayaxché,TERRACERIA,47.18,64,BUENO
TRM_257_288_0940,Tramo RN-15 Sacapulas (Granados - Melchor de Mencos) - Ref 941,Granados,Melchor de Mencos,PEATONAL,15.5,18,BUENO
TRM_258_289_0941,Tramo RN-9 Salcajá (El Chol - Poptún) - Ref 942,El Chol,Poptún,NACIONAL_ASFALTO,48.25,145,REGULAR
TRM_259_290_0942,Tramo RN-7 Cobán-Quiché (San Jerónimo - Las Cruces) - Ref 943,San Jerónimo,Las Cruces,ACUATICA,46.12,77,BUENO
TRM_260_291_0943,Tramo CA-1 Occidente (Purulhá - El Chal) - Ref 944,Purulhá,El Chal,TERRACERIA,52.61,98,BUENO
TRM_261_292_0944,Tramo RN-11 Panajachel (Cobán - Puerto Barrios) - Ref 945,Cobán,Puerto Barrios,TERRACERIA,19.26,33,BUENO
TRM_262_293_0945,Tramo Ruta Nacional RN-1 (Santa Cruz Verapaz - Lívingston) - Ref 946,Santa Cruz Verapaz,Lívingston,TERRACERIA,30.36,51,BUENO
TRM_263_294_0946,Tramo Ruta Nacional RN-1 (San Cristóbal Verapaz - El Estor) - Ref 947,San Cristóbal Verapaz,El Estor,NACIONAL_ASFALTO,5.54,18,BUENO
