id_taller,codigo,nombre,representante,departamento_pcode,municipio_pcode,direccion,anio_fundacion,cantidad_miembros,contacto
709,TAL_GT1201_0708,Taller Familiar de Arte Tradicional Hunapu en San Marcos,Maestro Tomasa Ixcol,GT12,GT1201,"Cantón Tzanjuyup, Lote 96",1984,37,+502 5159-3625
710,TAL_GT1202_0709,Cooperativa de Producción Artesanal Xelaju de R.L. (San Pedro Sacatepéquez),Maestro Santiago Coché,GT12,GT1202,"Cantón Centro, Lote 71",1970,26,+502 5930-6120
711,TAL_GT1203_0710,Asociación de Artesanos Kiche Utatlan de San Antonio Sacatepéquez,Maestro Juana Coché,GT12,GT1203,"Cantón Pachoc, Lote 80",2009,32,+502 5241-8320
712,TAL_GT1204_0711,Taller Familiar de Arte Tradicional Mam en Comitancillo,Maestro Manuel Coché,GT12,GT1204,"Cantón Pachoc, Lote 43",1973,14,+502 4676-6667
713,TAL_GT1205_0712,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Miguel Ixtahuacán),Maestro Tomasa Chox,GT12,GT1205,"Cantón El Carmen, Lote 36",2007,9,+502 4705-5133
714,TAL_GT1206_0713,Asociación de Artesanos Qeqchi Pacaya de Concepción Tutuapa,Maestro Pedro Tzoc,GT12,GT1206,"Cantón Xabajal, Lote 80",1971,41,+502 5548-3709
715,TAL_GT1207_0714,Taller Familiar de Arte Tradicional Popol en Tacaná,Maestro Pedro Coché,GT12,GT1207,"Cantón Centro, Lote 30",1989,32,+502 4293-5618
716,TAL_GT1208_0715,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Sibinal),Maestro Manuel Tax,GT12,GT1208,"Cantón Xabajal, Lote 67",1973,42,+502 4974-4125
717,TAL_GT1209_0716,Asociación de Artesanos Xelaju Sop de Tajumulco,Maestro María Tax,GT12,GT1209,"Cantón Xabajal, Lote 89",2005,45,+502 4483-7495
718,TAL_GT1210_0717,Taller Familiar de Arte Tradicional Utatlan en Tejutla,Maestro Pedro Tax,GT12,GT1210,"Cantón Pachoc, Lote 35",1976,39,+502 5929-7484
719,TAL_GT1211_0718,Cooperativa de Producción Artesanal Chup de R.L. (San Rafael Pie de la Cuesta),Maestro Rosa Tupul,GT12,GT1211,"Cantón Pachoc, Lote 38",1996,6,+502 4953-3461
720,TAL_GT1212_0719,Asociación de Artesanos Cuchumatanes Patzun de Nuevo Progreso,Maestro Santiago Tax,GT12,GT1212,"Cantón Xabajal, Lote 21",2003,14,+502 4332-2542
721,TAL_GT1213_0720,Taller Familiar de Arte Tradicional Pacaya en El Tumbador,Maestro Juan Coché,GT12,GT1213,"Cantón El Carmen, Lote 34",1980,42,+502 4103-6636
722,TAL_GT1214_0721,Cooperativa de Producción Artesanal Almolonga de R.L. (El Rodeo),Maestro Manuel Tax,GT12,GT1214,"Cantón Xabajal, Lote 75",1981,37,+502 5875-3581
723,TAL_GT1215_0722,Asociación de Artesanos Cholsamaj Ixchel de Malacatán,Maestro Santiago Tzoc,GT12,GT1215,"Cantón Tzanjuyup, Lote 21",1985,7,+502 4190-5237
724,TAL_GT1216_0723,Taller Familiar de Arte Tradicional Sop en Catarina,Maestro Manuel Tax,GT12,GT1216,"Cantón Centro, Lote 100",1997,32,+502 4011-4697
725,TAL_GT1217_0724,Cooperativa de Producción Artesanal Atitlan de R.L. (Ayutla),Maestro Pedro Coché,GT12,GT1217,"Cantón Pachoc, Lote 44",2004,31,+502 5540-7813
726,TAL_GT1218_0725,Asociación de Artesanos Chup Iximche de Ocós,Maestro Tomasa Tax,GT12,GT1218,"Cantón El Carmen, Lote 37",2015,22,+502 4224-4912
727,TAL_GT1219_0726,Taller Familiar de Arte Tradicional Patzun en San Pablo,Maestro Tomasa Chox,GT12,GT1219,"Cantón Xabajal, Lote 88",1970,25,+502 4657-2170
728,TAL_GT1220_0727,Cooperativa de Producción Artesanal Jaspe de R.L. (El Quetzal),Maestro Juana Chox,GT12,GT1220,"Cantón Centro, Lote 65",2001,16,+502 4242-7694
729,TAL_GT1221_0728,Asociación de Artesanos Almolonga Hunapu de La Reforma,Maestro Pedro Tax,GT12,GT1221,"Cantón El Carmen, Lote 48",1970,8,+502 5283-4663
730,TAL_GT1222_0729,Taller Familiar de Arte Tradicional Ixchel en Pajapita,Maestro Pedro Mazariegos,GT12,GT1222,"Cantón El Carmen, Lote 1",1990,27,+502 4004-1327
731,TAL_GT1223_0730,Cooperativa de Producción Artesanal Kiche de R.L. (Ixchiguán),Maestro Manuel  Fuentes,GT12,GT1223,"Cantón Pachoc, Lote 46",2008,16,+502 4848-7883
732,TAL_GT1224_0731,Asociación de Artesanos Atitlan Mam de San José Ojetenam,Maestro Juana Coché,GT12,GT1224,"Cantón El Carmen, Lote 67",1974,10,+502 5272-1013
733,TAL_GT1225_0732,Taller Familiar de Arte Tradicional Iximche en San Cristóbal Cucho,Maestro Pedro  Fuentes,GT12,GT1225,"Cantón Pachoc, Lote 56",1980,18,+502 4591-9058
734,TAL_GT1226_0733,Cooperativa de Producción Artesanal Qeqchi de R.L. (Sipacapa),Maestro Pedro Mazariegos,GT12,GT1226,"Cantón Tzanjuyup, Lote 22",2000,35,+502 5795-3494
735,TAL_GT1227_0734,Asociación de Artesanos Jaspe Popol de Esquipulas Palo Gordo,Maestro María Tupul,GT12,GT1227,"Cantón El Carmen, Lote 59",1984,21,+502 4206-1804
736,TAL_GT1228_0735,Taller Familiar de Arte Tradicional Hunapu en Río Blanco,Maestro María Tzoc,GT12,GT1228,"Cantón El Carmen, Lote 74",2003,31,+502 5084-8911
737,TAL_GT1229_0736,Cooperativa de Producción Artesanal Xelaju de R.L. (San Lorenzo),Maestro Santiago Tupul,GT12,GT1229,"Cantón Tzanjuyup, Lote 78",2005,10,+502 5597-8779
738,TAL_GT1230_0737,Asociación de Artesanos Kiche Utatlan de La Blanca,Maestro Juan Chox,GT12,GT1230,"Cantón Tzanjuyup, Lote 10",2017,42,+502 4405-9237
739,TAL_GT1301_0738,Taller Familiar de Arte Tradicional Mam en Huehuetenango,Maestro Santiago  Fuentes,GT13,GT1301,"Cantón El Carmen, Lote 43",1986,13,+502 4819-3318
740,TAL_GT1302_0739,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Chiantla),Maestro Juan Chox,GT13,GT1302,"Cantón Pachoc, Lote 26",2005,22,+502 5783-9741
741,TAL_GT1303_0740,Asociación de Artesanos Qeqchi Pacaya de Malacatancito,Maestro Santiago Mazariegos,GT13,GT1303,"Cantón Pachoc, Lote 23",1980,24,+502 4751-8725
742,TAL_GT1304_0741,Taller Familiar de Arte Tradicional Popol en Cuilco,Maestro Manuel Chox,GT13,GT1304,"Cantón Centro, Lote 36",2015,34,+502 4614-5443
743,TAL_GT1305_0742,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Nentón),Maestro Pedro Mazariegos,GT13,GT1305,"Cantón Xabajal, Lote 80",2008,17,+502 5479-4796
744,TAL_GT1306_0743,Asociación de Artesanos Xelaju Sop de San Pedro Necta,Maestro Manuel Tzoc,GT13,GT1306,"Cantón Xabajal, Lote 74",2008,7,+502 4176-5879
745,TAL_GT1307_0744,Taller Familiar de Arte Tradicional Utatlan en Jacaltenango,Maestro Tomasa Ixcol,GT13,GT1307,"Cantón Pachoc, Lote 63",1990,21,+502 5995-1191
746,TAL_GT1308_0745,Cooperativa de Producción Artesanal Chup de R.L. (Soloma),Maestro Pedro Chox,GT13,GT1308,"Cantón Pachoc, Lote 54",1993,42,+502 5419-1036
747,TAL_GT1309_0746,Asociación de Artesanos Cuchumatanes Patzun de Ixtahuacán,Maestro Rosa Tzoc,GT13,GT1309,"Cantón Tzanjuyup, Lote 75",2008,33,+502 5962-4151
748,TAL_GT1310_0747,Taller Familiar de Arte Tradicional Pacaya en Santa Bárbara,Maestro Pedro Tax,GT13,GT1310,"Cantón Pachoc, Lote 87",2001,32,+502 5537-2348
749,TAL_GT1311_0748,Cooperativa de Producción Artesanal Almolonga de R.L. (La Libertad),Maestro Santiago  Fuentes,GT13,GT1311,"Cantón Pachoc, Lote 32",1973,23,+502 4641-1570
750,TAL_GT1312_0749,Asociación de Artesanos Cholsamaj Ixchel de La Democracia,Maestro Tomasa Tzoc,GT13,GT1312,"Cantón Pachoc, Lote 80",1996,45,+502 5353-3671
751,TAL_GT1313_0750,Taller Familiar de Arte Tradicional Sop en San Miguel Acatán,Maestro Manuel  Fuentes,GT13,GT1313,"Cantón El Carmen, Lote 92",1980,17,+502 5548-4246
752,TAL_GT1314_0751,Cooperativa de Producción Artesanal Atitlan de R.L. (San Rafael La Independencia),Maestro Rosa Mazariegos,GT13,GT1314,"Cantón Tzanjuyup, Lote 72",1972,39,+502 4937-7340
753,TAL_GT1315_0752,Asociación de Artesanos Chup Iximche de Todos Santos Cuchumatán,Maestro Tomasa Mazariegos,GT13,GT1315,"Cantón Tzanjuyup, Lote 14",1984,41,+502 4912-5841
754,TAL_GT1316_0753,Taller Familiar de Arte Tradicional Patzun en San Juan Atitán,Maestro Santiago Coché,GT13,GT1316,"Cantón El Carmen, Lote 69",2013,40,+502 4297-5010
755,TAL_GT1317_0754,Cooperativa de Producción Artesanal Jaspe de R.L. (Santa Eulalia),Maestro Juana  Fuentes,GT13,GT1317,"Cantón Tzanjuyup, Lote 78",2010,44,+502 4819-8038
756,TAL_GT1318_0755,Asociación de Artesanos Almolonga Hunapu de San Mateo Ixtatán,Maestro María Mazariegos,GT13,GT1318,"Cantón Centro, Lote 81",2009,17,+502 5063-4495
757,TAL_GT1319_0756,Taller Familiar de Arte Tradicional Ixchel en Colotenango,Maestro Juana  Fuentes,GT13,GT1319,"Cantón El Carmen, Lote 72",1982,20,+502 4212-1839
758,TAL_GT1320_0757,Cooperativa de Producción Artesanal Kiche de R.L. (San Sebastián Huehuetenango),Maestro Rosa Mazariegos,GT13,GT1320,"Cantón Xabajal, Lote 38",1998,13,+502 5023-4466
759,TAL_GT1321_0758,Asociación de Artesanos Atitlan Mam de Tectitán,Maestro Pedro Chox,GT13,GT1321,"Cantón Xabajal, Lote 57",2009,7,+502 4787-8214
760,TAL_GT1322_0759,Taller Familiar de Arte Tradicional Iximche en Concepción Huista,Maestro Rosa Ixcol,GT13,GT1322,"Cantón Tzanjuyup, Lote 56",1988,10,+502 5656-5855
761,TAL_GT1323_0760,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Juan Ixcoy),Maestro Rosa Chox,GT13,GT1323,"Cantón Tzanjuyup, Lote 65",1993,30,+502 4975-9436
762,TAL_GT1324_0761,Asociación de Artesanos Jaspe Popol de San Antonio Huista,Maestro Santiago Mazariegos,GT13,GT1324,"Cantón El Carmen, Lote 100",1990,45,+502 4828-9023
763,TAL_GT1325_0762,Taller Familiar de Arte Tradicional Hunapu en San Sebastián Coatán,Maestro Juana Tzoc,GT13,GT1325,"Cantón El Carmen, Lote 68",1978,10,+502 4487-3940
764,TAL_GT1326_0763,Cooperativa de Producción Artesanal Xelaju de R.L. (Barillas),Maestro Manuel Chox,GT13,GT1326,"Cantón El Carmen, Lote 89",2019,36,+502 5496-5132
765,TAL_GT1327_0764,Asociación de Artesanos Kiche Utatlan de Aguacatán,Maestro Juana Tupul,GT13,GT1327,"Cantón Centro, Lote 57",2012,42,+502 5884-5313
766,TAL_GT1328_0765,Taller Familiar de Arte Tradicional Mam en San Rafael Petzal,Maestro Tomasa Tax,GT13,GT1328,"Cantón Centro, Lote 52",2004,12,+502 5091-4324
767,TAL_GT1329_0766,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Gaspar Ixchil),Maestro Pedro Tzoc,GT13,GT1329,"Cantón Centro, Lote 55",2007,7,+502 5063-4481
768,TAL_GT1330_0767,Asociación de Artesanos Qeqchi Pacaya de Santiago Chimaltenango,Maestro Santiago  Fuentes,GT13,GT1330,"Cantón Tzanjuyup, Lote 93",1990,22,+502 5198-5677
769,TAL_GT1331_0768,Taller Familiar de Arte Tradicional Popol en Santa Ana Huista,Maestro Santiago  Fuentes,GT13,GT1331,"Cantón Pachoc, Lote 100",1984,9,+502 4794-7130
770,TAL_GT1332_0769,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Unión Cantinil),Maestro Tomasa Tzoc,GT13,GT1332,"Cantón El Carmen, Lote 85",1982,41,+502 5165-3236
771,TAL_GT1333_0770,Asociación de Artesanos Xelaju Sop de Petatán,Maestro Santiago Mazariegos,GT13,GT1333,"Cantón Centro, Lote 77",2000,13,+502 5606-9423
772,TAL_GT1401_0771,Taller Familiar de Arte Tradicional Utatlan en Santa Cruz del Quiché,Maestro Pedro Mazariegos,GT14,GT1401,"Cantón Centro, Lote 53",2018,31,+502 4067-3458
773,TAL_GT1402_0772,Cooperativa de Producción Artesanal Chup de R.L. (Chiché),Maestro María Tax,GT14,GT1402,"Cantón Centro, Lote 75",1998,24,+502 4654-9947
774,TAL_GT1403_0773,Asociación de Artesanos Cuchumatanes Patzun de Chinique,Maestro Juana Ixcol,GT14,GT1403,"Cantón Tzanjuyup, Lote 17",1971,45,+502 4673-7551
775,TAL_GT1404_0774,Taller Familiar de Arte Tradicional Pacaya en Zacualpa,Maestro Pedro Tax,GT14,GT1404,"Cantón Pachoc, Lote 72",1993,7,+502 4412-1073
776,TAL_GT1405_0775,Cooperativa de Producción Artesanal Almolonga de R.L. (Chajul),Maestro Juana Tupul,GT14,GT1405,"Cantón Xabajal, Lote 73",2008,35,+502 4327-6485
777,TAL_GT1406_0776,Asociación de Artesanos Cholsamaj Ixchel de Chichicastenango,Maestro Manuel Coché,GT14,GT1406,"Cantón Tzanjuyup, Lote 40",2007,29,+502 4668-4234
778,TAL_GT1407_0777,Taller Familiar de Arte Tradicional Sop en Patzité,Maestro Rosa Chox,GT14,GT1407,"Cantón Xabajal, Lote 18",2012,42,+502 5399-5500
779,TAL_GT1408_0778,Cooperativa de Producción Artesanal Atitlan de R.L. (San Antonio Ilotenango),Maestro Juan Tzoc,GT14,GT1408,"Cantón Tzanjuyup, Lote 78",1984,15,+502 5681-8831
780,TAL_GT1409_0779,Asociación de Artesanos Chup Iximche de San Pedro Jocopilas,Maestro Pedro Chox,GT14,GT1409,"Cantón Xabajal, Lote 66",2017,21,+502 5868-6301
781,TAL_GT1410_0780,Taller Familiar de Arte Tradicional Patzun en Cunén,Maestro Juana Ixcol,GT14,GT1410,"Cantón Tzanjuyup, Lote 23",2021,12,+502 4452-4879
782,TAL_GT1411_0781,Cooperativa de Producción Artesanal Jaspe de R.L. (San Juan Cotzal),Maestro Manuel Coché,GT14,GT1411,"Cantón Tzanjuyup, Lote 76",2009,9,+502 5324-5651
783,TAL_GT1412_0782,Asociación de Artesanos Almolonga Hunapu de Joyabaj,Maestro Tomasa Tupul,GT14,GT1412,"Cantón Tzanjuyup, Lote 87",1970,39,+502 5577-2717
784,TAL_GT1413_0783,Taller Familiar de Arte Tradicional Ixchel en Nebaj,Maestro María Chox,GT14,GT1413,"Cantón Centro, Lote 22",1996,13,+502 4193-1470
785,TAL_GT1414_0784,Cooperativa de Producción Artesanal Kiche de R.L. (San Andrés Sajcabajá),Maestro Rosa Mazariegos,GT14,GT1414,"Cantón Tzanjuyup, Lote 43",2013,9,+502 5494-8732
786,TAL_GT1415_0785,Asociación de Artesanos Atitlan Mam de Uspantán,Maestro Manuel Chox,GT14,GT1415,"Cantón Xabajal, Lote 96",1981,25,+502 5592-1515
787,TAL_GT1416_0786,Taller Familiar de Arte Tradicional Iximche en Sacapulas,Maestro Manuel Tax,GT14,GT1416,"Cantón Tzanjuyup, Lote 42",1999,34,+502 4035-4087
788,TAL_GT1417_0787,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Bartolomé Jocotenango),Maestro Juana Chox,GT14,GT1417,"Cantón Pachoc, Lote 85",1972,20,+502 4473-3970
789,TAL_GT1418_0788,Asociación de Artesanos Jaspe Popol de Canillá,Maestro María Ixcol,GT14,GT1418,"Cantón Xabajal, Lote 35",1986,22,+502 5338-3567
790,TAL_GT1419_0789,Taller Familiar de Arte Tradicional Hunapu en Chicamán,Maestro Manuel Tupul,GT14,GT1419,"Cantón Tzanjuyup, Lote 22",2005,45,+502 4861-5643
791,TAL_GT1420_0790,Cooperativa de Producción Artesanal Xelaju de R.L. (Ixcán),Maestro Juan Ixcol,GT14,GT1420,"Cantón El Carmen, Lote 59",1995,21,+502 4387-9945
792,TAL_GT1421_0791,Asociación de Artesanos Kiche Utatlan de Pachalum,Maestro Manuel  Fuentes,GT14,GT1421,"Cantón Tzanjuyup, Lote 6",2015,22,+502 5217-8070
793,TAL_GT1501_0792,Taller Familiar de Arte Tradicional Mam en Salamá,Maestro Rosa Ixcol,GT15,GT1501,"Cantón Centro, Lote 99",1991,42,+502 4053-2925
794,TAL_GT1502_0793,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Miguel Chicaj),Maestro Tomasa  Fuentes,GT15,GT1502,"Cantón Centro, Lote 7",1974,24,+502 5816-1418
795,TAL_GT1503_0794,Asociación de Artesanos Qeqchi Pacaya de Rabinal,Maestro Pedro Chox,GT15,GT1503,"Cantón Xabajal, Lote 49",1970,8,+502 5392-1135
796,TAL_GT1504_0795,Taller Familiar de Arte Tradicional Popol en Cubulco,Maestro Rosa Tax,GT15,GT1504,"Cantón Centro, Lote 75",2021,42,+502 5922-3470
797,TAL_GT1505_0796,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Granados),Maestro Juan Tupul,GT15,GT1505,"Cantón Tzanjuyup, Lote 91",2002,29,+502 4539-2454
798,TAL_GT1506_0797,Asociación de Artesanos Xelaju Sop de El Chol,Maestro Pedro Mazariegos,GT15,GT1506,"Cantón Pachoc, Lote 62",1984,19,+502 4045-6965
799,TAL_GT1507_0798,Taller Familiar de Arte Tradicional Utatlan en San Jerónimo,Maestro María Coché,GT15,GT1507,"Cantón Centro, Lote 94",2011,12,+502 4966-4173
800,TAL_GT1508_0799,Cooperativa de Producción Artesanal Chup de R.L. (Purulhá),Maestro Rosa Ixcol,GT15,GT1508,"Cantón Xabajal, Lote 93",1976,31,+502 5635-6740
801,TAL_GT0401_0800,Asociación de Artesanos Cuchumatanes Patzun de Chimaltenango,Maestro Manuel Tupul,GT04,GT0401,"Cantón El Carmen, Lote 64",1992,19,+502 5543-3872
802,TAL_GT0402_0801,Taller Familiar de Arte Tradicional Pacaya en San José Poaquil,Maestro Juan Ixcol,GT04,GT0402,"Cantón Centro, Lote 62",1985,24,+502 4348-1718
803,TAL_GT0403_0802,Cooperativa de Producción Artesanal Almolonga de R.L. (San Martín Jilotepeque),Maestro Pedro Ixcol,GT04,GT0403,"Cantón Tzanjuyup, Lote 58",2021,9,+502 5535-1162
804,TAL_GT0404_0803,Asociación de Artesanos Cholsamaj Ixchel de Comalapa,Maestro Manuel  Fuentes,GT04,GT0404,"Cantón Tzanjuyup, Lote 65",2012,19,+502 4216-6938
805,TAL_GT0405_0804,Taller Familiar de Arte Tradicional Sop en Santa Apolonia,Maestro Santiago Tupul,GT04,GT0405,"Cantón Tzanjuyup, Lote 21",2013,19,+502 5708-9415
806,TAL_GT0406_0805,Cooperativa de Producción Artesanal Atitlan de R.L. (Tecpán Guatemala),Maestro Juana  Fuentes,GT04,GT0406,"Cantón Pachoc, Lote 92",2001,15,+502 5211-3897
807,TAL_GT0407_0806,Asociación de Artesanos Chup Iximche de Patzún,Maestro Rosa  Fuentes,GT04,GT0407,"Cantón Pachoc, Lote 81",1979,45,+502 4765-7158
808,TAL_GT0408_0807,Taller Familiar de Arte Tradicional Patzun en Pochuta,Maestro Pedro Coché,GT04,GT0408,"Cantón Xabajal, Lote 74",1971,7,+502 4472-4738
809,TAL_GT0409_0808,Cooperativa de Producción Artesanal Jaspe de R.L. (Patzicía),Maestro Santiago Mazariegos,GT04,GT0409,"Cantón Tzanjuyup, Lote 45",2008,7,+502 4181-6255
810,TAL_GT0410_0809,Asociación de Artesanos Almolonga Hunapu de Santa Cruz Balanyá,Maestro Pedro Tzoc,GT04,GT0410,"Cantón Pachoc, Lote 4",1983,6,+502 5380-1860
811,TAL_GT0411_0810,Taller Familiar de Arte Tradicional Ixchel en Acatenango,Maestro Manuel Coché,GT04,GT0411,"Cantón Centro, Lote 1",2011,28,+502 4164-4648
812,TAL_GT0412_0811,Cooperativa de Producción Artesanal Kiche de R.L. (Yepocapa),Maestro Manuel Coché,GT04,GT0412,"Cantón Centro, Lote 78",1985,18,+502 5006-1385
813,TAL_GT0413_0812,Asociación de Artesanos Atitlan Mam de San Andrés Itzapa,Maestro Tomasa Tupul,GT04,GT0413,"Cantón Pachoc, Lote 31",2005,20,+502 4863-9726
814,TAL_GT0414_0813,Taller Familiar de Arte Tradicional Iximche en Parramos,Maestro Tomasa Mazariegos,GT04,GT0414,"Cantón Tzanjuyup, Lote 89",1998,27,+502 4914-8100
815,TAL_GT0415_0814,Cooperativa de Producción Artesanal Qeqchi de R.L. (Zaragoza),Maestro Manuel  Fuentes,GT04,GT0415,"Cantón Pachoc, Lote 77",2007,15,+502 4969-3840
816,TAL_GT0416_0815,Asociación de Artesanos Jaspe Popol de El Tejar,Maestro Rosa Tax,GT04,GT0416,"Cantón Tzanjuyup, Lote 11",2014,29,+502 4530-5380
817,TAL_GT0700_0816,Taller Familiar de Arte Tradicional Hunapu en Lago De Atitlan,Maestro Juan Chox,GT07,GT0700,"Cantón Centro, Lote 46",1977,16,+502 5772-7066
818,TAL_GT0701_0817,Cooperativa de Producción Artesanal Xelaju de R.L. (Sololá),Maestro María Tzoc,GT07,GT0701,"Cantón El Carmen, Lote 23",1980,18,+502 4370-9768
819,TAL_GT0702_0818,Asociación de Artesanos Kiche Utatlan de San José Chacayá,Maestro Tomasa  Fuentes,GT07,GT0702,"Cantón Xabajal, Lote 55",1987,35,+502 5646-8858
820,TAL_GT0703_0819,Taller Familiar de Arte Tradicional Mam en Santa María Visitación,Maestro Juana Mazariegos,GT07,GT0703,"Cantón Centro, Lote 72",2022,45,+502 5791-1485
821,TAL_GT0704_0820,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Santa Lucía Utatlán),Maestro Rosa  Fuentes,GT07,GT0704,"Cantón El Carmen, Lote 29",1991,32,+502 4362-7548
822,TAL_GT0705_0821,Asociación de Artesanos Qeqchi Pacaya de Nahualá,Maestro Pedro Tzoc,GT07,GT0705,"Cantón Centro, Lote 94",2006,21,+502 5998-1493
823,TAL_GT0706_0822,Taller Familiar de Arte Tradicional Popol en Santa Catarina Ixtahuacán,Maestro Rosa Tzoc,GT07,GT0706,"Cantón Xabajal, Lote 40",1979,41,+502 5769-2418
824,TAL_GT0707_0823,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Santa Clara La Laguna),Maestro Juan Ixcol,GT07,GT0707,"Cantón El Carmen, Lote 84",2004,7,+502 5468-9821
825,TAL_GT0708_0824,Asociación de Artesanos Xelaju Sop de Concepción,Maestro Juana Chox,GT07,GT0708,"Cantón Xabajal, Lote 4",1991,18,+502 4918-7797
826,TAL_GT0709_0825,Taller Familiar de Arte Tradicional Utatlan en San Andrés Semetabaj,Maestro Rosa Ixcol,GT07,GT0709,"Cantón Tzanjuyup, Lote 5",2020,43,+502 4964-7817
827,TAL_GT0710_0826,Cooperativa de Producción Artesanal Chup de R.L. (Panajachel),Maestro Tomasa Tax,GT07,GT0710,"Cantón Pachoc, Lote 97",1992,37,+502 4628-2107
828,TAL_GT0711_0827,Asociación de Artesanos Cuchumatanes Patzun de Santa Catarina Palopó,Maestro Tomasa Mazariegos,GT07,GT0711,"Cantón Tzanjuyup, Lote 56",2006,36,+502 5796-7843
829,TAL_GT0712_0828,Taller Familiar de Arte Tradicional Pacaya en San Antonio Palopó,Maestro Tomasa Tzoc,GT07,GT0712,"Cantón Pachoc, Lote 2",1997,32,+502 4052-3953
830,TAL_GT0713_0829,Cooperativa de Producción Artesanal Almolonga de R.L. (San Lucas Tolimán),Maestro Rosa Ixcol,GT07,GT0713,"Cantón El Carmen, Lote 78",2012,44,+502 5509-9178
831,TAL_GT0714_0830,Asociación de Artesanos Cholsamaj Ixchel de Santa Cruz La Laguna,Maestro Manuel Mazariegos,GT07,GT0714,"Cantón El Carmen, Lote 75",1998,23,+502 4598-4641
832,TAL_GT0715_0831,Taller Familiar de Arte Tradicional Sop en San Pablo La Laguna,Maestro Juan  Fuentes,GT07,GT0715,"Cantón Xabajal, Lote 65",1987,37,+502 5963-7163
833,TAL_GT0716_0832,Cooperativa de Producción Artesanal Atitlan de R.L. (San Marcos La Laguna),Maestro Manuel Mazariegos,GT07,GT0716,"Cantón El Carmen, Lote 46",1998,34,+502 5640-9013
834,TAL_GT0717_0833,Asociación de Artesanos Chup Iximche de San Juan La Laguna,Maestro Juana Ixcol,GT07,GT0717,"Cantón Xabajal, Lote 84",1984,18,+502 4607-3324
835,TAL_GT0718_0834,Taller Familiar de Arte Tradicional Patzun en San Pedro La Laguna,Maestro Juan Ixcol,GT07,GT0718,"Cantón Tzanjuyup, Lote 13",2014,8,+502 4219-4590
836,TAL_GT0719_0835,Cooperativa de Producción Artesanal Jaspe de R.L. (Santiago Atitlán),Maestro Pedro Ixcol,GT07,GT0719,"Cantón El Carmen, Lote 6",1981,28,+502 4055-8493
837,TAL_GT0801_0836,Asociación de Artesanos Almolonga Hunapu de Totonicapán,Maestro Rosa Mazariegos,GT08,GT0801,"Cantón Centro, Lote 91",2014,45,+502 5655-3779
838,TAL_GT0802_0837,Taller Familiar de Arte Tradicional Ixchel en San Cristóbal Totonicapán,Maestro Santiago  Fuentes,GT08,GT0802,"Cantón Pachoc, Lote 11",1989,34,+502 4469-8269
839,TAL_GT0803_0838,Cooperativa de Producción Artesanal Kiche de R.L. (San Francisco El Alto),Maestro Rosa Tzoc,GT08,GT0803,"Cantón El Carmen, Lote 83",1989,38,+502 4424-6168
840,TAL_GT0804_0839,Asociación de Artesanos Atitlan Mam de San Andrés Xecul,Maestro Pedro Mazariegos,GT08,GT0804,"Cantón Tzanjuyup, Lote 82",2005,28,+502 4015-3777
841,TAL_GT0805_0840,Taller Familiar de Arte Tradicional Iximche en Momostenango,Maestro Juana Tupul,GT08,GT0805,"Cantón Centro, Lote 51",1990,22,+502 5247-4382
842,TAL_GT0806_0841,Cooperativa de Producción Artesanal Qeqchi de R.L. (Santa María Chiquimula),Maestro Juana Ixcol,GT08,GT0806,"Cantón Xabajal, Lote 17",2001,14,+502 5422-2689
843,TAL_GT0807_0842,Asociación de Artesanos Jaspe Popol de Santa Lucía La Reforma,Maestro Santiago  Fuentes,GT08,GT0807,"Cantón Xabajal, Lote 8",2000,11,+502 5380-8123
844,TAL_GT0808_0843,Taller Familiar de Arte Tradicional Hunapu en San Bartolo,Maestro Pedro Mazariegos,GT08,GT0808,"Cantón Pachoc, Lote 96",1986,24,+502 4328-7995
845,TAL_GT0901_0844,Cooperativa de Producción Artesanal Xelaju de R.L. (Quetzaltenango),Maestro María Tupul,GT09,GT0901,"Cantón Pachoc, Lote 13",2008,15,+502 4241-7864
846,TAL_GT0902_0845,Asociación de Artesanos Kiche Utatlan de Salcajá,Maestro Juana Tupul,GT09,GT0902,"Cantón Pachoc, Lote 62",2017,41,+502 5021-2433
847,TAL_GT0903_0846,Taller Familiar de Arte Tradicional Mam en Olintepeque,Maestro Juan Tupul,GT09,GT0903,"Cantón Xabajal, Lote 75",1986,45,+502 4372-7180
848,TAL_GT0904_0847,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San Carlos Sija),Maestro Santiago Tzoc,GT09,GT0904,"Cantón El Carmen, Lote 87",1980,30,+502 4613-4919
849,TAL_GT0905_0848,Asociación de Artesanos Qeqchi Pacaya de Sibilia,Maestro Tomasa Mazariegos,GT09,GT0905,"Cantón Tzanjuyup, Lote 70",2017,29,+502 4019-9703
