id_tecnica,codigo,nombre,origen_historico,descripcion
360,TEJIDO_MIMBRE_GT0805,Tejido en Fibras de Mimbre de Momostenango,Técnica heredada de generación en generación en Momostenango.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Momostenango.
361,TELAR_CINTURA_GT0806,Telar de Cintura de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Santa María Chiquimula.
362,TELAR_PIE_GT0806,Telar de Pie de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Santa María Chiquimula.
363,JASPEADO_HILO_GT0806,Jaspeado de Hilos de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Santa María Chiquimula.
364,BARRO_MODELADO_GT0806,Barro Modelado a Mano de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Santa María Chiquimula."
365,BARRO_TORNO_GT0806,Barro en Torno de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Santa María Chiquimula.
366,TALLADO_CEDRO_GT0806,Tallado en Madera de Cedro de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Santa María Chiquimula.
367,JADE_PULIDO_GT0806,Pulido de Jade de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Santa María Chiquimula.
368,AFINACION_ACUSTICA_GT0806,Afinación Acústica de Teclados de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Santa María Chiquimula.
369,PINTURA_PRIMITIVA_GT0806,Pintura Primitivista de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Santa María Chiquimula.
370,TEJIDO_MIMBRE_GT0806,Tejido en Fibras de Mimbre de Santa María Chiquimula,Técnica heredada de generación en generación en Santa María Chiquimula.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Santa María Chiquimula.
371,TELAR_CINTURA_GT0807,Telar de Cintura de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Santa Lucía La Reforma.
372,TELAR_PIE_GT0807,Telar de Pie de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Santa Lucía La Reforma.
373,JASPEADO_HILO_GT0807,Jaspeado de Hilos de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Santa Lucía La Reforma.
374,BARRO_MODELADO_GT0807,Barro Modelado a Mano de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Santa Lucía La Reforma."
375,BARRO_TORNO_GT0807,Barro en Torno de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Santa Lucía La Reforma.
376,TALLADO_CEDRO_GT0807,Tallado en Madera de Cedro de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Santa Lucía La Reforma.
377,JADE_PULIDO_GT0807,Pulido de Jade de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Santa Lucía La Reforma.
378,AFINACION_ACUSTICA_GT0807,Afinación Acústica de Teclados de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Santa Lucía La Reforma.
379,PINTURA_PRIMITIVA_GT0807,Pintura Primitivista de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Santa Lucía La Reforma.
380,TEJIDO_MIMBRE_GT0807,Tejido en Fibras de Mimbre de Santa Lucía La Reforma,Técnica heredada de generación en generación en Santa Lucía La Reforma.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Santa Lucía La Reforma.
381,TELAR_CINTURA_GT0808,Telar de Cintura de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Bartolo.
382,TELAR_PIE_GT0808,Telar de Pie de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Bartolo.
383,JASPEADO_HILO_GT0808,Jaspeado de Hilos de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Bartolo.
384,BARRO_MODELADO_GT0808,Barro Modelado a Mano de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Bartolo."
385,BARRO_TORNO_GT0808,Barro en Torno de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Bartolo.
386,TALLADO_CEDRO_GT0808,Tallado en Madera de Cedro de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Bartolo.
387,JADE_PULIDO_GT0808,Pulido de Jade de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Bartolo.
388,AFINACION_ACUSTICA_GT0808,Afinación Acústica de Teclados de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Bartolo.
389,PINTURA_PRIMITIVA_GT0808,Pintura Primitivista de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Bartolo.
390,TEJIDO_MIMBRE_GT0808,Tejido en Fibras de Mimbre de San Bartolo,Técnica heredada de generación en generación en San Bartolo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Bartolo.
391,TELAR_CINTURA_GT0901,Telar de Cintura de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Quetzaltenango.
392,TELAR_PIE_GT0901,Telar de Pie de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Quetzaltenango.
393,JASPEADO_HILO_GT0901,Jaspeado de Hilos de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Quetzaltenango.
394,BARRO_MODELADO_GT0901,Barro Modelado a Mano de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Quetzaltenango."
395,BARRO_TORNO_GT0901,Barro en Torno de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Quetzaltenango.
396,TALLADO_CEDRO_GT0901,Tallado en Madera de Cedro de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Quetzaltenango.
397,JADE_PULIDO_GT0901,Pulido de Jade de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Quetzaltenango.
398,AFINACION_ACUSTICA_GT0901,Afinación Acústica de Teclados de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Quetzaltenango.
399,PINTURA_PRIMITIVA_GT0901,Pintura Primitivista de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Quetzaltenango.
400,TEJIDO_MIMBRE_GT0901,Tejido en Fibras de Mimbre de Quetzaltenango,Técnica heredada de generación en generación en Quetzaltenango.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Quetzaltenango.
401,TELAR_CINTURA_GT0902,Telar de Cintura de Salcajá,Técnica heredada de generación en generación en Salcajá.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Salcajá.
402,TELAR_PIE_GT0902,Telar de Pie de Salcajá,Técnica heredada de generación en generación en Salcajá.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Salcajá.
403,JASPEADO_HILO_GT0902,Jaspeado de Hilos de Salcajá,Técnica heredada de generación en generación en Salcajá.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Salcajá.
404,BARRO_MODELADO_GT0902,Barro Modelado a Mano de Salcajá,Técnica heredada de generación en generación en Salcajá.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Salcajá."
405,BARRO_TORNO_GT0902,Barro en Torno de Salcajá,Técnica heredada de generación en generación en Salcajá.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Salcajá.
406,TALLADO_CEDRO_GT0902,Tallado en Madera de Cedro de Salcajá,Técnica heredada de generación en generación en Salcajá.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Salcajá.
407,JADE_PULIDO_GT0902,Pulido de Jade de Salcajá,Técnica heredada de generación en generación en Salcajá.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Salcajá.
408,AFINACION_ACUSTICA_GT0902,Afinación Acústica de Teclados de Salcajá,Técnica heredada de generación en generación en Salcajá.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Salcajá.
409,PINTURA_PRIMITIVA_GT0902,Pintura Primitivista de Salcajá,Técnica heredada de generación en generación en Salcajá.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Salcajá.
410,TEJIDO_MIMBRE_GT0902,Tejido en Fibras de Mimbre de Salcajá,Técnica heredada de generación en generación en Salcajá.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Salcajá.
