id_material,codigo,nombre,descripcion
804,JADE_JADEITA_GT1225,Jadeita Verde Seleccionado de San Cristóbal Cucho,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
805,MADERA_HORMIGO_GT1225,Madera de Hormigo Seleccionado de San Cristóbal Cucho,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
806,MADERA_CEDRO_GT1225,Madera de Cedro Seleccionado de San Cristóbal Cucho,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
807,TINTE_NATURAL_COCHINILLA_GT1225,Tinte Orgánico de Cochinilla de San Cristóbal Cucho,Tinte de origen vegetal/animal obtenido de Cochinilla en San Cristóbal Cucho.
808,LANA_OVEJA_GT1225,Lana de Oveja Natural Seleccionado de San Cristóbal Cucho,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
809,FIBRA_MIMBRE_GT1225,Fibras de Mimbre Seleccionado de San Cristóbal Cucho,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
810,PINTURA_ACRILICA_GT1225,Pintura Acrílica Profesional Seleccionado de San Cristóbal Cucho,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
811,ALGODON_BLANCO_GT1226,Hilo de Algodón Blanco Seleccionado de Sipacapa,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Sipacapa.
812,ALGODON_CUYUSCATE_GT1226,Hilo de Algodón Cuyuscate Natural Seleccionado de Sipacapa,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Sipacapa.
813,BARRO_ROJO_GT1226,Arcilla de Barro Rojo Seleccionado de Sipacapa,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Sipacapa.
814,JADE_JADEITA_GT1226,Jadeita Verde Seleccionado de Sipacapa,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Sipacapa.
815,MADERA_HORMIGO_GT1226,Madera de Hormigo Seleccionado de Sipacapa,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Sipacapa.
816,MADERA_CEDRO_GT1226,Madera de Cedro Seleccionado de Sipacapa,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Sipacapa.
817,TINTE_NATURAL_AÑIL_GT1226,Tinte Orgánico de Añil de Sipacapa,Tinte de origen vegetal/animal obtenido de Añil en Sipacapa.
818,LANA_OVEJA_GT1226,Lana de Oveja Natural Seleccionado de Sipacapa,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Sipacapa.
819,FIBRA_MIMBRE_GT1226,Fibras de Mimbre Seleccionado de Sipacapa,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Sipacapa.
820,PINTURA_ACRILICA_GT1226,Pintura Acrílica Profesional Seleccionado de Sipacapa,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Sipacapa.
821,ALGODON_BLANCO_GT1227,Hilo de Algodón Blanco Seleccionado de Esquipulas Palo Gordo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
822,ALGODON_CUYUSCATE_GT1227,Hilo de Algodón Cuyuscate Natural Seleccionado de Esquipulas Palo Gordo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
823,BARRO_ROJO_GT1227,Arcilla de Barro Rojo Seleccionado de Esquipulas Palo Gordo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
824,JADE_JADEITA_GT1227,Jadeita Verde Seleccionado de Esquipulas Palo Gordo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
825,MADERA_HORMIGO_GT1227,Madera de Hormigo Seleccionado de Esquipulas Palo Gordo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
826,MADERA_CEDRO_GT1227,Madera de Cedro Seleccionado de Esquipulas Palo Gordo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
827,TINTE_NATURAL_PALO_DE_CAMPECHE_GT1227,Tinte Orgánico de Palo de Campeche de Esquipulas Palo Gordo,Tinte de origen vegetal/animal obtenido de Palo de Campeche en Esquipulas Palo Gordo.
828,LANA_OVEJA_GT1227,Lana de Oveja Natural Seleccionado de Esquipulas Palo Gordo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
829,FIBRA_MIMBRE_GT1227,Fibras de Mimbre Seleccionado de Esquipulas Palo Gordo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
830,PINTURA_ACRILICA_GT1227,Pintura Acrílica Profesional Seleccionado de Esquipulas Palo Gordo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Esquipulas Palo Gordo.
831,ALGODON_BLANCO_GT1228,Hilo de Algodón Blanco Seleccionado de Río Blanco,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Río Blanco.
832,ALGODON_CUYUSCATE_GT1228,Hilo de Algodón Cuyuscate Natural Seleccionado de Río Blanco,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Río Blanco.
833,BARRO_ROJO_GT1228,Arcilla de Barro Rojo Seleccionado de Río Blanco,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Río Blanco.
834,JADE_JADEITA_GT1228,Jadeita Verde Seleccionado de Río Blanco,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Río Blanco.
835,MADERA_HORMIGO_GT1228,Madera de Hormigo Seleccionado de Río Blanco,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Río Blanco.
836,MADERA_CEDRO_GT1228,Madera de Cedro Seleccionado de Río Blanco,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Río Blanco.
837,TINTE_NATURAL_SACCHIL_GT1228,Tinte Orgánico de Sacchil de Río Blanco,Tinte de origen vegetal/animal obtenido de Sacchil en Río Blanco.
838,LANA_OVEJA_GT1228,Lana de Oveja Natural Seleccionado de Río Blanco,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Río Blanco.
839,FIBRA_MIMBRE_GT1228,Fibras de Mimbre Seleccionado de Río Blanco,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Río Blanco.
840,PINTURA_ACRILICA_GT1228,Pintura Acrílica Profesional Seleccionado de Río Blanco,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Río Blanco.
841,ALGODON_BLANCO_GT1229,Hilo de Algodón Blanco Seleccionado de San Lorenzo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Lorenzo.
842,ALGODON_CUYUSCATE_GT1229,Hilo de Algodón Cuyuscate Natural Seleccionado de San Lorenzo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Lorenzo.
843,BARRO_ROJO_GT1229,Arcilla de Barro Rojo Seleccionado de San Lorenzo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Lorenzo.
844,JADE_JADEITA_GT1229,Jadeita Verde Seleccionado de San Lorenzo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Lorenzo.
845,MADERA_HORMIGO_GT1229,Madera de Hormigo Seleccionado de San Lorenzo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Lorenzo.
846,MADERA_CEDRO_GT1229,Madera de Cedro Seleccionado de San Lorenzo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Lorenzo.
847,TINTE_NATURAL_EUCALIPTO_GT1229,Tinte Orgánico de Eucalipto de San Lorenzo,Tinte de origen vegetal/animal obtenido de Eucalipto en San Lorenzo.
848,LANA_OVEJA_GT1229,Lana de Oveja Natural Seleccionado de San Lorenzo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Lorenzo.
849,FIBRA_MIMBRE_GT1229,Fibras de Mimbre Seleccionado de San Lorenzo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Lorenzo.
850,PINTURA_ACRILICA_GT1229,Pintura Acrílica Profesional Seleccionado de San Lorenzo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Lorenzo.
851,ALGODON_BLANCO_GT1230,Hilo de Algodón Blanco Seleccionado de La Blanca,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de La Blanca.
852,ALGODON_CUYUSCATE_GT1230,Hilo de Algodón Cuyuscate Natural Seleccionado de La Blanca,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de La Blanca.
853,BARRO_ROJO_GT1230,Arcilla de Barro Rojo Seleccionado de La Blanca,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de La Blanca.
854,JADE_JADEITA_GT1230,Jadeita Verde Seleccionado de La Blanca,Jadeita Verde de alta calidad recolectado en las zonas montañosas de La Blanca.
855,MADERA_HORMIGO_GT1230,Madera de Hormigo Seleccionado de La Blanca,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de La Blanca.
856,MADERA_CEDRO_GT1230,Madera de Cedro Seleccionado de La Blanca,Madera de Cedro de alta calidad recolectado en las zonas montañosas de La Blanca.
857,TINTE_NATURAL_NOGAL_GT1230,Tinte Orgánico de Nogal de La Blanca,Tinte de origen vegetal/animal obtenido de Nogal en La Blanca.
858,LANA_OVEJA_GT1230,Lana de Oveja Natural Seleccionado de La Blanca,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de La Blanca.
859,FIBRA_MIMBRE_GT1230,Fibras de Mimbre Seleccionado de La Blanca,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de La Blanca.
860,PINTURA_ACRILICA_GT1230,Pintura Acrílica Profesional Seleccionado de La Blanca,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de La Blanca.
861,ALGODON_BLANCO_GT1301,Hilo de Algodón Blanco Seleccionado de Huehuetenango,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Huehuetenango.
862,ALGODON_CUYUSCATE_GT1301,Hilo de Algodón Cuyuscate Natural Seleccionado de Huehuetenango,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Huehuetenango.
863,BARRO_ROJO_GT1301,Arcilla de Barro Rojo Seleccionado de Huehuetenango,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Huehuetenango.
864,JADE_JADEITA_GT1301,Jadeita Verde Seleccionado de Huehuetenango,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Huehuetenango.
865,MADERA_HORMIGO_GT1301,Madera de Hormigo Seleccionado de Huehuetenango,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Huehuetenango.
866,MADERA_CEDRO_GT1301,Madera de Cedro Seleccionado de Huehuetenango,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Huehuetenango.
867,TINTE_NATURAL_CEBOLLA_GT1301,Tinte Orgánico de Cebolla de Huehuetenango,Tinte de origen vegetal/animal obtenido de Cebolla en Huehuetenango.
868,LANA_OVEJA_GT1301,Lana de Oveja Natural Seleccionado de Huehuetenango,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Huehuetenango.
869,FIBRA_MIMBRE_GT1301,Fibras de Mimbre Seleccionado de Huehuetenango,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Huehuetenango.
870,PINTURA_ACRILICA_GT1301,Pintura Acrílica Profesional Seleccionado de Huehuetenango,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Huehuetenango.
871,ALGODON_BLANCO_GT1302,Hilo de Algodón Blanco Seleccionado de Chiantla,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Chiantla.
872,ALGODON_CUYUSCATE_GT1302,Hilo de Algodón Cuyuscate Natural Seleccionado de Chiantla,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Chiantla.
873,BARRO_ROJO_GT1302,Arcilla de Barro Rojo Seleccionado de Chiantla,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Chiantla.
874,JADE_JADEITA_GT1302,Jadeita Verde Seleccionado de Chiantla,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Chiantla.
875,MADERA_HORMIGO_GT1302,Madera de Hormigo Seleccionado de Chiantla,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Chiantla.
876,MADERA_CEDRO_GT1302,Madera de Cedro Seleccionado de Chiantla,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Chiantla.
877,TINTE_NATURAL_CAFÉ_GT1302,Tinte Orgánico de Café de Chiantla,Tinte de origen vegetal/animal obtenido de Café en Chiantla.
878,LANA_OVEJA_GT1302,Lana de Oveja Natural Seleccionado de Chiantla,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Chiantla.
879,FIBRA_MIMBRE_GT1302,Fibras de Mimbre Seleccionado de Chiantla,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Chiantla.
880,PINTURA_ACRILICA_GT1302,Pintura Acrílica Profesional Seleccionado de Chiantla,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Chiantla.
881,ALGODON_BLANCO_GT1303,Hilo de Algodón Blanco Seleccionado de Malacatancito,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Malacatancito.
882,ALGODON_CUYUSCATE_GT1303,Hilo de Algodón Cuyuscate Natural Seleccionado de Malacatancito,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Malacatancito.
883,BARRO_ROJO_GT1303,Arcilla de Barro Rojo Seleccionado de Malacatancito,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Malacatancito.
884,JADE_JADEITA_GT1303,Jadeita Verde Seleccionado de Malacatancito,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Malacatancito.
885,MADERA_HORMIGO_GT1303,Madera de Hormigo Seleccionado de Malacatancito,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Malacatancito.
886,MADERA_CEDRO_GT1303,Madera de Cedro Seleccionado de Malacatancito,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Malacatancito.
887,TINTE_NATURAL_SACATE_GT1303,Tinte Orgánico de Sacate de Malacatancito,Tinte de origen vegetal/animal obtenido de Sacate en Malacatancito.
888,LANA_OVEJA_GT1303,Lana de Oveja Natural Seleccionado de Malacatancito,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Malacatancito.
889,FIBRA_MIMBRE_GT1303,Fibras de Mimbre Seleccionado de Malacatancito,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Malacatancito.
890,PINTURA_ACRILICA_GT1303,Pintura Acrílica Profesional Seleccionado de Malacatancito,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Malacatancito.
891,ALGODON_BLANCO_GT1304,Hilo de Algodón Blanco Seleccionado de Cuilco,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Cuilco.
892,ALGODON_CUYUSCATE_GT1304,Hilo de Algodón Cuyuscate Natural Seleccionado de Cuilco,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Cuilco.
893,BARRO_ROJO_GT1304,Arcilla de Barro Rojo Seleccionado de Cuilco,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Cuilco.
894,JADE_JADEITA_GT1304,Jadeita Verde Seleccionado de Cuilco,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Cuilco.
895,MADERA_HORMIGO_GT1304,Madera de Hormigo Seleccionado de Cuilco,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Cuilco.
896,MADERA_CEDRO_GT1304,Madera de Cedro Seleccionado de Cuilco,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Cuilco.
897,TINTE_NATURAL_CÚRCUMA_GT1304,Tinte Orgánico de Cúrcuma de Cuilco,Tinte de origen vegetal/animal obtenido de Cúrcuma en Cuilco.
898,LANA_OVEJA_GT1304,Lana de Oveja Natural Seleccionado de Cuilco,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Cuilco.
899,FIBRA_MIMBRE_GT1304,Fibras de Mimbre Seleccionado de Cuilco,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Cuilco.
900,PINTURA_ACRILICA_GT1304,Pintura Acrílica Profesional Seleccionado de Cuilco,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Cuilco.
901,ALGODON_BLANCO_GT1305,Hilo de Algodón Blanco Seleccionado de Nentón,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Nentón.
902,ALGODON_CUYUSCATE_GT1305,Hilo de Algodón Cuyuscate Natural Seleccionado de Nentón,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Nentón.
903,BARRO_ROJO_GT1305,Arcilla de Barro Rojo Seleccionado de Nentón,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Nentón.
904,JADE_JADEITA_GT1305,Jadeita Verde Seleccionado de Nentón,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Nentón.
905,MADERA_HORMIGO_GT1305,Madera de Hormigo Seleccionado de Nentón,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Nentón.
906,MADERA_CEDRO_GT1305,Madera de Cedro Seleccionado de Nentón,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Nentón.
907,TINTE_NATURAL_PÚRPURA_GT1305,Tinte Orgánico de Púrpura de Nentón,Tinte de origen vegetal/animal obtenido de Púrpura en Nentón.
908,LANA_OVEJA_GT1305,Lana de Oveja Natural Seleccionado de Nentón,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Nentón.
909,FIBRA_MIMBRE_GT1305,Fibras de Mimbre Seleccionado de Nentón,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Nentón.
910,PINTURA_ACRILICA_GT1305,Pintura Acrílica Profesional Seleccionado de Nentón,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Nentón.
911,ALGODON_BLANCO_GT1306,Hilo de Algodón Blanco Seleccionado de San Pedro Necta,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
912,ALGODON_CUYUSCATE_GT1306,Hilo de Algodón Cuyuscate Natural Seleccionado de San Pedro Necta,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
913,BARRO_ROJO_GT1306,Arcilla de Barro Rojo Seleccionado de San Pedro Necta,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
914,JADE_JADEITA_GT1306,Jadeita Verde Seleccionado de San Pedro Necta,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
915,MADERA_HORMIGO_GT1306,Madera de Hormigo Seleccionado de San Pedro Necta,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
916,MADERA_CEDRO_GT1306,Madera de Cedro Seleccionado de San Pedro Necta,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
917,TINTE_NATURAL_GRANA_COCHINILLA_GT1306,Tinte Orgánico de Grana Cochinilla de San Pedro Necta,Tinte de origen vegetal/animal obtenido de Grana Cochinilla en San Pedro Necta.
918,LANA_OVEJA_GT1306,Lana de Oveja Natural Seleccionado de San Pedro Necta,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
919,FIBRA_MIMBRE_GT1306,Fibras de Mimbre Seleccionado de San Pedro Necta,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
920,PINTURA_ACRILICA_GT1306,Pintura Acrílica Profesional Seleccionado de San Pedro Necta,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Pedro Necta.
921,ALGODON_BLANCO_GT1307,Hilo de Algodón Blanco Seleccionado de Jacaltenango,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Jacaltenango.
922,ALGODON_CUYUSCATE_GT1307,Hilo de Algodón Cuyuscate Natural Seleccionado de Jacaltenango,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Jacaltenango.
923,BARRO_ROJO_GT1307,Arcilla de Barro Rojo Seleccionado de Jacaltenango,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Jacaltenango.
924,JADE_JADEITA_GT1307,Jadeita Verde Seleccionado de Jacaltenango,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Jacaltenango.
925,MADERA_HORMIGO_GT1307,Madera de Hormigo Seleccionado de Jacaltenango,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Jacaltenango.
926,MADERA_CEDRO_GT1307,Madera de Cedro Seleccionado de Jacaltenango,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Jacaltenango.
927,TINTE_NATURAL_ACHIOTE_GT1307,Tinte Orgánico de Achiote de Jacaltenango,Tinte de origen vegetal/animal obtenido de Achiote en Jacaltenango.
928,LANA_OVEJA_GT1307,Lana de Oveja Natural Seleccionado de Jacaltenango,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Jacaltenango.
929,FIBRA_MIMBRE_GT1307,Fibras de Mimbre Seleccionado de Jacaltenango,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Jacaltenango.
930,PINTURA_ACRILICA_GT1307,Pintura Acrílica Profesional Seleccionado de Jacaltenango,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Jacaltenango.
931,ALGODON_BLANCO_GT1308,Hilo de Algodón Blanco Seleccionado de Soloma,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Soloma.
932,ALGODON_CUYUSCATE_GT1308,Hilo de Algodón Cuyuscate Natural Seleccionado de Soloma,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Soloma.
933,BARRO_ROJO_GT1308,Arcilla de Barro Rojo Seleccionado de Soloma,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Soloma.
934,JADE_JADEITA_GT1308,Jadeita Verde Seleccionado de Soloma,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Soloma.
935,MADERA_HORMIGO_GT1308,Madera de Hormigo Seleccionado de Soloma,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Soloma.
936,MADERA_CEDRO_GT1308,Madera de Cedro Seleccionado de Soloma,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Soloma.
937,TINTE_NATURAL_LICHEN_GT1308,Tinte Orgánico de Lichen de Soloma,Tinte de origen vegetal/animal obtenido de Lichen en Soloma.
938,LANA_OVEJA_GT1308,Lana de Oveja Natural Seleccionado de Soloma,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Soloma.
939,FIBRA_MIMBRE_GT1308,Fibras de Mimbre Seleccionado de Soloma,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Soloma.
940,PINTURA_ACRILICA_GT1308,Pintura Acrílica Profesional Seleccionado de Soloma,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Soloma.
941,ALGODON_BLANCO_GT1309,Hilo de Algodón Blanco Seleccionado de Ixtahuacán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
942,ALGODON_CUYUSCATE_GT1309,Hilo de Algodón Cuyuscate Natural Seleccionado de Ixtahuacán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
943,BARRO_ROJO_GT1309,Arcilla de Barro Rojo Seleccionado de Ixtahuacán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
944,JADE_JADEITA_GT1309,Jadeita Verde Seleccionado de Ixtahuacán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
945,MADERA_HORMIGO_GT1309,Madera de Hormigo Seleccionado de Ixtahuacán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
946,MADERA_CEDRO_GT1309,Madera de Cedro Seleccionado de Ixtahuacán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
947,TINTE_NATURAL_OCOTE_GT1309,Tinte Orgánico de Ocote de Ixtahuacán,Tinte de origen vegetal/animal obtenido de Ocote en Ixtahuacán.
948,LANA_OVEJA_GT1309,Lana de Oveja Natural Seleccionado de Ixtahuacán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
949,FIBRA_MIMBRE_GT1309,Fibras de Mimbre Seleccionado de Ixtahuacán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
950,PINTURA_ACRILICA_GT1309,Pintura Acrílica Profesional Seleccionado de Ixtahuacán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Ixtahuacán.
951,ALGODON_BLANCO_GT1310,Hilo de Algodón Blanco Seleccionado de Santa Bárbara,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
952,ALGODON_CUYUSCATE_GT1310,Hilo de Algodón Cuyuscate Natural Seleccionado de Santa Bárbara,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
953,BARRO_ROJO_GT1310,Arcilla de Barro Rojo Seleccionado de Santa Bárbara,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
954,JADE_JADEITA_GT1310,Jadeita Verde Seleccionado de Santa Bárbara,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
955,MADERA_HORMIGO_GT1310,Madera de Hormigo Seleccionado de Santa Bárbara,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
956,MADERA_CEDRO_GT1310,Madera de Cedro Seleccionado de Santa Bárbara,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
957,TINTE_NATURAL_AGUACATE_GT1310,Tinte Orgánico de Aguacate de Santa Bárbara,Tinte de origen vegetal/animal obtenido de Aguacate en Santa Bárbara.
958,LANA_OVEJA_GT1310,Lana de Oveja Natural Seleccionado de Santa Bárbara,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
959,FIBRA_MIMBRE_GT1310,Fibras de Mimbre Seleccionado de Santa Bárbara,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
960,PINTURA_ACRILICA_GT1310,Pintura Acrílica Profesional Seleccionado de Santa Bárbara,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Santa Bárbara.
961,ALGODON_BLANCO_GT1311,Hilo de Algodón Blanco Seleccionado de La Libertad,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de La Libertad.
962,ALGODON_CUYUSCATE_GT1311,Hilo de Algodón Cuyuscate Natural Seleccionado de La Libertad,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de La Libertad.
963,BARRO_ROJO_GT1311,Arcilla de Barro Rojo Seleccionado de La Libertad,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de La Libertad.
964,JADE_JADEITA_GT1311,Jadeita Verde Seleccionado de La Libertad,Jadeita Verde de alta calidad recolectado en las zonas montañosas de La Libertad.
965,MADERA_HORMIGO_GT1311,Madera de Hormigo Seleccionado de La Libertad,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de La Libertad.
966,MADERA_CEDRO_GT1311,Madera de Cedro Seleccionado de La Libertad,Madera de Cedro de alta calidad recolectado en las zonas montañosas de La Libertad.
967,TINTE_NATURAL_MANZANILLA_GT1311,Tinte Orgánico de Manzanilla de La Libertad,Tinte de origen vegetal/animal obtenido de Manzanilla en La Libertad.
