núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
365,2023,Febrero,6,Lunes,2023,Febrero,3,Martes,Escuintla,La Gomera,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,9,06:00 a 11:59,00:00 a 11:59,Hurto
366,2023,Febrero,22,Miercoles,2023,Febrero,21,Jueves,Totonicapán,Momostenango,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,9,06:00 a 11:59,00:00 a 11:59,Lesiones leves
367,2023,Febrero,22,Miercoles,2023,Febrero,21,Jueves,Totonicapán,Momostenango,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,9,06:00 a 11:59,00:00 a 11:59,Lesiones leves
368,2023,Febrero,27,Lunes,2023,Febrero,26,Martes,Totonicapán,San Bartolo Aguas Calientes,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
369,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Totonicapán,Momostenango,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
370,2023,Marzo,2,Jueves,2023,Marzo,1,Viernes,Totonicapán,San Bartolo Aguas Calientes,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
371,2023,Enero,2,Lunes,2023,Enero,2,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Difamación,10,06:00 a 11:59,00:00 a 11:59,Otros
372,2023,Enero,2,Lunes,2023,Enero,1,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
373,2023,Enero,10,Martes,2023,Enero,6,Miercoles,Jalapa,San Manuel Chaparrón,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
374,2023,Enero,16,Lunes,2023,Enero,6,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
375,2023,Enero,31,Martes,2023,Enero,31,Miercoles,Jalapa,San Manuel Chaparrón,Ignorada,Mujer,47,45-49,45-49,45 - 49,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
376,2023,Febrero,1,Miercoles,2023,Enero,26,Jueves,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
377,2023,Febrero,1,Miercoles,2023,Enero,26,Jueves,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
378,2023,Febrero,1,Miercoles,2023,Enero,26,Jueves,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,19,15-19,15-19,15 - 19,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
379,2023,Febrero,1,Miercoles,2022,Mayo,1,Jueves,Santa Rosa,Santa María Ixhuatán,Ignorada,Hombre,51,50-54,50-54,50 - 54,Casado,Casos especiales de estafa,14,12:00 a 17:59,12:00 a 17:59,Otros
380,2023,Febrero,2,Jueves,2023,Febrero,2,Viernes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,10,06:00 a 11:59,00:00 a 11:59,Hurto
381,2023,Febrero,6,Lunes,2023,Enero,1,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
382,2023,Febrero,6,Lunes,2023,Enero,1,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
383,2023,Febrero,13,Lunes,2023,Febrero,13,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ignorado,Hurto,12,12:00 a 17:59,12:00 a 17:59,Hurto
384,2023,Febrero,14,Martes,2023,Febrero,7,Miercoles,Jalapa,San Manuel Chaparrón,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Casado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
385,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Mujer,45,45-49,45-49,45 - 49,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
386,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,44,40-44,40-44,40 - 44,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
387,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
388,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
389,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
390,2023,Marzo,7,Martes,2023,Marzo,6,Miercoles,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
391,2023,Marzo,16,Jueves,2023,Marzo,14,Viernes,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
392,2023,Marzo,16,Jueves,2023,Marzo,14,Viernes,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
393,2023,Marzo,17,Viernes,2023,Marzo,7,Sábado,Jalapa,San Manuel Chaparrón,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Difamación,8,06:00 a 11:59,00:00 a 11:59,Otros
394,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Extorsión,10,06:00 a 11:59,00:00 a 11:59,Extorsión
395,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Allanamiento,11,06:00 a 11:59,00:00 a 11:59,Otros
396,2023,Marzo,20,Lunes,2023,Marzo,18,Martes,Jalapa,San Manuel Chaparrón,Ignorada,Mujer,52,50-54,50-54,50 - 54,Casado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
397,2023,Marzo,21,Martes,2023,Marzo,18,Miercoles,Jalapa,San Manuel Chaparrón,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesión en riña,10,06:00 a 11:59,00:00 a 11:59,Lesión en riña
398,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Izabal,Puerto Barrios,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,12,12:00 a 17:59,12:00 a 17:59,Otros
399,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Izabal,Puerto Barrios,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,12,12:00 a 17:59,12:00 a 17:59,Otros
400,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Izabal,Puerto Barrios,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,12,12:00 a 17:59,12:00 a 17:59,Otros
401,2023,Marzo,21,Martes,2023,Marzo,21,Miercoles,Petén,San Andrés,Ignorada,Ignorado,45,45-49,45-49,45 - 49,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,14,12:00 a 17:59,12:00 a 17:59,Otros
402,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Petén,Dolores,Ignorada,Hombre,46,45-49,45-49,45 - 49,Ignorado,Usurpación a áreas protegidas,15,12:00 a 17:59,12:00 a 17:59,Otros
403,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Petén,Dolores,Ignorada,Hombre,46,45-49,45-49,45 - 49,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,15,12:00 a 17:59,12:00 a 17:59,Otros
404,2023,Enero,3,Martes,2023,Enero,1,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
405,2023,Enero,3,Martes,2022,Diciembre,31,Miercoles,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
406,2023,Enero,4,Miercoles,2023,Enero,1,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,25,25-29,25-29,25 - 29,Casado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
407,2023,Enero,6,Viernes,2023,Enero,5,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
408,2023,Enero,9,Lunes,2023,Enero,7,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ignorado,Robo de equipo terminal movil,14,12:00 a 17:59,12:00 a 17:59,Robo de equipo terminal movil
409,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,38,35-39,35-39,35 - 39,Casado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
410,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,15,12:00 a 17:59,12:00 a 17:59,Hurto
411,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
412,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
413,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
414,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
415,2023,Enero,11,Miercoles,2023,Enero,10,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
416,2023,Enero,12,Jueves,2023,Enero,8,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,36,35-39,35-39,35 - 39,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
417,2023,Enero,13,Viernes,2023,Enero,10,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
418,2023,Enero,13,Viernes,2023,Enero,12,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,40,40-44,40-44,40 - 44,Casado,Desobediencia,14,12:00 a 17:59,12:00 a 17:59,Otros
419,2023,Enero,16,Lunes,2023,Enero,12,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
420,2023,Enero,17,Martes,2023,Enero,16,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
421,2023,Enero,17,Martes,2023,Enero,16,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
422,2023,Enero,18,Miercoles,2023,Enero,16,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
423,2023,Enero,18,Miercoles,2023,Enero,16,Jueves,Retalhuleu,San Sebastián,Ignorada,Ignorado,40,40-44,40-44,40 - 44,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
424,2023,Enero,18,Miercoles,2023,Enero,12,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
425,2023,Enero,18,Miercoles,2023,Enero,12,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
426,2023,Enero,18,Miercoles,2023,Enero,12,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
427,2023,Enero,18,Miercoles,2022,Octubre,28,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,35,35-39,35-39,35 - 39,Soltero,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
428,2023,Enero,20,Viernes,2022,Enero,19,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
429,2023,Enero,23,Lunes,2023,Enero,22,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,12,12:00 a 17:59,12:00 a 17:59,Lesiones leves
430,2023,Enero,23,Lunes,2023,Enero,22,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,12,12:00 a 17:59,12:00 a 17:59,Lesiones leves
431,2023,Enero,23,Lunes,2023,Enero,22,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,12,12:00 a 17:59,12:00 a 17:59,Lesiones leves
432,2023,Enero,25,Miercoles,2022,Noviembre,2,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
433,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
434,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
435,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,45,45-49,45-49,45 - 49,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
436,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
437,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
438,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
439,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,52,50-54,50-54,50 - 54,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
440,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
441,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
442,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,50,50-54,50-54,50 - 54,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
443,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,50,50-54,50-54,50 - 54,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
444,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,56,55-59,55-59,55 - 59,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
445,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,57,55-59,55-59,55 - 59,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
446,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,60,60-100,60-64,60 - 64,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
447,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,60,60-100,60-64,60 - 64,Ignorado,Coacción,14,12:00 a 17:59,12:00 a 17:59,Coacción
448,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
449,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
450,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,45,45-49,45-49,45 - 49,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
451,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
452,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
453,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
454,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,52,50-54,50-54,50 - 54,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
455,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
456,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
457,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,50,50-54,50-54,50 - 54,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
458,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,50,50-54,50-54,50 - 54,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
459,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,56,55-59,55-59,55 - 59,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
460,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,57,55-59,55-59,55 - 59,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
461,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,60,60-100,60-64,60 - 64,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
462,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Guatemala,Petapa,Ignorada,Hombre,60,60-100,60-64,60 - 64,Ignorado,Reuniones y manifestaciones ilícitas,14,12:00 a 17:59,12:00 a 17:59,Otros
463,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
464,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
465,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
466,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
467,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
468,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
469,2023,Enero,26,Jueves,2023,Enero,25,Viernes,Suchitepéquez,Rio Bravo,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
470,2023,Enero,30,Lunes,2023,Enero,27,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
471,2023,Enero,30,Lunes,2023,Enero,27,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,49,45-49,45-49,45 - 49,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
472,2023,Enero,30,Lunes,2023,Enero,27,Martes,Quetzaltenango,Ostuncalco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,11,06:00 a 11:59,00:00 a 11:59,Otros
473,2023,Enero,30,Lunes,2023,Enero,27,Martes,Quetzaltenango,Ostuncalco,Ignorada,Ignorado,31,30-34,30-34,30 - 34,Ignorado,Estafa propia,11,06:00 a 11:59,00:00 a 11:59,Otros
474,2023,Enero,30,Lunes,2023,Enero,26,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Casos especiales de estafa,12,12:00 a 17:59,12:00 a 17:59,Otros
475,2023,Febrero,1,Miercoles,2023,Enero,26,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,16,12:00 a 17:59,12:00 a 17:59,Lesiones leves
476,2023,Febrero,1,Miercoles,2023,Enero,26,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,16,12:00 a 17:59,12:00 a 17:59,Lesiones leves
477,2023,Febrero,3,Viernes,2023,Febrero,2,Sábado,Guatemala,Guatemala,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Extorsión,9,06:00 a 11:59,00:00 a 11:59,Extorsión
478,2023,Febrero,3,Viernes,2023,Febrero,1,Sábado,Retalhuleu,San Sebastián,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,9,06:00 a 11:59,00:00 a 11:59,Hurto
479,2023,Febrero,3,Viernes,2023,Febrero,1,Sábado,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,9,06:00 a 11:59,00:00 a 11:59,Hurto
480,2023,Febrero,3,Viernes,2023,Febrero,2,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
481,2023,Febrero,6,Lunes,2023,Enero,31,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,9,06:00 a 11:59,00:00 a 11:59,Hurto agravado
