núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
8418,2023,Marzo,7,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Las Cruces,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
8419,2023,Marzo,7,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Flores,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
8420,2023,Marzo,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Francisco,Ignorada,Hombre,17,15-19,15-19,15 - 19,Allanamiento de morada,Otras causas
8421,2023,Marzo,7,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Poptún,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
8422,2023,Marzo,7,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Flores,Ignorada,Hombre,29,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
8423,2023,Marzo,7,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Flores,Ignorada,Hombre,66,60 y más,65-69,65 - 69,Orden de captura,Otras causas
8424,2023,Marzo,7,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San José,Ignorada,Hombre,41,40-44,40-44,40 - 44,Portación ilegal arma de fuego,Otras causas
8425,2023,Marzo,7,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
8426,2023,Marzo,7,Martes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
8427,2023,Marzo,7,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Chinique,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
8428,2023,Marzo,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Chiché,Ignorada,Hombre,44,40-44,40-44,40 - 44,Otras causas,Otras causas
8429,2023,Marzo,7,Martes,3,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
8430,2023,Marzo,7,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Chimaltenango,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
8431,2023,Marzo,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
8432,2023,Marzo,7,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,37,35-39,35-39,35 - 39,Orden de captura,Otras causas
8433,2023,Marzo,7,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Santa Lucía Milpas Altas,Ignorada,Hombre,24,20-24,20-24,20 - 24,Orden de captura,Otras causas
8434,2023,Marzo,7,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,Sacatepéquez,Pastores,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
8435,2023,Marzo,7,Martes,1,00:00 a 05:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
8436,2023,Marzo,7,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Sacatepéquez,Ciudad Vieja,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
8437,2023,Marzo,7,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Sacatepéquez,San Bartolomé Milpas Altas,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
8438,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
8439,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,8,Hombre,23,20-24,20-24,20 - 24,Agresión,Otras causas
8440,2023,Marzo,8,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,66,60 y más,65-69,65 - 69,Otras causas,Otras causas
8441,2023,Marzo,8,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
8442,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
8443,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,44,40-44,40-44,40 - 44,Orden de captura,Otras causas
8444,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
8445,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
8446,2023,Marzo,8,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
8447,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,5,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
8448,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,13,Hombre,63,60 y más,60-64,60 - 64,Orden de captura,Otras causas
8449,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,21,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
8450,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Ignorada,Mujer,33,30-34,30-34,30 - 34,Otras causas,Otras causas
8451,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Ignorada,Mujer,38,35-39,35-39,35 - 39,Otras causas,Otras causas
8452,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
8453,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8454,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,22,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
8455,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,28,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
8456,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
8457,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Nueva,Ignorada,Hombre,44,40-44,40-44,40 - 44,Orden de captura,Otras causas
8458,2023,Marzo,8,Miercoles,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
8459,2023,Marzo,8,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
8460,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,San Juan Sacatepéquez,Ignorada,Hombre,19,15-19,15-19,15 - 19,Orden de captura,Otras causas
8461,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Asunción Mita,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
8462,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,El Progreso,Ignorada,Hombre,29,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
8463,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Jalapa,Mataquescuintla,Ignorada,Hombre,33,30-34,30-34,30 - 34,Agresión,Otras causas
8464,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
8465,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
8466,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
8467,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
8468,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,35,35-39,35-39,35 - 39,Portación ilegal arma de fuego,Otras causas
8469,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
8470,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,Jocotán,Ignorada,Hombre,46,45-49,45-49,45 - 49,Portación ilegal arma de fuego,Otras causas
8471,2023,Marzo,8,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,55,55-59,55-59,55 - 59,Ebriedad y escándalo,Otras causas
8472,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Tiquisate,Ignorada,Hombre,21,20-24,20-24,20 - 24,Robo de motocicletas,Contra el patrimonio
8473,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
8474,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,22,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
8475,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
8476,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8477,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
8478,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
8479,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
8480,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
8481,2023,Marzo,8,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,18,15-19,15-19,15 - 19,Otras causas,Otras causas
8482,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Chiquimulilla,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
8483,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
8484,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,San Juan Bautista,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
8485,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San José La Máquina,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
8486,2023,Marzo,8,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Juan Bautista,Ignorada,Hombre,52,50-54,50-54,50 - 54,Orden de captura,Otras causas
8487,2023,Marzo,8,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Francisco Zapotitlán,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
8488,2023,Marzo,8,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Francisco Zapotitlán,Ignorada,Mujer,43,40-44,40-44,40 - 44,Otras causas,Otras causas
8489,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Retalhuleu,Champerico,Ignorada,Hombre,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
8490,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Retalhuleu,El Asintal,Ignorada,Mujer,43,40-44,40-44,40 - 44,Orden de captura,Otras causas
8491,2023,Marzo,8,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Retalhuleu,San Felipe Retalhuleu,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
8492,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
8493,2023,Marzo,8,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,Quetzaltenango,La Esperanza,Ignorada,Hombre,54,50-54,50-54,50 - 54,Otras causas,Otras causas
8494,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
8495,2023,Marzo,8,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Coatepeque,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
8496,2023,Marzo,8,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Flores Costa Cuca,Ignorada,Hombre,18,15-19,15-19,15 - 19,Otras causas,Otras causas
8497,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Cantel,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
8498,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Cantel,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8499,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,San Juan Ostuncalco,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
8500,2023,Marzo,8,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,San Marcos,Ignorada,Hombre,45,45-49,45-49,45 - 49,Orden de captura,Otras causas
8501,2023,Marzo,8,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Miguel Ixtahuacán,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8502,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
8503,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8504,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
8505,2023,Marzo,8,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ixchiguán,Ignorada,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
8506,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,La Blanca,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
8507,2023,Marzo,8,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,San Pedro Soloma,Ignorada,Hombre,27,25-29,25-29,25 - 29,Agresión,Otras causas
8508,2023,Marzo,8,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Jacaltenango,Ignorada,Hombre,50,50-54,50-54,50 - 54,En allanamientos judiciales,Otras causas
8509,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Rafael Petzal,Ignorada,Hombre,22,20-24,20-24,20 - 24,Agresión,Otras causas
8510,2023,Marzo,8,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Totonicapán,Momostenango,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
8511,2023,Marzo,8,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
8512,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,36,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
8513,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
8514,2023,Marzo,8,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8515,2023,Marzo,8,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
8516,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,58,55-59,55-59,55 - 59,Agresión,Otras causas
8517,2023,Marzo,8,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,Chisec,Ignorada,Hombre,53,50-54,50-54,50 - 54,En allanamientos judiciales,Otras causas
8518,2023,Marzo,8,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Chisec,Ignorada,Hombre,31,30-34,30-34,30 - 34,Lesiones por arma blanca,Lesiones
8519,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,38,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
8520,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,28,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
8521,2023,Marzo,8,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,16,15-19,15-19,15 - 19,Portación ilegal arma de fuego,Otras causas
8522,2023,Marzo,8,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
8523,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
8524,2023,Marzo,8,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,18,15-19,15-19,15 - 19,Orden de captura,Otras causas
8525,2023,Marzo,8,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,Puerto Barrios,Ignorada,Mujer,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
8526,2023,Marzo,8,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Luis,Ignorada,Hombre,29,25-29,25-29,25 - 29,Delitos forestales,Otras causas
8527,2023,Marzo,8,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Luis,Ignorada,Hombre,20,20-24,20-24,20 - 24,Delitos forestales,Otras causas
8528,2023,Marzo,8,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
8529,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa Cruz del Quiché,Ignorada,Hombre,37,35-39,35-39,35 - 39,Orden de captura,Otras causas
8530,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa María Nebaj,Ignorada,Hombre,19,15-19,15-19,15 - 19,En allanamientos judiciales,Otras causas
8531,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa María Nebaj,Ignorada,Hombre,45,45-49,45-49,45 - 49,En allanamientos judiciales,Otras causas
8532,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,Santa María Nebaj,Ignorada,Hombre,37,35-39,35-39,35 - 39,En allanamientos judiciales,Otras causas
8533,2023,Marzo,8,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Chiché,Ignorada,Hombre,39,35-39,35-39,35 - 39,Delitos forestales,Otras causas
8534,2023,Marzo,8,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,San Juan Cotzal,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
8535,2023,Marzo,8,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,25,25-29,25-29,25 - 29,Robo de vehículos,Contra el patrimonio
8536,2023,Marzo,8,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,74,60 y más,70-74,70 - 74,Orden de captura,Otras causas
8537,2023,Marzo,8,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
8538,2023,Marzo,8,Miercoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,Panajachel,Ignorada,Hombre,48,45-49,45-49,45 - 49,Ebriedad y escándalo,Otras causas
8539,2023,Marzo,9,Jueves,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,8,Hombre,32,30-34,30-34,30 - 34,Disturbios,Otras causas
8540,2023,Marzo,9,Jueves,5,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otros robos y hurtos,Contra el patrimonio
8541,2023,Marzo,9,Jueves,5,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otros robos y hurtos,Contra el patrimonio
8542,2023,Marzo,9,Jueves,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
8543,2023,Marzo,9,Jueves,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
8544,2023,Marzo,9,Jueves,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,14,Mujer,34,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
8545,2023,Marzo,9,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,13,Mujer,24,20-24,20-24,20 - 24,Orden de captura,Otras causas
8546,2023,Marzo,9,Jueves,9,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Fraijanes,Ignorada,Mujer,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
8547,2023,Marzo,9,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,15,Hombre,51,50-54,50-54,50 - 54,Orden de captura,Otras causas
8548,2023,Marzo,9,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,5,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
8549,2023,Marzo,9,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,5,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
8550,2023,Marzo,9,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,5,Hombre,25,25-29,25-29,25 - 29,Robo a comercios,Contra el patrimonio
8551,2023,Marzo,9,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
8552,2023,Marzo,9,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
8553,2023,Marzo,9,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,12,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
8554,2023,Marzo,9,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
8555,2023,Marzo,9,Jueves,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
