núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,sexo_per,zona_ocu,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
2832,2023,Febrero,3,Viernes,19,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,El Progreso,Hombre,Ignorada,19,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2833,2023,Febrero,3,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Atescatempa,Hombre,Ignorada,28,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2834,2023,Febrero,3,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Flores,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Desaparecidos,Contra la libertad
2835,2023,Febrero,3,Viernes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Petén,San Benito,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2836,2023,Febrero,3,Viernes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Quiché,Pachalum,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Desaparecidos,Contra la libertad
2837,2023,Febrero,4,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,7,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2838,2023,Febrero,4,Sábado,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2839,2023,Febrero,4,Sábado,19,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,Mazatenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Desaparecidos,Contra la libertad
2840,2023,Febrero,4,Sábado,18,18:00 a 23:59,18:00 a 23:59,Urbano,El Progreso,Guastatoya,Hombre,Ignorada,82,60 y más,80 y más,80 y más,Desaparecidos,Contra la libertad
2841,2023,Febrero,4,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Luis,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2842,2023,Febrero,4,Sábado,10,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Panajachel,Hombre,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2843,2023,Febrero,5,Domingo,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,21,20,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2844,2023,Febrero,5,Domingo,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2845,2023,Febrero,5,Domingo,5,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Taxisco,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2846,2023,Febrero,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,7,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2847,2023,Febrero,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2848,2023,Febrero,7,Martes,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2849,2023,Febrero,7,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,El Asintal,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2850,2023,Febrero,7,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,Ayutla,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2851,2023,Febrero,8,Miércoles,5,00:00 a 05:59,00:00 a 11:59,Urbano,Jutiapa,Zapotitlán,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2852,2023,Febrero,9,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,11,38,35-39,35-39,35 - 39,Desaparecidos,Contra la libertad
2853,2023,Febrero,9,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,18,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2854,2023,Febrero,9,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Chicacao,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2855,2023,Febrero,9,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Retalhuleu,Retalhuleu,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2856,2023,Febrero,9,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ayutla,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2857,2023,Febrero,9,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Mujer,Ignorada,22,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2858,2023,Febrero,9,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Hombre,Ignorada,2,Menor de 15,Menor de 15,0 - 4,Desaparecidos,Contra la libertad
2859,2023,Febrero,10,Viernes,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Mujer,18,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2860,2023,Febrero,10,Viernes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Mujer,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2861,2023,Febrero,10,Viernes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,San José,Mujer,Ignorada,23,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2862,2023,Febrero,11,Sábado,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,64,60 y más,60-64,60 - 64,Desaparecidos,Contra la libertad
2863,2023,Febrero,11,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2864,2023,Febrero,11,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,San Juan Sacatepéquez,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2865,2023,Febrero,11,Sábado,12,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2866,2023,Febrero,12,Domingo,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Santa Catarina Pinula,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2867,2023,Febrero,12,Domingo,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,7,25,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2868,2023,Febrero,12,Domingo,13,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Ciudad Vieja,Mujer,Ignorada,38,35-39,35-39,35 - 39,Desaparecidos,Contra la libertad
2869,2023,Febrero,12,Domingo,11,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Santa Lucía Milpas Altas,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2870,2023,Febrero,13,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Quezaltepeque,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2871,2023,Febrero,13,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Palín,Hombre,Ignorada,11,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2872,2023,Febrero,13,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Cuyotenango,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2873,2023,Febrero,13,Lunes,7,06:00 a 11:59,00:00 a 11:59,Rural,Petén,La Libertad,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2874,2023,Febrero,13,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Santa Ana,Mujer,Ignorada,8,Menor de 15,Menor de 15,5 - 9,Desaparecidos,Contra la libertad
2875,2023,Febrero,13,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Santa Ana,Mujer,Ignorada,10,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2876,2023,Febrero,13,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Las Cruces,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2877,2023,Febrero,14,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,13,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2878,2023,Febrero,14,Martes,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2879,2023,Febrero,14,Martes,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2880,2023,Febrero,14,Martes,9,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Agua Blanca,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2881,2023,Febrero,14,Martes,22,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,San Jerónimo,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2882,2023,Febrero,14,Martes,22,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,San Jerónimo,Mujer,Ignorada,7,Menor de 15,Menor de 15,5 - 9,Desaparecidos,Contra la libertad
2883,2023,Febrero,14,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Sayaxché,Hombre,Ignorada,38,35-39,35-39,35 - 39,Desaparecidos,Contra la libertad
2884,2023,Febrero,14,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,San José  Poaquíl,Hombre,Ignorada,60,60 y más,60-64,60 - 64,Desaparecidos,Contra la libertad
2885,2023,Febrero,15,Miércoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Mujer,18,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2886,2023,Febrero,15,Miércoles,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Canales,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2887,2023,Febrero,15,Miércoles,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Taxisco,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2888,2023,Febrero,15,Miércoles,14,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Tacaná,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2889,2023,Febrero,15,Miércoles,11,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,Ayutla,Mujer,Ignorada,18,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2890,2023,Febrero,15,Miércoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Hombre,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2891,2023,Febrero,15,Miércoles,22,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,San Pedro Carchá,Hombre,Ignorada,23,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2892,2023,Febrero,15,Miércoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Cubulco,Hombre,Ignorada,25,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2893,2023,Febrero,16,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2894,2023,Febrero,16,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2895,2023,Febrero,16,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,43,40-44,40-44,40 - 44,Desaparecidos,Contra la libertad
2896,2023,Febrero,16,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2897,2023,Febrero,16,Jueves,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,52,50-54,50-54,50 - 54,Desaparecidos,Contra la libertad
2898,2023,Febrero,16,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Juan Bautista,Mujer,Ignorada,11,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2899,2023,Febrero,16,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,San Juan Bautista,Hombre,Ignorada,5,Menor de 15,Menor de 15,5 - 9,Desaparecidos,Contra la libertad
2900,2023,Febrero,16,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Huehuetenango,Jacaltenango,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2901,2023,Febrero,16,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,San Pedro Carchá,Hombre,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2902,2023,Febrero,16,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2903,2023,Febrero,16,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Izabal,Puerto Barrios,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2904,2023,Febrero,16,Jueves,3,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Sayaxché,Hombre,Ignorada,20,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2905,2023,Febrero,17,Viernes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,7,23,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2906,2023,Febrero,17,Viernes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2907,2023,Febrero,17,Viernes,Ignorada,Ignorada,Ignorada,Rural,El Progreso,Sanarate,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2908,2023,Febrero,17,Viernes,7,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Sayaxché,Hombre,Ignorada,30,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2909,2023,Febrero,18,Sábado,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,12,89,60 y más,80 y más,80 y más,Desaparecidos,Contra la libertad
2910,2023,Febrero,18,Sábado,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2911,2023,Febrero,18,Sábado,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,7,37,35-39,35-39,35 - 39,Desaparecidos,Contra la libertad
2912,2023,Febrero,18,Sábado,20,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,El Progreso,Mujer,Ignorada,19,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2913,2023,Febrero,18,Sábado,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Pueblo Nuevo,Mujer,Ignorada,18,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2914,2023,Febrero,18,Sábado,0,00:00 a 05:59,00:00 a 11:59,Rural,Baja Verapaz,Cubulco,Mujer,Ignorada,22,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2915,2023,Febrero,19,Domingo,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2916,2023,Febrero,19,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Jutiapa,Jutiapa,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2917,2023,Febrero,19,Domingo,18,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Chiquimula,Hombre,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2918,2023,Febrero,19,Domingo,16,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Chicacao,Mujer,Ignorada,18,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2919,2023,Febrero,19,Domingo,1,00:00 a 05:59,00:00 a 11:59,Rural,El Progreso,Sanarate,Hombre,Ignorada,31,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2920,2023,Febrero,19,Domingo,14,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Santa Ana,Mujer,Ignorada,65,60 y más,65-69,65 - 69,Desaparecidos,Contra la libertad
2921,2023,Febrero,20,Lunes,16,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Santa Catarina Pinula,Hombre,Ignorada,66,60 y más,65-69,65 - 69,Desaparecidos,Contra la libertad
2922,2023,Febrero,20,Lunes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,18,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2923,2023,Febrero,20,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,Zacapa,Gualán,Mujer,Ignorada,4,Menor de 15,Menor de 15,0 - 4,Desaparecidos,Contra la libertad
2924,2023,Febrero,20,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2925,2023,Febrero,20,Lunes,4,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,Santa Bárbara,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2926,2023,Febrero,20,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Chicacao,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2927,2023,Febrero,20,Lunes,1,00:00 a 05:59,00:00 a 11:59,Urbano,El Progreso,Guastatoya,Hombre,Ignorada,41,40-44,40-44,40 - 44,Desaparecidos,Contra la libertad
2928,2023,Febrero,20,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Petén,San Benito,Hombre,Ignorada,32,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2929,2023,Febrero,21,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,Ayutla,Hombre,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2930,2023,Febrero,21,Martes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Baja Verapaz,Salamá,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2931,2023,Febrero,21,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San Pedro Ayampuc,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2932,2023,Febrero,22,Miércoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,7,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2933,2023,Febrero,20,Lunes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,28,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2934,2023,Febrero,21,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2935,2023,Febrero,21,Martes,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Desaparecidos,Contra la libertad
2936,2023,Febrero,23,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,21,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2937,2023,Febrero,23,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,34,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2938,2023,Febrero,23,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,28,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2939,2023,Febrero,23,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,San José la Arada,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2940,2023,Febrero,23,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2941,2023,Febrero,23,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,12,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2942,2023,Febrero,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Cuilapa,Hombre,Ignorada,27,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2943,2023,Febrero,23,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Hombre,Ignorada,33,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2944,2023,Febrero,23,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quiché,Chinique,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2945,2023,Febrero,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Santiago Sacatepéquez,Mujer,Ignorada,25,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2946,2023,Febrero,24,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Quetzaltenango,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2947,2023,Febrero,24,Viernes,4,00:00 a 05:59,00:00 a 11:59,Rural,Retalhuleu,El Asintal,Mujer,Ignorada,14,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2948,2023,Febrero,24,Viernes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,7,24,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2949,2023,Febrero,25,Sábado,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,79,60 y más,75-79,75 - 79,Desaparecidos,Contra la libertad
2950,2023,Febrero,25,Sábado,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,19,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2951,2023,Febrero,25,Sábado,6,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,Livingston,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2952,2023,Febrero,25,Sábado,19,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Flores,Hombre,Ignorada,32,30-34,30-34,30 - 34,Desaparecidos,Contra la libertad
2953,2023,Febrero,25,Sábado,19,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Canillá,Hombre,Ignorada,40,40-44,40-44,40 - 44,Desaparecidos,Contra la libertad
2954,2023,Febrero,26,Domingo,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Mujer,5,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2955,2023,Febrero,26,Domingo,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,76,60 y más,75-79,75 - 79,Desaparecidos,Contra la libertad
2956,2023,Febrero,26,Domingo,0,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Palín,Mujer,Ignorada,13,Menor de 15,Menor de 15,10 - 14,Desaparecidos,Contra la libertad
2957,2023,Febrero,26,Domingo,13,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,El Tumbador,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2958,2023,Febrero,26,Domingo,0,00:00 a 05:59,00:00 a 11:59,Rural,El Progreso,San Antonio la Paz,Mujer,Ignorada,16,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2959,2023,Febrero,26,Domingo,1,00:00 a 05:59,00:00 a 11:59,Rural,Chimaltenango,Chimaltenango,Mujer,Ignorada,19,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2960,2023,Febrero,26,Domingo,1,00:00 a 05:59,00:00 a 11:59,Rural,Petén,Flores,Mujer,Ignorada,15,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2961,2023,Febrero,27,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,7,20,20-24,20-24,20 - 24,Desaparecidos,Contra la libertad
2962,2023,Febrero,27,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Mujer,Ignorada,25,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2963,2023,Febrero,27,Lunes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,42,40-44,40-44,40 - 44,Desaparecidos,Contra la libertad
2964,2023,Febrero,27,Lunes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,27,25-29,25-29,25 - 29,Desaparecidos,Contra la libertad
2965,2023,Febrero,27,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Olopa,Mujer,Ignorada,17,15-19,15-19,15 - 19,Desaparecidos,Contra la libertad
2966,2023,Febrero,27,Lunes,5,00:00 a 05:59,00:00 a 11:59,Rural,Baja Verapaz,Cubulco,Hombre,Ignorada,50,50-54,50-54,50 - 54,Desaparecidos,Contra la libertad
