nombre,siglas,municipio_pcode,cobertura,descripcion
Asociación de Productores y Comercializadores de Palestina de Los Altos,ASO-GT0924-C,GT0924,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Palestina de Los Altos.
Cooperativa Integral de Producción Agrícola de Mazatenango R.L.,COOP-GT1001-A,GT1001,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Mazatenango.
Cooperativa Integral de Ahorro y Crédito de Mazatenango R.L.,COOP-GT1001-B,GT1001,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Mazatenango.
Asociación de Productores y Comercializadores de Mazatenango,ASO-GT1001-C,GT1001,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Mazatenango.
Cooperativa Integral de Producción Agrícola de Cuyotenango R.L.,COOP-GT1002-A,GT1002,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cuyotenango.
Cooperativa Integral de Ahorro y Crédito de Cuyotenango R.L.,COOP-GT1002-B,GT1002,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cuyotenango.
Asociación de Productores y Comercializadores de Cuyotenango,ASO-GT1002-C,GT1002,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cuyotenango.
Cooperativa Integral de Producción Agrícola de San Francisco Zapotitlán R.L.,COOP-GT1003-A,GT1003,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Francisco Zapotitlán.
Cooperativa Integral de Ahorro y Crédito de San Francisco Zapotitlán R.L.,COOP-GT1003-B,GT1003,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Francisco Zapotitlán.
Asociación de Productores y Comercializadores de San Francisco Zapotitlán,ASO-GT1003-C,GT1003,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Francisco Zapotitlán.
Cooperativa Integral de Producción Agrícola de San Bernardino R.L.,COOP-GT1004-A,GT1004,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Bernardino.
Cooperativa Integral de Ahorro y Crédito de San Bernardino R.L.,COOP-GT1004-B,GT1004,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Bernardino.
Asociación de Productores y Comercializadores de San Bernardino,ASO-GT1004-C,GT1004,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Bernardino.
Cooperativa Integral de Producción Agrícola de San José El Ídolo R.L.,COOP-GT1005-A,GT1005,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San José El Ídolo.
Cooperativa Integral de Ahorro y Crédito de San José El Ídolo R.L.,COOP-GT1005-B,GT1005,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San José El Ídolo.
Asociación de Productores y Comercializadores de San José El Ídolo,ASO-GT1005-C,GT1005,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San José El Ídolo.
Cooperativa Integral de Producción Agrícola de Santo Domingo Suchitepéquez R.L.,COOP-GT1006-A,GT1006,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santo Domingo Suchitepéquez.
Cooperativa Integral de Ahorro y Crédito de Santo Domingo Suchitepéquez R.L.,COOP-GT1006-B,GT1006,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santo Domingo Suchitepéquez.
Asociación de Productores y Comercializadores de Santo Domingo Suchitepéquez,ASO-GT1006-C,GT1006,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santo Domingo Suchitepéquez.
Cooperativa Integral de Producción Agrícola de San Lorenzo R.L.,COOP-GT1007-A,GT1007,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Lorenzo.
Cooperativa Integral de Ahorro y Crédito de San Lorenzo R.L.,COOP-GT1007-B,GT1007,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Lorenzo.
Asociación de Productores y Comercializadores de San Lorenzo,ASO-GT1007-C,GT1007,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Lorenzo.
Cooperativa Integral de Producción Agrícola de Samayac R.L.,COOP-GT1008-A,GT1008,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Samayac.
Cooperativa Integral de Ahorro y Crédito de Samayac R.L.,COOP-GT1008-B,GT1008,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Samayac.
Asociación de Productores y Comercializadores de Samayac,ASO-GT1008-C,GT1008,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Samayac.
Cooperativa Integral de Producción Agrícola de San Pablo Jocopilas R.L.,COOP-GT1009-A,GT1009,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Pablo Jocopilas.
Cooperativa Integral de Ahorro y Crédito de San Pablo Jocopilas R.L.,COOP-GT1009-B,GT1009,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Pablo Jocopilas.
Asociación de Productores y Comercializadores de San Pablo Jocopilas,ASO-GT1009-C,GT1009,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Pablo Jocopilas.
Cooperativa Integral de Producción Agrícola de San Antonio Suchitepéquez R.L.,COOP-GT1010-A,GT1010,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Antonio Suchitepéquez.
Cooperativa Integral de Ahorro y Crédito de San Antonio Suchitepéquez R.L.,COOP-GT1010-B,GT1010,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Antonio Suchitepéquez.
Asociación de Productores y Comercializadores de San Antonio Suchitepéquez,ASO-GT1010-C,GT1010,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Antonio Suchitepéquez.
Cooperativa Integral de Producción Agrícola de San Miguel Panán R.L.,COOP-GT1011-A,GT1011,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Miguel Panán.
Cooperativa Integral de Ahorro y Crédito de San Miguel Panán R.L.,COOP-GT1011-B,GT1011,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Miguel Panán.
Asociación de Productores y Comercializadores de San Miguel Panán,ASO-GT1011-C,GT1011,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Miguel Panán.
Cooperativa Integral de Producción Agrícola de San Gabriel R.L.,COOP-GT1012-A,GT1012,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Gabriel.
Cooperativa Integral de Ahorro y Crédito de San Gabriel R.L.,COOP-GT1012-B,GT1012,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Gabriel.
Asociación de Productores y Comercializadores de San Gabriel,ASO-GT1012-C,GT1012,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Gabriel.
Cooperativa Integral de Producción Agrícola de Chicacao R.L.,COOP-GT1013-A,GT1013,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chicacao.
Cooperativa Integral de Ahorro y Crédito de Chicacao R.L.,COOP-GT1013-B,GT1013,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chicacao.
Asociación de Productores y Comercializadores de Chicacao,ASO-GT1013-C,GT1013,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chicacao.
Cooperativa Integral de Producción Agrícola de Patulul R.L.,COOP-GT1014-A,GT1014,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Patulul.
Cooperativa Integral de Ahorro y Crédito de Patulul R.L.,COOP-GT1014-B,GT1014,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Patulul.
Asociación de Productores y Comercializadores de Patulul,ASO-GT1014-C,GT1014,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Patulul.
Cooperativa Integral de Producción Agrícola de Santa Bárbara R.L.,COOP-GT1015-A,GT1015,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Bárbara.
Cooperativa Integral de Ahorro y Crédito de Santa Bárbara R.L.,COOP-GT1015-B,GT1015,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Bárbara.
Asociación de Productores y Comercializadores de Santa Bárbara,ASO-GT1015-C,GT1015,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Bárbara.
Cooperativa Integral de Producción Agrícola de San Juan Bautista R.L.,COOP-GT1016-A,GT1016,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Juan Bautista.
Cooperativa Integral de Ahorro y Crédito de San Juan Bautista R.L.,COOP-GT1016-B,GT1016,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Juan Bautista.
Asociación de Productores y Comercializadores de San Juan Bautista,ASO-GT1016-C,GT1016,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Juan Bautista.
Cooperativa Integral de Producción Agrícola de Santo Tomás La Unión R.L.,COOP-GT1017-A,GT1017,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santo Tomás La Unión.
Cooperativa Integral de Ahorro y Crédito de Santo Tomás La Unión R.L.,COOP-GT1017-B,GT1017,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santo Tomás La Unión.
Asociación de Productores y Comercializadores de Santo Tomás La Unión,ASO-GT1017-C,GT1017,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santo Tomás La Unión.
Cooperativa Integral de Producción Agrícola de Zunilito R.L.,COOP-GT1018-A,GT1018,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Zunilito.
Cooperativa Integral de Ahorro y Crédito de Zunilito R.L.,COOP-GT1018-B,GT1018,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Zunilito.
Asociación de Productores y Comercializadores de Zunilito,ASO-GT1018-C,GT1018,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Zunilito.
Cooperativa Integral de Producción Agrícola de Pueblo Nuevo R.L.,COOP-GT1019-A,GT1019,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Pueblo Nuevo.
Cooperativa Integral de Ahorro y Crédito de Pueblo Nuevo R.L.,COOP-GT1019-B,GT1019,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Pueblo Nuevo.
Asociación de Productores y Comercializadores de Pueblo Nuevo,ASO-GT1019-C,GT1019,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Pueblo Nuevo.
Cooperativa Integral de Producción Agrícola de Río Bravo R.L.,COOP-GT1020-A,GT1020,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Río Bravo.
Cooperativa Integral de Ahorro y Crédito de Río Bravo R.L.,COOP-GT1020-B,GT1020,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Río Bravo.
Asociación de Productores y Comercializadores de Río Bravo,ASO-GT1020-C,GT1020,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Río Bravo.
Cooperativa Integral de Producción Agrícola de San José La Máquina R.L.,COOP-GT1021-A,GT1021,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San José La Máquina.
Cooperativa Integral de Ahorro y Crédito de San José La Máquina R.L.,COOP-GT1021-B,GT1021,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San José La Máquina.
Asociación de Productores y Comercializadores de San José La Máquina,ASO-GT1021-C,GT1021,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San José La Máquina.
Cooperativa Integral de Producción Agrícola de Retalhuleu R.L.,COOP-GT1101-A,GT1101,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Retalhuleu.
Cooperativa Integral de Ahorro y Crédito de Retalhuleu R.L.,COOP-GT1101-B,GT1101,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Retalhuleu.
Asociación de Productores y Comercializadores de Retalhuleu,ASO-GT1101-C,GT1101,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Retalhuleu.
Cooperativa Integral de Producción Agrícola de San Sebastián R.L.,COOP-GT1102-A,GT1102,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Sebastián.
Cooperativa Integral de Ahorro y Crédito de San Sebastián R.L.,COOP-GT1102-B,GT1102,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Sebastián.
Asociación de Productores y Comercializadores de San Sebastián,ASO-GT1102-C,GT1102,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Sebastián.
