nombre,ente_certificador,descripcion
Certificación Orgánica y de Origen - Reg COOP-GT0903-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Olintepeque R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0903-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Olintepeque.
Certificación Orgánica y de Origen - Reg COOP-GT0904-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Carlos Sija R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0904-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Carlos Sija R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0904-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Carlos Sija.
Certificación Orgánica y de Origen - Reg COOP-GT0905-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Sibilia R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0905-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Sibilia R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0905-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Sibilia.
Certificación Orgánica y de Origen - Reg COOP-GT0906-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Cabricán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0906-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Cabricán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0906-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Cabricán.
Certificación Orgánica y de Origen - Reg COOP-GT0907-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Cajolá R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0907-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Cajolá R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0907-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Cajolá.
Certificación Orgánica y de Origen - Reg COOP-GT0908-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Miguel Sigüila R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0908-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Miguel Sigüila R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0908-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Miguel Sigüila.
Certificación Orgánica y de Origen - Reg COOP-GT0909-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Ostuncalco R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0909-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Ostuncalco R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0909-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Ostuncalco.
Certificación Orgánica y de Origen - Reg COOP-GT0910-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Mateo R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0910-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Mateo R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0910-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Mateo.
Certificación Orgánica y de Origen - Reg COOP-GT0911-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Concepción Chiquirichapa R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0911-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Concepción Chiquirichapa R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0911-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Concepción Chiquirichapa.
Certificación Orgánica y de Origen - Reg COOP-GT0912-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Martín Sacatepéquez R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0912-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Martín Sacatepéquez R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0912-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Martín Sacatepéquez.
Certificación Orgánica y de Origen - Reg COOP-GT0913-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Almolonga R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0913-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Almolonga R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0913-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Almolonga.
Certificación Orgánica y de Origen - Reg COOP-GT0914-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Cantel R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0914-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Cantel R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0914-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Cantel.
Certificación Orgánica y de Origen - Reg COOP-GT0915-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Huitán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0915-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Huitán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0915-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Huitán.
Certificación Orgánica y de Origen - Reg COOP-GT0916-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Zunil R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0916-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Zunil R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0916-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Zunil.
Certificación Orgánica y de Origen - Reg COOP-GT0917-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Colomba R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0917-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Colomba R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0917-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Colomba.
Certificación Orgánica y de Origen - Reg COOP-GT0918-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Francisco La Unión R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0918-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Francisco La Unión R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0918-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Francisco La Unión.
Certificación Orgánica y de Origen - Reg COOP-GT0919-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de El Palmar R.L..
Certificación Orgánica y de Origen - Reg COOP-GT0919-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de El Palmar R.L..
Certificación Orgánica y de Origen - Reg ASO-GT0919-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de El Palmar.
