municipio_pcode,actividad_nombre,cooperativa_nombre,es_principal,volumen_estimado,cantidad_productores_est,empleo_generado_est,ciclo_cosecha_meses,destino_principal
GT0913,Cultivo de Hortalizas en Almolonga,Asociación de Productores y Comercializadores de Almolonga,true,Alto,851,3360,Diario,Autoconsumo
GT0914,Cultivo de Maíz en Cantel,Cooperativa Integral de Producción Agrícola de Cantel R.L.,false,Medio,482,540,Mayo-Noviembre,Autoconsumo
GT0914,Cultivo de Frijol en Cantel,,false,Bajo,379,200,Mayo-Septiembre,Autoconsumo
GT0914,Producción de Tejidos Mayas en Cantel,Asociación de Productores y Comercializadores de Cantel,true,Medio,1362,3668,Diario,Mixto
GT0914,Cultivo de Hortalizas en Cantel,Asociación de Productores y Comercializadores de Cantel,true,Medio,1205,4752,Diario,Mixto
GT0915,Cultivo de Maíz en Huitán,Cooperativa Integral de Producción Agrícola de Huitán R.L.,false,Medio,969,242,Mayo-Noviembre,Autoconsumo
GT0915,Cultivo de Frijol en Huitán,,false,Bajo,799,191,Mayo-Septiembre,Autoconsumo
GT0915,Producción de Tejidos Mayas en Huitán,Asociación de Productores y Comercializadores de Huitán,true,Alto,1307,4969,Diario,Exportación
GT0915,Cultivo de Hortalizas en Huitán,Asociación de Productores y Comercializadores de Huitán,true,Alto,486,2925,Diario,Exportación
GT0916,Cultivo de Maíz en Zunil,Cooperativa Integral de Producción Agrícola de Zunil R.L.,false,Medio,1112,359,Mayo-Noviembre,Autoconsumo
GT0916,Cultivo de Frijol en Zunil,,false,Bajo,541,162,Mayo-Septiembre,Autoconsumo
GT0916,Producción de Tejidos Mayas en Zunil,Asociación de Productores y Comercializadores de Zunil,true,Medio,514,4513,Diario,Mercado Nacional
GT0916,Cultivo de Hortalizas en Zunil,Asociación de Productores y Comercializadores de Zunil,true,Medio,629,2350,Diario,Mercado Nacional
GT0917,Cultivo de Maíz en Colomba,Cooperativa Integral de Producción Agrícola de Colomba R.L.,false,Medio,1243,505,Mayo-Noviembre,Autoconsumo
GT0917,Cultivo de Frijol en Colomba,,false,Bajo,707,153,Mayo-Septiembre,Autoconsumo
GT0917,Producción de Tejidos Mayas en Colomba,Asociación de Productores y Comercializadores de Colomba,true,Alto,1120,4332,Diario,Autoconsumo
GT0917,Cultivo de Hortalizas en Colomba,Asociación de Productores y Comercializadores de Colomba,true,Alto,1426,1150,Diario,Autoconsumo
GT0918,Cultivo de Maíz en San Francisco La Unión,Cooperativa Integral de Producción Agrícola de San Francisco La Unión R.L.,false,Medio,1331,195,Mayo-Noviembre,Autoconsumo
GT0918,Cultivo de Frijol en San Francisco La Unión,,false,Bajo,522,144,Mayo-Septiembre,Autoconsumo
GT0918,Producción de Tejidos Mayas en San Francisco La Unión,Asociación de Productores y Comercializadores de San Francisco La Unión,true,Medio,962,1474,Diario,Mixto
GT0918,Cultivo de Hortalizas en San Francisco La Unión,Asociación de Productores y Comercializadores de San Francisco La Unión,true,Medio,1127,4542,Diario,Mixto
GT0919,Cultivo de Maíz en El Palmar,Cooperativa Integral de Producción Agrícola de El Palmar R.L.,false,Medio,1453,572,Mayo-Noviembre,Autoconsumo
GT0919,Cultivo de Frijol en El Palmar,,false,Bajo,201,248,Mayo-Septiembre,Autoconsumo
GT0919,Producción de Tejidos Mayas en El Palmar,Asociación de Productores y Comercializadores de El Palmar,true,Alto,1411,2892,Diario,Exportación
GT0919,Cultivo de Hortalizas en El Palmar,Asociación de Productores y Comercializadores de El Palmar,true,Alto,1146,1222,Diario,Exportación
GT0920,Cultivo de Maíz en Coatepeque,Cooperativa Integral de Producción Agrícola de Coatepeque R.L.,false,Medio,784,415,Mayo-Noviembre,Autoconsumo
GT0920,Cultivo de Frijol en Coatepeque,,false,Bajo,570,239,Mayo-Septiembre,Autoconsumo
GT0920,Producción de Tejidos Mayas en Coatepeque,Asociación de Productores y Comercializadores de Coatepeque,true,Medio,1320,3561,Diario,Mercado Nacional
GT0920,Cultivo de Hortalizas en Coatepeque,Asociación de Productores y Comercializadores de Coatepeque,true,Medio,1205,4112,Diario,Mercado Nacional
GT0921,Cultivo de Maíz en Génova,Cooperativa Integral de Producción Agrícola de Génova R.L.,false,Medio,505,254,Mayo-Noviembre,Autoconsumo
GT0921,Cultivo de Frijol en Génova,,false,Bajo,473,220,Mayo-Septiembre,Autoconsumo
GT0921,Producción de Tejidos Mayas en Génova,Asociación de Productores y Comercializadores de Génova,true,Alto,568,4799,Diario,Autoconsumo
GT0921,Cultivo de Hortalizas en Génova,Asociación de Productores y Comercializadores de Génova,true,Alto,889,2794,Diario,Autoconsumo
GT0922,Cultivo de Maíz en Flores Costa Cuca,Cooperativa Integral de Producción Agrícola de Flores Costa Cuca R.L.,false,Medio,1392,212,Mayo-Noviembre,Autoconsumo
GT0922,Cultivo de Frijol en Flores Costa Cuca,,false,Bajo,229,241,Mayo-Septiembre,Autoconsumo
GT0922,Producción de Tejidos Mayas en Flores Costa Cuca,Asociación de Productores y Comercializadores de Flores Costa Cuca,true,Medio,790,3907,Diario,Mixto
GT0922,Cultivo de Hortalizas en Flores Costa Cuca,Asociación de Productores y Comercializadores de Flores Costa Cuca,true,Medio,624,2272,Diario,Mixto
GT0923,Cultivo de Maíz en La Esperanza,Cooperativa Integral de Producción Agrícola de La Esperanza R.L.,false,Medio,428,432,Mayo-Noviembre,Autoconsumo
GT0923,Cultivo de Frijol en La Esperanza,,false,Bajo,617,103,Mayo-Septiembre,Autoconsumo
GT0923,Producción de Tejidos Mayas en La Esperanza,Asociación de Productores y Comercializadores de La Esperanza,true,Alto,760,4446,Diario,Exportación
GT0923,Cultivo de Hortalizas en La Esperanza,Asociación de Productores y Comercializadores de La Esperanza,true,Alto,532,2890,Diario,Exportación
GT0924,Cultivo de Maíz en Palestina de Los Altos,Cooperativa Integral de Producción Agrícola de Palestina de Los Altos R.L.,false,Medio,640,481,Mayo-Noviembre,Autoconsumo
GT0924,Cultivo de Frijol en Palestina de Los Altos,,false,Bajo,357,207,Mayo-Septiembre,Autoconsumo
GT0924,Producción de Tejidos Mayas en Palestina de Los Altos,Asociación de Productores y Comercializadores de Palestina de Los Altos,true,Medio,897,3084,Diario,Mercado Nacional
GT0924,Cultivo de Hortalizas en Palestina de Los Altos,Asociación de Productores y Comercializadores de Palestina de Los Altos,true,Medio,859,2701,Diario,Mercado Nacional
GT1001,Cultivo de Maíz en Mazatenango,Cooperativa Integral de Producción Agrícola de Mazatenango R.L.,false,Medio,1388,391,Mayo-Noviembre,Autoconsumo
GT1001,Cultivo de Frijol en Mazatenango,,false,Bajo,449,196,Mayo-Septiembre,Autoconsumo
GT1001,Cultivo de Caña de Azúcar en Mazatenango,Asociación de Productores y Comercializadores de Mazatenango,true,Alto,1428,1592,Noviembre-Marzo,Autoconsumo
GT1001,Cultivo de Banano en Mazatenango,Asociación de Productores y Comercializadores de Mazatenango,true,Alto,1085,1780,Diario,Autoconsumo
GT1001,Producción Ganadera en Mazatenango,Asociación de Productores y Comercializadores de Mazatenango,true,Alto,1340,4056,Diario,Autoconsumo
GT1002,Cultivo de Maíz en Cuyotenango,Cooperativa Integral de Producción Agrícola de Cuyotenango R.L.,false,Medio,679,592,Mayo-Noviembre,Autoconsumo
GT1002,Cultivo de Frijol en Cuyotenango,,false,Bajo,271,150,Mayo-Septiembre,Autoconsumo
GT1002,Cultivo de Caña de Azúcar en Cuyotenango,Asociación de Productores y Comercializadores de Cuyotenango,true,Medio,1149,2392,Noviembre-Marzo,Mixto
GT1002,Cultivo de Banano en Cuyotenango,Asociación de Productores y Comercializadores de Cuyotenango,true,Medio,1339,2094,Diario,Mixto
GT1002,Producción Ganadera en Cuyotenango,Asociación de Productores y Comercializadores de Cuyotenango,true,Medio,305,2158,Diario,Mixto
GT1003,Cultivo de Maíz en San Francisco Zapotitlán,Cooperativa Integral de Producción Agrícola de San Francisco Zapotitlán R.L.,false,Medio,1011,578,Mayo-Noviembre,Autoconsumo
GT1003,Cultivo de Frijol en San Francisco Zapotitlán,,false,Bajo,793,248,Mayo-Septiembre,Autoconsumo
GT1003,Cultivo de Caña de Azúcar en San Francisco Zapotitlán,Asociación de Productores y Comercializadores de San Francisco Zapotitlán,true,Alto,1302,4544,Noviembre-Marzo,Exportación
GT1003,Cultivo de Banano en San Francisco Zapotitlán,Asociación de Productores y Comercializadores de San Francisco Zapotitlán,true,Alto,604,2829,Diario,Exportación
GT1003,Producción Ganadera en San Francisco Zapotitlán,Asociación de Productores y Comercializadores de San Francisco Zapotitlán,true,Alto,1403,2983,Diario,Exportación
GT1004,Cultivo de Maíz en San Bernardino,Cooperativa Integral de Producción Agrícola de San Bernardino R.L.,false,Medio,1106,320,Mayo-Noviembre,Autoconsumo
GT1004,Cultivo de Frijol en San Bernardino,,false,Bajo,765,275,Mayo-Septiembre,Autoconsumo
GT1004,Cultivo de Caña de Azúcar en San Bernardino,Asociación de Productores y Comercializadores de San Bernardino,true,Medio,1412,2545,Noviembre-Marzo,Mercado Nacional
GT1004,Cultivo de Banano en San Bernardino,Asociación de Productores y Comercializadores de San Bernardino,true,Medio,1232,4820,Diario,Mercado Nacional
GT1004,Producción Ganadera en San Bernardino,Asociación de Productores y Comercializadores de San Bernardino,true,Medio,959,4561,Diario,Mercado Nacional
GT1005,Cultivo de Maíz en San José El Ídolo,Cooperativa Integral de Producción Agrícola de San José El Ídolo R.L.,false,Medio,786,507,Mayo-Noviembre,Autoconsumo
GT1005,Cultivo de Frijol en San José El Ídolo,,false,Bajo,444,226,Mayo-Septiembre,Autoconsumo
GT1005,Cultivo de Caña de Azúcar en San José El Ídolo,Asociación de Productores y Comercializadores de San José El Ídolo,true,Alto,1084,1956,Noviembre-Marzo,Autoconsumo
GT1005,Cultivo de Banano en San José El Ídolo,Asociación de Productores y Comercializadores de San José El Ídolo,true,Alto,1141,1178,Diario,Autoconsumo
GT1005,Producción Ganadera en San José El Ídolo,Asociación de Productores y Comercializadores de San José El Ídolo,true,Alto,951,4050,Diario,Autoconsumo
GT1006,Cultivo de Maíz en Santo Domingo Suchitepéquez,Cooperativa Integral de Producción Agrícola de Santo Domingo Suchitepéquez R.L.,false,Medio,1368,511,Mayo-Noviembre,Autoconsumo
GT1006,Cultivo de Frijol en Santo Domingo Suchitepéquez,,false,Bajo,590,178,Mayo-Septiembre,Autoconsumo
GT1006,Cultivo de Caña de Azúcar en Santo Domingo Suchitepéquez,Asociación de Productores y Comercializadores de Santo Domingo Suchitepéquez,true,Medio,611,3028,Noviembre-Marzo,Mixto
GT1006,Cultivo de Banano en Santo Domingo Suchitepéquez,Asociación de Productores y Comercializadores de Santo Domingo Suchitepéquez,true,Medio,375,1517,Diario,Mixto
GT1006,Producción Ganadera en Santo Domingo Suchitepéquez,Asociación de Productores y Comercializadores de Santo Domingo Suchitepéquez,true,Medio,1328,4954,Diario,Mixto
GT1007,Cultivo de Maíz en San Lorenzo,Cooperativa Integral de Producción Agrícola de San Lorenzo R.L.,false,Medio,1079,595,Mayo-Noviembre,Autoconsumo
GT1007,Cultivo de Frijol en San Lorenzo,,false,Bajo,302,296,Mayo-Septiembre,Autoconsumo
GT1007,Cultivo de Caña de Azúcar en San Lorenzo,Asociación de Productores y Comercializadores de San Lorenzo,true,Alto,1201,1408,Noviembre-Marzo,Exportación
GT1007,Cultivo de Banano en San Lorenzo,Asociación de Productores y Comercializadores de San Lorenzo,true,Alto,1377,4729,Diario,Exportación
GT1007,Producción Ganadera en San Lorenzo,Asociación de Productores y Comercializadores de San Lorenzo,true,Alto,1235,1062,Diario,Exportación
GT1008,Cultivo de Maíz en Samayac,Cooperativa Integral de Producción Agrícola de Samayac R.L.,false,Medio,695,359,Mayo-Noviembre,Autoconsumo
GT1008,Cultivo de Frijol en Samayac,,false,Bajo,358,99,Mayo-Septiembre,Autoconsumo
GT1008,Cultivo de Caña de Azúcar en Samayac,Asociación de Productores y Comercializadores de Samayac,true,Medio,1261,4201,Noviembre-Marzo,Mercado Nacional
GT1008,Cultivo de Banano en Samayac,Asociación de Productores y Comercializadores de Samayac,true,Medio,842,2386,Diario,Mercado Nacional
GT1008,Producción Ganadera en Samayac,Asociación de Productores y Comercializadores de Samayac,true,Medio,1114,3661,Diario,Mercado Nacional
GT1009,Cultivo de Maíz en San Pablo Jocopilas,Cooperativa Integral de Producción Agrícola de San Pablo Jocopilas R.L.,false,Medio,564,586,Mayo-Noviembre,Autoconsumo
GT1009,Cultivo de Frijol en San Pablo Jocopilas,,false,Bajo,536,298,Mayo-Septiembre,Autoconsumo
GT1009,Cultivo de Caña de Azúcar en San Pablo Jocopilas,Asociación de Productores y Comercializadores de San Pablo Jocopilas,true,Alto,1392,2556,Noviembre-Marzo,Autoconsumo
GT1009,Cultivo de Banano en San Pablo Jocopilas,Asociación de Productores y Comercializadores de San Pablo Jocopilas,true,Alto,948,3567,Diario,Autoconsumo
GT1009,Producción Ganadera en San Pablo Jocopilas,Asociación de Productores y Comercializadores de San Pablo Jocopilas,true,Alto,1299,4573,Diario,Autoconsumo
GT1010,Cultivo de Maíz en San Antonio Suchitepéquez,Cooperativa Integral de Producción Agrícola de San Antonio Suchitepéquez R.L.,false,Medio,473,466,Mayo-Noviembre,Autoconsumo
GT1010,Cultivo de Frijol en San Antonio Suchitepéquez,,false,Bajo,270,140,Mayo-Septiembre,Autoconsumo
GT1010,Cultivo de Caña de Azúcar en San Antonio Suchitepéquez,Asociación de Productores y Comercializadores de San Antonio Suchitepéquez,true,Medio,888,1931,Noviembre-Marzo,Mixto
GT1010,Cultivo de Banano en San Antonio Suchitepéquez,Asociación de Productores y Comercializadores de San Antonio Suchitepéquez,true,Medio,485,2777,Diario,Mixto
GT1010,Producción Ganadera en San Antonio Suchitepéquez,Asociación de Productores y Comercializadores de San Antonio Suchitepéquez,true,Medio,501,4114,Diario,Mixto
GT1011,Cultivo de Maíz en San Miguel Panán,Cooperativa Integral de Producción Agrícola de San Miguel Panán R.L.,false,Medio,605,377,Mayo-Noviembre,Autoconsumo
GT1011,Cultivo de Frijol en San Miguel Panán,,false,Bajo,370,257,Mayo-Septiembre,Autoconsumo
GT1011,Cultivo de Caña de Azúcar en San Miguel Panán,Asociación de Productores y Comercializadores de San Miguel Panán,true,Alto,913,4700,Noviembre-Marzo,Exportación
GT1011,Cultivo de Banano en San Miguel Panán,Asociación de Productores y Comercializadores de San Miguel Panán,true,Alto,359,1188,Diario,Exportación
GT1011,Producción Ganadera en San Miguel Panán,Asociación de Productores y Comercializadores de San Miguel Panán,true,Alto,964,4261,Diario,Exportación
GT1012,Cultivo de Maíz en San Gabriel,Cooperativa Integral de Producción Agrícola de San Gabriel R.L.,false,Medio,514,300,Mayo-Noviembre,Autoconsumo
GT1012,Cultivo de Frijol en San Gabriel,,false,Bajo,567,175,Mayo-Septiembre,Autoconsumo
GT1012,Cultivo de Caña de Azúcar en San Gabriel,Asociación de Productores y Comercializadores de San Gabriel,true,Medio,1182,1596,Noviembre-Marzo,Mercado Nacional
GT1012,Cultivo de Banano en San Gabriel,Asociación de Productores y Comercializadores de San Gabriel,true,Medio,800,3175,Diario,Mercado Nacional
GT1012,Producción Ganadera en San Gabriel,Asociación de Productores y Comercializadores de San Gabriel,true,Medio,1143,3318,Diario,Mercado Nacional
GT1013,Cultivo de Maíz en Chicacao,Cooperativa Integral de Producción Agrícola de Chicacao R.L.,false,Medio,768,237,Mayo-Noviembre,Autoconsumo
GT1013,Cultivo de Frijol en Chicacao,,false,Bajo,379,100,Mayo-Septiembre,Autoconsumo
GT1013,Cultivo de Caña de Azúcar en Chicacao,Asociación de Productores y Comercializadores de Chicacao,true,Alto,1083,3538,Noviembre-Marzo,Autoconsumo
GT1013,Cultivo de Banano en Chicacao,Asociación de Productores y Comercializadores de Chicacao,true,Alto,793,3038,Diario,Autoconsumo
GT1013,Producción Ganadera en Chicacao,Asociación de Productores y Comercializadores de Chicacao,true,Alto,1494,1586,Diario,Autoconsumo
GT1014,Cultivo de Maíz en Patulul,Cooperativa Integral de Producción Agrícola de Patulul R.L.,false,Medio,875,386,Mayo-Noviembre,Autoconsumo
GT1014,Cultivo de Frijol en Patulul,,false,Bajo,460,197,Mayo-Septiembre,Autoconsumo
GT1014,Cultivo de Caña de Azúcar en Patulul,Asociación de Productores y Comercializadores de Patulul,true,Medio,822,3731,Noviembre-Marzo,Mixto
GT1014,Cultivo de Banano en Patulul,Asociación de Productores y Comercializadores de Patulul,true,Medio,319,4681,Diario,Mixto
GT1014,Producción Ganadera en Patulul,Asociación de Productores y Comercializadores de Patulul,true,Medio,1252,4691,Diario,Mixto
GT1015,Cultivo de Maíz en Santa Bárbara,Cooperativa Integral de Producción Agrícola de Santa Bárbara R.L.,false,Medio,989,496,Mayo-Noviembre,Autoconsumo
GT1015,Cultivo de Frijol en Santa Bárbara,,false,Bajo,759,120,Mayo-Septiembre,Autoconsumo
GT1015,Cultivo de Caña de Azúcar en Santa Bárbara,Asociación de Productores y Comercializadores de Santa Bárbara,true,Alto,451,2809,Noviembre-Marzo,Exportación
GT1015,Cultivo de Banano en Santa Bárbara,Asociación de Productores y Comercializadores de Santa Bárbara,true,Alto,1007,3406,Diario,Exportación
GT1015,Producción Ganadera en Santa Bárbara,Asociación de Productores y Comercializadores de Santa Bárbara,true,Alto,912,3617,Diario,Exportación
GT1016,Cultivo de Maíz en San Juan Bautista,Cooperativa Integral de Producción Agrícola de San Juan Bautista R.L.,false,Medio,1268,503,Mayo-Noviembre,Autoconsumo
GT1016,Cultivo de Frijol en San Juan Bautista,,false,Bajo,456,196,Mayo-Septiembre,Autoconsumo
