nombre,categoria,descripcion
Cultivo de Hortalizas en Almolonga,Agrícola,"Agricultura intensiva de hortalizas en Almolonga, Quetzaltenango."
Cultivo de Maíz en Cantel,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cantel, departamento de Quetzaltenango."
Cultivo de Frijol en Cantel,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cantel, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Cantel,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Cantel, Quetzaltenango."
Cultivo de Hortalizas en Cantel,Agrícola,"Agricultura intensiva de hortalizas en Cantel, Quetzaltenango."
Cultivo de Maíz en Huitán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Huitán, departamento de Quetzaltenango."
Cultivo de Frijol en Huitán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Huitán, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Huitán,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Huitán, Quetzaltenango."
Cultivo de Hortalizas en Huitán,Agrícola,"Agricultura intensiva de hortalizas en Huitán, Quetzaltenango."
Cultivo de Maíz en Zunil,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Zunil, departamento de Quetzaltenango."
Cultivo de Frijol en Zunil,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Zunil, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Zunil,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Zunil, Quetzaltenango."
Cultivo de Hortalizas en Zunil,Agrícola,"Agricultura intensiva de hortalizas en Zunil, Quetzaltenango."
Cultivo de Maíz en Colomba,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Colomba, departamento de Quetzaltenango."
Cultivo de Frijol en Colomba,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Colomba, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Colomba,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Colomba, Quetzaltenango."
Cultivo de Hortalizas en Colomba,Agrícola,"Agricultura intensiva de hortalizas en Colomba, Quetzaltenango."
Cultivo de Maíz en San Francisco La Unión,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Francisco La Unión, departamento de Quetzaltenango."
Cultivo de Frijol en San Francisco La Unión,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Francisco La Unión, departamento de Quetzaltenango."
Producción de Tejidos Mayas en San Francisco La Unión,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en San Francisco La Unión, Quetzaltenango."
Cultivo de Hortalizas en San Francisco La Unión,Agrícola,"Agricultura intensiva de hortalizas en San Francisco La Unión, Quetzaltenango."
Cultivo de Maíz en El Palmar,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de El Palmar, departamento de Quetzaltenango."
Cultivo de Frijol en El Palmar,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de El Palmar, departamento de Quetzaltenango."
Producción de Tejidos Mayas en El Palmar,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en El Palmar, Quetzaltenango."
Cultivo de Hortalizas en El Palmar,Agrícola,"Agricultura intensiva de hortalizas en El Palmar, Quetzaltenango."
Cultivo de Maíz en Coatepeque,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Coatepeque, departamento de Quetzaltenango."
Cultivo de Frijol en Coatepeque,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Coatepeque, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Coatepeque,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Coatepeque, Quetzaltenango."
Cultivo de Hortalizas en Coatepeque,Agrícola,"Agricultura intensiva de hortalizas en Coatepeque, Quetzaltenango."
Cultivo de Maíz en Génova,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Génova, departamento de Quetzaltenango."
Cultivo de Frijol en Génova,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Génova, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Génova,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Génova, Quetzaltenango."
Cultivo de Hortalizas en Génova,Agrícola,"Agricultura intensiva de hortalizas en Génova, Quetzaltenango."
Cultivo de Maíz en Flores Costa Cuca,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Flores Costa Cuca, departamento de Quetzaltenango."
Cultivo de Frijol en Flores Costa Cuca,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Flores Costa Cuca, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Flores Costa Cuca,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Flores Costa Cuca, Quetzaltenango."
Cultivo de Hortalizas en Flores Costa Cuca,Agrícola,"Agricultura intensiva de hortalizas en Flores Costa Cuca, Quetzaltenango."
Cultivo de Maíz en La Esperanza,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de La Esperanza, departamento de Quetzaltenango."
Cultivo de Frijol en La Esperanza,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de La Esperanza, departamento de Quetzaltenango."
Producción de Tejidos Mayas en La Esperanza,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en La Esperanza, Quetzaltenango."
Cultivo de Hortalizas en La Esperanza,Agrícola,"Agricultura intensiva de hortalizas en La Esperanza, Quetzaltenango."
Cultivo de Maíz en Palestina de Los Altos,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Palestina de Los Altos, departamento de Quetzaltenango."
Cultivo de Frijol en Palestina de Los Altos,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Palestina de Los Altos, departamento de Quetzaltenango."
Producción de Tejidos Mayas en Palestina de Los Altos,Artesanía/Textil,"Tejido tradicional en telar de cintura y pie de prendas coloridas típicas en Palestina de Los Altos, Quetzaltenango."
Cultivo de Hortalizas en Palestina de Los Altos,Agrícola,"Agricultura intensiva de hortalizas en Palestina de Los Altos, Quetzaltenango."
Cultivo de Maíz en Mazatenango,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Mazatenango, departamento de Suchitepéquez."
Cultivo de Frijol en Mazatenango,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Mazatenango, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en Mazatenango,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Mazatenango, Suchitepéquez."
Cultivo de Banano en Mazatenango,Agrícola,"Producción de banano y plátano para exportación en Mazatenango, Suchitepéquez."
Producción Ganadera en Mazatenango,Pecuaria,"Crianza de ganado vacuno de doble propósito en Mazatenango, Suchitepéquez."
Cultivo de Maíz en Cuyotenango,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cuyotenango, departamento de Suchitepéquez."
Cultivo de Frijol en Cuyotenango,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cuyotenango, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en Cuyotenango,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Cuyotenango, Suchitepéquez."
Cultivo de Banano en Cuyotenango,Agrícola,"Producción de banano y plátano para exportación en Cuyotenango, Suchitepéquez."
Producción Ganadera en Cuyotenango,Pecuaria,"Crianza de ganado vacuno de doble propósito en Cuyotenango, Suchitepéquez."
Cultivo de Maíz en San Francisco Zapotitlán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Francisco Zapotitlán, departamento de Suchitepéquez."
Cultivo de Frijol en San Francisco Zapotitlán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Francisco Zapotitlán, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en San Francisco Zapotitlán,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San Francisco Zapotitlán, Suchitepéquez."
Cultivo de Banano en San Francisco Zapotitlán,Agrícola,"Producción de banano y plátano para exportación en San Francisco Zapotitlán, Suchitepéquez."
Producción Ganadera en San Francisco Zapotitlán,Pecuaria,"Crianza de ganado vacuno de doble propósito en San Francisco Zapotitlán, Suchitepéquez."
Cultivo de Maíz en San Bernardino,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Bernardino, departamento de Suchitepéquez."
Cultivo de Frijol en San Bernardino,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Bernardino, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en San Bernardino,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San Bernardino, Suchitepéquez."
Cultivo de Banano en San Bernardino,Agrícola,"Producción de banano y plátano para exportación en San Bernardino, Suchitepéquez."
Producción Ganadera en San Bernardino,Pecuaria,"Crianza de ganado vacuno de doble propósito en San Bernardino, Suchitepéquez."
Cultivo de Maíz en San José El Ídolo,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San José El Ídolo, departamento de Suchitepéquez."
Cultivo de Frijol en San José El Ídolo,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San José El Ídolo, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en San José El Ídolo,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San José El Ídolo, Suchitepéquez."
Cultivo de Banano en San José El Ídolo,Agrícola,"Producción de banano y plátano para exportación en San José El Ídolo, Suchitepéquez."
Producción Ganadera en San José El Ídolo,Pecuaria,"Crianza de ganado vacuno de doble propósito en San José El Ídolo, Suchitepéquez."
Cultivo de Maíz en Santo Domingo Suchitepéquez,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santo Domingo Suchitepéquez, departamento de Suchitepéquez."
Cultivo de Frijol en Santo Domingo Suchitepéquez,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santo Domingo Suchitepéquez, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en Santo Domingo Suchitepéquez,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Santo Domingo Suchitepéquez, Suchitepéquez."
Cultivo de Banano en Santo Domingo Suchitepéquez,Agrícola,"Producción de banano y plátano para exportación en Santo Domingo Suchitepéquez, Suchitepéquez."
Producción Ganadera en Santo Domingo Suchitepéquez,Pecuaria,"Crianza de ganado vacuno de doble propósito en Santo Domingo Suchitepéquez, Suchitepéquez."
Cultivo de Maíz en San Lorenzo,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Lorenzo, departamento de Suchitepéquez."
Cultivo de Frijol en San Lorenzo,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Lorenzo, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en San Lorenzo,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San Lorenzo, Suchitepéquez."
Cultivo de Banano en San Lorenzo,Agrícola,"Producción de banano y plátano para exportación en San Lorenzo, Suchitepéquez."
Producción Ganadera en San Lorenzo,Pecuaria,"Crianza de ganado vacuno de doble propósito en San Lorenzo, Suchitepéquez."
Cultivo de Maíz en Samayac,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Samayac, departamento de Suchitepéquez."
Cultivo de Frijol en Samayac,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Samayac, departamento de Suchitepéquez."
Cultivo de Caña de Azúcar en Samayac,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Samayac, Suchitepéquez."
Cultivo de Banano en Samayac,Agrícola,"Producción de banano y plátano para exportación en Samayac, Suchitepéquez."
