nombre,municipio_pcode,dias_plaza,tipo_mercado,cantidad_vendedores_est,latitud,longitud,descripcion
Mercado Cantonal de La Libertad,GT1705,Jueves y Domingos,Mayorista,340,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en La Libertad.
Mercado de Productores y Artesanos de La Libertad,GT1705,Sábados,Mayorista,295,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en La Libertad.
Mercado Municipal Central de San Francisco,GT1706,Diario,Cantonal/Municipal,672,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de San Francisco.
Mercado Cantonal de San Francisco,GT1706,Jueves y Domingos,Cantonal/Municipal,346,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en San Francisco.
Mercado de Productores y Artesanos de San Francisco,GT1706,Sábados,Artesanal,135,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en San Francisco.
Mercado Municipal Central de Santa Ana,GT1707,Diario,Cantonal/Municipal,1486,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Santa Ana.
Mercado Cantonal de Santa Ana,GT1707,Jueves y Domingos,Mixto,776,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Santa Ana.
Mercado de Productores y Artesanos de Santa Ana,GT1707,Sábados,Mayorista,104,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Santa Ana.
Mercado Municipal Central de Dolores,GT1708,Diario,Cantonal/Municipal,736,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Dolores.
Mercado Cantonal de Dolores,GT1708,Jueves y Domingos,Artesanal,650,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Dolores.
Mercado de Productores y Artesanos de Dolores,GT1708,Sábados,Artesanal,279,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Dolores.
Mercado Municipal Central de San Luis,GT1709,Diario,Cantonal/Municipal,836,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de San Luis.
Mercado Cantonal de San Luis,GT1709,Jueves y Domingos,Mayorista,355,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en San Luis.
Mercado de Productores y Artesanos de San Luis,GT1709,Sábados,Mayorista,570,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en San Luis.
Mercado Municipal Central de Sayaxché,GT1710,Diario,Cantonal/Municipal,1243,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de Sayaxché.
Mercado Cantonal de Sayaxché,GT1710,Jueves y Domingos,Cantonal/Municipal,653,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en Sayaxché.
Mercado de Productores y Artesanos de Sayaxché,GT1710,Sábados,Artesanal,540,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en Sayaxché.
Mercado Municipal Central de Melchor de Mencos,GT1711,Diario,Cantonal/Municipal,844,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de Melchor de Mencos.
Mercado Cantonal de Melchor de Mencos,GT1711,Jueves y Domingos,Mixto,288,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en Melchor de Mencos.
Mercado de Productores y Artesanos de Melchor de Mencos,GT1711,Sábados,Mayorista,559,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en Melchor de Mencos.
Mercado Municipal Central de Poptún,GT1712,Diario,Cantonal/Municipal,605,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de Poptún.
Mercado Cantonal de Poptún,GT1712,Jueves y Domingos,Artesanal,343,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en Poptún.
Mercado de Productores y Artesanos de Poptún,GT1712,Sábados,Artesanal,485,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en Poptún.
Mercado Municipal Central de Las Cruces,GT1713,Diario,Cantonal/Municipal,652,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de Las Cruces.
Mercado Cantonal de Las Cruces,GT1713,Jueves y Domingos,Mayorista,593,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en Las Cruces.
Mercado de Productores y Artesanos de Las Cruces,GT1713,Sábados,Mayorista,279,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en Las Cruces.
Mercado Municipal Central de El Chal,GT1714,Diario,Cantonal/Municipal,1279,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de El Chal.
Mercado Cantonal de El Chal,GT1714,Jueves y Domingos,Cantonal/Municipal,522,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en El Chal.
Mercado de Productores y Artesanos de El Chal,GT1714,Sábados,Artesanal,505,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en El Chal.
Mercado Municipal Central de Puerto Barrios,GT1801,Diario,Cantonal/Municipal,686,15.782800,-88.649400,Mercado municipal de abastos y comercio cotidiano de Puerto Barrios.
Mercado Cantonal de Puerto Barrios,GT1801,Jueves y Domingos,Mixto,453,15.785800,-88.652400,Plaza y mercado cantonal de comercio vecinal en Puerto Barrios.
Mercado de Productores y Artesanos de Puerto Barrios,GT1801,Sábados,Mayorista,241,15.779800,-88.646400,Mercado de productores locales para venta al por mayor en Puerto Barrios.
Mercado Municipal Central de Lívingston,GT1802,Diario,Cantonal/Municipal,572,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Lívingston.
Mercado Cantonal de Lívingston,GT1802,Jueves y Domingos,Artesanal,454,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Lívingston.
Mercado de Productores y Artesanos de Lívingston,GT1802,Sábados,Artesanal,383,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Lívingston.
Mercado Municipal Central de El Estor,GT1803,Diario,Cantonal/Municipal,983,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de El Estor.
Mercado Cantonal de El Estor,GT1803,Jueves y Domingos,Mayorista,227,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en El Estor.
Mercado de Productores y Artesanos de El Estor,GT1803,Sábados,Mayorista,534,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en El Estor.
Mercado Municipal Central de Morales,GT1804,Diario,Cantonal/Municipal,1017,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Morales.
Mercado Cantonal de Morales,GT1804,Jueves y Domingos,Cantonal/Municipal,410,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Morales.
Mercado de Productores y Artesanos de Morales,GT1804,Sábados,Artesanal,365,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Morales.
Mercado Municipal Central de Los Amates,GT1805,Diario,Cantonal/Municipal,1443,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Los Amates.
Mercado Cantonal de Los Amates,GT1805,Jueves y Domingos,Mixto,393,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Los Amates.
Mercado de Productores y Artesanos de Los Amates,GT1805,Sábados,Mayorista,482,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Los Amates.
Mercado Municipal Central de Zacapa,GT1901,Diario,Cantonal/Municipal,1202,15.049400,-89.610300,Mercado municipal de abastos y comercio cotidiano de Zacapa.
Mercado Cantonal de Zacapa,GT1901,Jueves y Domingos,Artesanal,502,15.052400,-89.613300,Plaza y mercado cantonal de comercio vecinal en Zacapa.
Mercado de Productores y Artesanos de Zacapa,GT1901,Sábados,Artesanal,430,15.046400,-89.607300,Mercado de productores locales para venta al por mayor en Zacapa.
Mercado Municipal Central de Estanzuela,GT1902,Diario,Cantonal/Municipal,511,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de Estanzuela.
Mercado Cantonal de Estanzuela,GT1902,Jueves y Domingos,Mayorista,445,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en Estanzuela.
Mercado de Productores y Artesanos de Estanzuela,GT1902,Sábados,Mayorista,353,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en Estanzuela.
Mercado Municipal Central de Río Hondo,GT1903,Diario,Cantonal/Municipal,1190,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de Río Hondo.
Mercado Cantonal de Río Hondo,GT1903,Jueves y Domingos,Cantonal/Municipal,315,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en Río Hondo.
Mercado de Productores y Artesanos de Río Hondo,GT1903,Sábados,Artesanal,223,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en Río Hondo.
Mercado Municipal Central de Gualán,GT1904,Diario,Cantonal/Municipal,1423,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Gualán.
Mercado Cantonal de Gualán,GT1904,Jueves y Domingos,Mixto,272,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Gualán.
Mercado de Productores y Artesanos de Gualán,GT1904,Sábados,Mayorista,370,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Gualán.
Mercado Municipal Central de Teculután,GT1905,Diario,Cantonal/Municipal,424,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de Teculután.
Mercado Cantonal de Teculután,GT1905,Jueves y Domingos,Artesanal,569,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en Teculután.
Mercado de Productores y Artesanos de Teculután,GT1905,Sábados,Artesanal,578,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en Teculután.
Mercado Municipal Central de Usumatlán,GT1906,Diario,Cantonal/Municipal,1048,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de Usumatlán.
Mercado Cantonal de Usumatlán,GT1906,Jueves y Domingos,Mayorista,335,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en Usumatlán.
Mercado de Productores y Artesanos de Usumatlán,GT1906,Sábados,Mayorista,298,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en Usumatlán.
Mercado Municipal Central de Cabañas,GT1907,Diario,Cantonal/Municipal,1261,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de Cabañas.
Mercado Cantonal de Cabañas,GT1907,Jueves y Domingos,Cantonal/Municipal,574,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en Cabañas.
Mercado de Productores y Artesanos de Cabañas,GT1907,Sábados,Artesanal,379,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en Cabañas.
Mercado Municipal Central de San Diego,GT1908,Diario,Cantonal/Municipal,753,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de San Diego.
Mercado Cantonal de San Diego,GT1908,Jueves y Domingos,Mixto,682,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en San Diego.
Mercado de Productores y Artesanos de San Diego,GT1908,Sábados,Mayorista,588,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en San Diego.
Mercado Municipal Central de La Unión,GT1909,Diario,Cantonal/Municipal,549,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de La Unión.
Mercado Cantonal de La Unión,GT1909,Jueves y Domingos,Artesanal,217,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en La Unión.
Mercado de Productores y Artesanos de La Unión,GT1909,Sábados,Artesanal,400,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en La Unión.
Mercado Municipal Central de Huité,GT1910,Diario,Cantonal/Municipal,538,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de Huité.
Mercado Cantonal de Huité,GT1910,Jueves y Domingos,Mayorista,214,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en Huité.
Mercado de Productores y Artesanos de Huité,GT1910,Sábados,Mayorista,234,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en Huité.
Mercado Municipal Central de San Jorge,GT1911,Diario,Cantonal/Municipal,841,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de San Jorge.
Mercado Cantonal de San Jorge,GT1911,Jueves y Domingos,Cantonal/Municipal,240,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en San Jorge.
Mercado de Productores y Artesanos de San Jorge,GT1911,Sábados,Artesanal,572,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en San Jorge.
Mercado Municipal Central de Chiquimula,GT2001,Diario,Cantonal/Municipal,523,14.833600,-89.561700,Mercado municipal de abastos y comercio cotidiano de Chiquimula.
Mercado Cantonal de Chiquimula,GT2001,Jueves y Domingos,Mixto,607,14.836600,-89.564700,Plaza y mercado cantonal de comercio vecinal en Chiquimula.
Mercado de Productores y Artesanos de Chiquimula,GT2001,Sábados,Mayorista,359,14.830600,-89.558700,Mercado de productores locales para venta al por mayor en Chiquimula.
Mercado Municipal Central de San José La Arada,GT2002,Diario,Cantonal/Municipal,986,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de San José La Arada.
Mercado Cantonal de San José La Arada,GT2002,Jueves y Domingos,Artesanal,713,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en San José La Arada.
Mercado de Productores y Artesanos de San José La Arada,GT2002,Sábados,Artesanal,492,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en San José La Arada.
Mercado Municipal Central de San Juan Ermita,GT2003,Diario,Cantonal/Municipal,1250,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de San Juan Ermita.
Mercado Cantonal de San Juan Ermita,GT2003,Jueves y Domingos,Mayorista,633,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en San Juan Ermita.
Mercado de Productores y Artesanos de San Juan Ermita,GT2003,Sábados,Mayorista,459,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en San Juan Ermita.
Mercado Municipal Central de Jocotán,GT2004,Diario,Cantonal/Municipal,1223,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Jocotán.
Mercado Cantonal de Jocotán,GT2004,Jueves y Domingos,Cantonal/Municipal,284,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Jocotán.
Mercado de Productores y Artesanos de Jocotán,GT2004,Sábados,Artesanal,427,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Jocotán.
Mercado Municipal Central de Camotán,GT2005,Diario,Cantonal/Municipal,1498,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de Camotán.
Mercado Cantonal de Camotán,GT2005,Jueves y Domingos,Mixto,750,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en Camotán.
Mercado de Productores y Artesanos de Camotán,GT2005,Sábados,Mayorista,415,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en Camotán.
Mercado Municipal Central de Olopa,GT2006,Diario,Cantonal/Municipal,712,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Olopa.
Mercado Cantonal de Olopa,GT2006,Jueves y Domingos,Artesanal,484,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Olopa.
Mercado de Productores y Artesanos de Olopa,GT2006,Sábados,Artesanal,142,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Olopa.
Mercado Municipal Central de Esquipulas,GT2007,Diario,Cantonal/Municipal,1034,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de Esquipulas.
Mercado Cantonal de Esquipulas,GT2007,Jueves y Domingos,Mayorista,280,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en Esquipulas.
Mercado de Productores y Artesanos de Esquipulas,GT2007,Sábados,Mayorista,361,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en Esquipulas.
Mercado Municipal Central de Concepción Las Minas,GT2008,Diario,Cantonal/Municipal,816,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Concepción Las Minas.
Mercado Cantonal de Concepción Las Minas,GT2008,Jueves y Domingos,Cantonal/Municipal,359,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Concepción Las Minas.
Mercado de Productores y Artesanos de Concepción Las Minas,GT2008,Sábados,Artesanal,374,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Concepción Las Minas.
Mercado Municipal Central de Quezaltepeque,GT2009,Diario,Cantonal/Municipal,1069,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Quezaltepeque.
Mercado Cantonal de Quezaltepeque,GT2009,Jueves y Domingos,Mixto,600,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Quezaltepeque.
Mercado de Productores y Artesanos de Quezaltepeque,GT2009,Sábados,Mayorista,400,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Quezaltepeque.
Mercado Municipal Central de San Jacinto,GT2010,Diario,Cantonal/Municipal,535,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de San Jacinto.
Mercado Cantonal de San Jacinto,GT2010,Jueves y Domingos,Artesanal,517,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en San Jacinto.
Mercado de Productores y Artesanos de San Jacinto,GT2010,Sábados,Artesanal,457,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en San Jacinto.
Mercado Municipal Central de Ipala,GT2011,Diario,Cantonal/Municipal,1295,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de Ipala.
Mercado Cantonal de Ipala,GT2011,Jueves y Domingos,Mayorista,444,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en Ipala.
Mercado de Productores y Artesanos de Ipala,GT2011,Sábados,Mayorista,129,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en Ipala.
Mercado Municipal Central de Jalapa,GT2101,Diario,Cantonal/Municipal,900,14.724700,-90.078900,Mercado municipal de abastos y comercio cotidiano de Jalapa.
Mercado Cantonal de Jalapa,GT2101,Jueves y Domingos,Cantonal/Municipal,288,14.727700,-90.081900,Plaza y mercado cantonal de comercio vecinal en Jalapa.
Mercado de Productores y Artesanos de Jalapa,GT2101,Sábados,Artesanal,573,14.721700,-90.075900,Mercado de productores locales para venta al por mayor en Jalapa.
Mercado Municipal Central de San Pedro Pinula,GT2102,Diario,Cantonal/Municipal,1289,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de San Pedro Pinula.
Mercado Cantonal de San Pedro Pinula,GT2102,Jueves y Domingos,Mixto,318,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en San Pedro Pinula.
Mercado de Productores y Artesanos de San Pedro Pinula,GT2102,Sábados,Mayorista,332,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en San Pedro Pinula.
Mercado Municipal Central de San Luis Jilotepeque,GT2103,Diario,Cantonal/Municipal,512,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de San Luis Jilotepeque.
Mercado Cantonal de San Luis Jilotepeque,GT2103,Jueves y Domingos,Artesanal,516,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en San Luis Jilotepeque.
Mercado de Productores y Artesanos de San Luis Jilotepeque,GT2103,Sábados,Artesanal,441,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en San Luis Jilotepeque.
Mercado Municipal Central de San Manuel Chaparrón,GT2104,Diario,Cantonal/Municipal,759,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de San Manuel Chaparrón.
Mercado Cantonal de San Manuel Chaparrón,GT2104,Jueves y Domingos,Mayorista,322,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en San Manuel Chaparrón.
Mercado de Productores y Artesanos de San Manuel Chaparrón,GT2104,Sábados,Mayorista,106,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en San Manuel Chaparrón.
Mercado Municipal Central de San Carlos Alzatate,GT2105,Diario,Cantonal/Municipal,681,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de San Carlos Alzatate.
Mercado Cantonal de San Carlos Alzatate,GT2105,Jueves y Domingos,Cantonal/Municipal,211,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en San Carlos Alzatate.
Mercado de Productores y Artesanos de San Carlos Alzatate,GT2105,Sábados,Artesanal,183,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en San Carlos Alzatate.
Mercado Municipal Central de Monjas,GT2106,Diario,Cantonal/Municipal,1416,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Monjas.
Mercado Cantonal de Monjas,GT2106,Jueves y Domingos,Mixto,555,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Monjas.
Mercado de Productores y Artesanos de Monjas,GT2106,Sábados,Mayorista,367,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Monjas.
Mercado Municipal Central de Mataquescuintla,GT2107,Diario,Cantonal/Municipal,1459,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Mataquescuintla.
Mercado Cantonal de Mataquescuintla,GT2107,Jueves y Domingos,Artesanal,465,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Mataquescuintla.
Mercado de Productores y Artesanos de Mataquescuintla,GT2107,Sábados,Artesanal,185,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Mataquescuintla.
Mercado Municipal Central de Jutiapa,GT2201,Diario,Cantonal/Municipal,1161,14.316700,-89.917500,Mercado municipal de abastos y comercio cotidiano de Jutiapa.
Mercado Cantonal de Jutiapa,GT2201,Jueves y Domingos,Mayorista,329,14.319700,-89.920500,Plaza y mercado cantonal de comercio vecinal en Jutiapa.
Mercado de Productores y Artesanos de Jutiapa,GT2201,Sábados,Mayorista,483,14.313700,-89.914500,Mercado de productores locales para venta al por mayor en Jutiapa.
Mercado Municipal Central de El Progreso,GT2202,Diario,Cantonal/Municipal,950,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de El Progreso.
Mercado Cantonal de El Progreso,GT2202,Jueves y Domingos,Cantonal/Municipal,320,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en El Progreso.
Mercado de Productores y Artesanos de El Progreso,GT2202,Sábados,Artesanal,494,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en El Progreso.
Mercado Municipal Central de Santa Catarina Mita,GT2203,Diario,Cantonal/Municipal,460,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de Santa Catarina Mita.
Mercado Cantonal de Santa Catarina Mita,GT2203,Jueves y Domingos,Mixto,543,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en Santa Catarina Mita.
Mercado de Productores y Artesanos de Santa Catarina Mita,GT2203,Sábados,Mayorista,513,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en Santa Catarina Mita.
Mercado Municipal Central de Agua Blanca,GT2204,Diario,Cantonal/Municipal,1279,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de Agua Blanca.
Mercado Cantonal de Agua Blanca,GT2204,Jueves y Domingos,Artesanal,478,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en Agua Blanca.
Mercado de Productores y Artesanos de Agua Blanca,GT2204,Sábados,Artesanal,368,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en Agua Blanca.
Mercado Municipal Central de Asunción Mita,GT2205,Diario,Cantonal/Municipal,530,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de Asunción Mita.
Mercado Cantonal de Asunción Mita,GT2205,Jueves y Domingos,Mayorista,469,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en Asunción Mita.
Mercado de Productores y Artesanos de Asunción Mita,GT2205,Sábados,Mayorista,464,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en Asunción Mita.
Mercado Municipal Central de Yupiltepeque,GT2206,Diario,Cantonal/Municipal,557,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Yupiltepeque.
Mercado Cantonal de Yupiltepeque,GT2206,Jueves y Domingos,Cantonal/Municipal,708,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Yupiltepeque.
Mercado de Productores y Artesanos de Yupiltepeque,GT2206,Sábados,Artesanal,333,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Yupiltepeque.
Mercado Municipal Central de Atescatempa,GT2207,Diario,Cantonal/Municipal,1446,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de Atescatempa.
Mercado Cantonal de Atescatempa,GT2207,Jueves y Domingos,Mixto,568,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en Atescatempa.
Mercado de Productores y Artesanos de Atescatempa,GT2207,Sábados,Mayorista,128,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en Atescatempa.
Mercado Municipal Central de Jerez,GT2208,Diario,Cantonal/Municipal,1423,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Jerez.
Mercado Cantonal de Jerez,GT2208,Jueves y Domingos,Artesanal,780,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Jerez.
Mercado de Productores y Artesanos de Jerez,GT2208,Sábados,Artesanal,185,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Jerez.
Mercado Municipal Central de El Adelanto,GT2209,Diario,Cantonal/Municipal,1153,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de El Adelanto.
Mercado Cantonal de El Adelanto,GT2209,Jueves y Domingos,Mayorista,361,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en El Adelanto.
Mercado de Productores y Artesanos de El Adelanto,GT2209,Sábados,Mayorista,230,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en El Adelanto.
Mercado Municipal Central de Zapotitlán,GT2210,Diario,Cantonal/Municipal,610,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Zapotitlán.
Mercado Cantonal de Zapotitlán,GT2210,Jueves y Domingos,Cantonal/Municipal,787,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Zapotitlán.
Mercado de Productores y Artesanos de Zapotitlán,GT2210,Sábados,Artesanal,445,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Zapotitlán.
Mercado Municipal Central de Comapa,GT2211,Diario,Cantonal/Municipal,636,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Comapa.
Mercado Cantonal de Comapa,GT2211,Jueves y Domingos,Mixto,433,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Comapa.
Mercado de Productores y Artesanos de Comapa,GT2211,Sábados,Mayorista,479,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Comapa.
Mercado Municipal Central de Jalpatagua,GT2212,Diario,Cantonal/Municipal,1442,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Jalpatagua.
Mercado Cantonal de Jalpatagua,GT2212,Jueves y Domingos,Artesanal,202,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Jalpatagua.
Mercado de Productores y Artesanos de Jalpatagua,GT2212,Sábados,Artesanal,122,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Jalpatagua.
Mercado Municipal Central de Conguaco,GT2213,Diario,Cantonal/Municipal,425,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de Conguaco.
Mercado Cantonal de Conguaco,GT2213,Jueves y Domingos,Mayorista,450,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en Conguaco.
Mercado de Productores y Artesanos de Conguaco,GT2213,Sábados,Mayorista,123,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en Conguaco.
Mercado Municipal Central de Moyuta,GT2214,Diario,Cantonal/Municipal,1366,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de Moyuta.
Mercado Cantonal de Moyuta,GT2214,Jueves y Domingos,Cantonal/Municipal,572,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en Moyuta.
Mercado de Productores y Artesanos de Moyuta,GT2214,Sábados,Artesanal,296,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en Moyuta.
Mercado Municipal Central de Pasaco,GT2215,Diario,Cantonal/Municipal,707,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Pasaco.
Mercado Cantonal de Pasaco,GT2215,Jueves y Domingos,Mixto,383,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Pasaco.
Mercado de Productores y Artesanos de Pasaco,GT2215,Sábados,Mayorista,576,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Pasaco.
