municipio_pcode,actividad_nombre,certificacion_nombre,porcentaje_produccion,fecha_auditoria
GT1602,Cultivo de Cardamomo en Santa Cruz Verapaz,Certificación Orgánica y de Origen - Reg ASO-GT1602-C,91.00,2026-03-15
GT1602,Cultivo de Café en Santa Cruz Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1602-A,74.00,2026-03-15
GT1602,Cultivo de Cacao en Santa Cruz Verapaz,Certificación Orgánica y de Origen - Reg ASO-GT1602-C,71.00,2026-03-15
GT1603,Cultivo de Maíz en San Cristóbal Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1603-A,75.00,2026-03-15
GT1603,Cultivo de Frijol en San Cristóbal Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1603-B,82.00,2026-03-15
GT1603,Cultivo de Cardamomo en San Cristóbal Verapaz,Certificación Orgánica y de Origen - Reg ASO-GT1603-C,96.00,2026-03-15
GT1603,Cultivo de Café en San Cristóbal Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1603-A,96.00,2026-03-15
GT1603,Cultivo de Cacao en San Cristóbal Verapaz,Certificación Orgánica y de Origen - Reg ASO-GT1603-C,87.00,2026-03-15
GT1604,Cultivo de Maíz en Tactic,Certificación Orgánica y de Origen - Reg COOP-GT1604-A,63.00,2026-03-15
GT1604,Cultivo de Frijol en Tactic,Certificación Orgánica y de Origen - Reg COOP-GT1604-B,77.00,2026-03-15
GT1604,Cultivo de Cardamomo en Tactic,Certificación Orgánica y de Origen - Reg ASO-GT1604-C,81.00,2026-03-15
GT1604,Cultivo de Café en Tactic,Certificación Orgánica y de Origen - Reg COOP-GT1604-A,76.00,2026-03-15
GT1604,Cultivo de Cacao en Tactic,Certificación Orgánica y de Origen - Reg ASO-GT1604-C,76.00,2026-03-15
GT1605,Cultivo de Maíz en Tamahú,Certificación Orgánica y de Origen - Reg COOP-GT1605-A,100.00,2026-03-15
GT1605,Cultivo de Frijol en Tamahú,Certificación Orgánica y de Origen - Reg COOP-GT1605-B,62.00,2026-03-15
GT1605,Cultivo de Cardamomo en Tamahú,Certificación Orgánica y de Origen - Reg ASO-GT1605-C,95.00,2026-03-15
GT1605,Cultivo de Café en Tamahú,Certificación Orgánica y de Origen - Reg COOP-GT1605-A,72.00,2026-03-15
GT1605,Cultivo de Cacao en Tamahú,Certificación Orgánica y de Origen - Reg ASO-GT1605-C,80.00,2026-03-15
GT1606,Cultivo de Maíz en Tucurú,Certificación Orgánica y de Origen - Reg COOP-GT1606-A,72.00,2026-03-15
GT1606,Cultivo de Frijol en Tucurú,Certificación Orgánica y de Origen - Reg COOP-GT1606-B,92.00,2026-03-15
GT1606,Cultivo de Cardamomo en Tucurú,Certificación Orgánica y de Origen - Reg ASO-GT1606-C,85.00,2026-03-15
GT1606,Cultivo de Café en Tucurú,Certificación Orgánica y de Origen - Reg COOP-GT1606-A,92.00,2026-03-15
GT1606,Cultivo de Cacao en Tucurú,Certificación Orgánica y de Origen - Reg ASO-GT1606-C,92.00,2026-03-15
GT1607,Cultivo de Maíz en Panzós,Certificación Orgánica y de Origen - Reg COOP-GT1607-A,89.00,2026-03-15
GT1607,Cultivo de Frijol en Panzós,Certificación Orgánica y de Origen - Reg COOP-GT1607-B,88.00,2026-03-15
GT1607,Cultivo de Cardamomo en Panzós,Certificación Orgánica y de Origen - Reg ASO-GT1607-C,92.00,2026-03-15
GT1607,Cultivo de Café en Panzós,Certificación Orgánica y de Origen - Reg COOP-GT1607-A,80.00,2026-03-15
GT1607,Cultivo de Cacao en Panzós,Certificación Orgánica y de Origen - Reg ASO-GT1607-C,97.00,2026-03-15
GT1607,Cultivo de Palma de Aceite en Panzós,Certificación Orgánica y de Origen - Reg ASO-GT1607-C,88.00,2026-03-15
GT1608,Cultivo de Maíz en Senahú,Certificación Orgánica y de Origen - Reg COOP-GT1608-A,96.00,2026-03-15
GT1608,Cultivo de Frijol en Senahú,Certificación Orgánica y de Origen - Reg COOP-GT1608-B,71.00,2026-03-15
GT1608,Cultivo de Cardamomo en Senahú,Certificación Orgánica y de Origen - Reg ASO-GT1608-C,89.00,2026-03-15
GT1608,Cultivo de Café en Senahú,Certificación Orgánica y de Origen - Reg COOP-GT1608-A,79.00,2026-03-15
GT1608,Cultivo de Cacao en Senahú,Certificación Orgánica y de Origen - Reg ASO-GT1608-C,83.00,2026-03-15
GT1608,Cultivo de Palma de Aceite en Senahú,Certificación Orgánica y de Origen - Reg ASO-GT1608-C,80.00,2026-03-15
GT1609,Cultivo de Maíz en San Pedro Carchá,Certificación Orgánica y de Origen - Reg COOP-GT1609-A,70.00,2026-03-15
GT1609,Cultivo de Frijol en San Pedro Carchá,Certificación Orgánica y de Origen - Reg COOP-GT1609-B,56.00,2026-03-15
GT1609,Cultivo de Cardamomo en San Pedro Carchá,Certificación Orgánica y de Origen - Reg ASO-GT1609-C,84.00,2026-03-15
GT1609,Cultivo de Café en San Pedro Carchá,Certificación Orgánica y de Origen - Reg COOP-GT1609-A,98.00,2026-03-15
GT1609,Cultivo de Cacao en San Pedro Carchá,Certificación Orgánica y de Origen - Reg ASO-GT1609-C,95.00,2026-03-15
GT1609,Cultivo de Palma de Aceite en San Pedro Carchá,Certificación Orgánica y de Origen - Reg ASO-GT1609-C,99.00,2026-03-15
GT1610,Cultivo de Maíz en San Juan Chamelco,Certificación Orgánica y de Origen - Reg COOP-GT1610-A,62.00,2026-03-15
GT1610,Cultivo de Frijol en San Juan Chamelco,Certificación Orgánica y de Origen - Reg COOP-GT1610-B,81.00,2026-03-15
GT1610,Cultivo de Cardamomo en San Juan Chamelco,Certificación Orgánica y de Origen - Reg ASO-GT1610-C,77.00,2026-03-15
GT1610,Cultivo de Café en San Juan Chamelco,Certificación Orgánica y de Origen - Reg COOP-GT1610-A,99.00,2026-03-15
GT1610,Cultivo de Cacao en San Juan Chamelco,Certificación Orgánica y de Origen - Reg ASO-GT1610-C,70.00,2026-03-15
GT1611,Cultivo de Maíz en Lanquín,Certificación Orgánica y de Origen - Reg COOP-GT1611-A,100.00,2026-03-15
GT1611,Cultivo de Frijol en Lanquín,Certificación Orgánica y de Origen - Reg COOP-GT1611-B,64.00,2026-03-15
GT1611,Cultivo de Cardamomo en Lanquín,Certificación Orgánica y de Origen - Reg ASO-GT1611-C,92.00,2026-03-15
GT1611,Cultivo de Café en Lanquín,Certificación Orgánica y de Origen - Reg COOP-GT1611-A,77.00,2026-03-15
GT1611,Cultivo de Cacao en Lanquín,Certificación Orgánica y de Origen - Reg ASO-GT1611-C,84.00,2026-03-15
GT1612,Cultivo de Maíz en Cahabón,Certificación Orgánica y de Origen - Reg COOP-GT1612-A,99.00,2026-03-15
GT1612,Cultivo de Frijol en Cahabón,Certificación Orgánica y de Origen - Reg COOP-GT1612-B,63.00,2026-03-15
GT1612,Cultivo de Cardamomo en Cahabón,Certificación Orgánica y de Origen - Reg ASO-GT1612-C,77.00,2026-03-15
GT1612,Cultivo de Café en Cahabón,Certificación Orgánica y de Origen - Reg COOP-GT1612-A,85.00,2026-03-15
GT1612,Cultivo de Cacao en Cahabón,Certificación Orgánica y de Origen - Reg ASO-GT1612-C,93.00,2026-03-15
GT1613,Cultivo de Maíz en Chisec,Certificación Orgánica y de Origen - Reg COOP-GT1613-A,81.00,2026-03-15
GT1613,Cultivo de Frijol en Chisec,Certificación Orgánica y de Origen - Reg COOP-GT1613-B,74.00,2026-03-15
GT1613,Cultivo de Cardamomo en Chisec,Certificación Orgánica y de Origen - Reg ASO-GT1613-C,76.00,2026-03-15
GT1613,Cultivo de Café en Chisec,Certificación Orgánica y de Origen - Reg COOP-GT1613-A,82.00,2026-03-15
GT1613,Cultivo de Cacao en Chisec,Certificación Orgánica y de Origen - Reg ASO-GT1613-C,75.00,2026-03-15
GT1614,Cultivo de Maíz en Chahal,Certificación Orgánica y de Origen - Reg COOP-GT1614-A,60.00,2026-03-15
GT1614,Cultivo de Frijol en Chahal,Certificación Orgánica y de Origen - Reg COOP-GT1614-B,73.00,2026-03-15
GT1614,Cultivo de Cardamomo en Chahal,Certificación Orgánica y de Origen - Reg ASO-GT1614-C,70.00,2026-03-15
GT1614,Cultivo de Café en Chahal,Certificación Orgánica y de Origen - Reg COOP-GT1614-A,72.00,2026-03-15
GT1614,Cultivo de Cacao en Chahal,Certificación Orgánica y de Origen - Reg ASO-GT1614-C,81.00,2026-03-15
GT1615,Cultivo de Maíz en Fray Bartolomé de Las Casas,Certificación Orgánica y de Origen - Reg COOP-GT1615-A,61.00,2026-03-15
GT1615,Cultivo de Frijol en Fray Bartolomé de Las Casas,Certificación Orgánica y de Origen - Reg COOP-GT1615-B,85.00,2026-03-15
GT1615,Cultivo de Cardamomo en Fray Bartolomé de Las Casas,Certificación Orgánica y de Origen - Reg ASO-GT1615-C,73.00,2026-03-15
GT1615,Cultivo de Café en Fray Bartolomé de Las Casas,Certificación Orgánica y de Origen - Reg COOP-GT1615-A,74.00,2026-03-15
GT1615,Cultivo de Cacao en Fray Bartolomé de Las Casas,Certificación Orgánica y de Origen - Reg ASO-GT1615-C,79.00,2026-03-15
GT1616,Cultivo de Maíz en Santa Catalina La Tinta,Certificación Orgánica y de Origen - Reg COOP-GT1616-A,88.00,2026-03-15
GT1616,Cultivo de Frijol en Santa Catalina La Tinta,Certificación Orgánica y de Origen - Reg COOP-GT1616-B,62.00,2026-03-15
GT1616,Cultivo de Cardamomo en Santa Catalina La Tinta,Certificación Orgánica y de Origen - Reg ASO-GT1616-C,90.00,2026-03-15
GT1616,Cultivo de Café en Santa Catalina La Tinta,Certificación Orgánica y de Origen - Reg COOP-GT1616-A,88.00,2026-03-15
GT1616,Cultivo de Cacao en Santa Catalina La Tinta,Certificación Orgánica y de Origen - Reg ASO-GT1616-C,99.00,2026-03-15
GT1617,Cultivo de Maíz en Raxruhá,Certificación Orgánica y de Origen - Reg COOP-GT1617-A,83.00,2026-03-15
GT1617,Cultivo de Frijol en Raxruhá,Certificación Orgánica y de Origen - Reg COOP-GT1617-B,52.00,2026-03-15
GT1617,Cultivo de Cardamomo en Raxruhá,Certificación Orgánica y de Origen - Reg ASO-GT1617-C,70.00,2026-03-15
GT1617,Cultivo de Café en Raxruhá,Certificación Orgánica y de Origen - Reg COOP-GT1617-A,76.00,2026-03-15
GT1617,Cultivo de Cacao en Raxruhá,Certificación Orgánica y de Origen - Reg ASO-GT1617-C,76.00,2026-03-15
GT1617,Cultivo de Palma de Aceite en Raxruhá,Certificación Orgánica y de Origen - Reg ASO-GT1617-C,79.00,2026-03-15
GT1701,Cultivo de Maíz en Flores,Certificación Orgánica y de Origen - Reg COOP-GT1701-A,71.00,2026-03-15
GT1701,Cultivo de Frijol en Flores,Certificación Orgánica y de Origen - Reg COOP-GT1701-B,64.00,2026-03-15
GT1701,Producción Ganadera en Flores,Certificación Orgánica y de Origen - Reg ASO-GT1701-C,98.00,2026-03-15
GT1701,Pesca y Acuicultura en Flores,Certificación Orgánica y de Origen - Reg ASO-GT1701-C,78.00,2026-03-15
GT1702,Cultivo de Maíz en San José,Certificación Orgánica y de Origen - Reg COOP-GT1702-A,71.00,2026-03-15
GT1702,Cultivo de Frijol en San José,Certificación Orgánica y de Origen - Reg COOP-GT1702-B,71.00,2026-03-15
GT1702,Producción Ganadera en San José,Certificación Orgánica y de Origen - Reg ASO-GT1702-C,97.00,2026-03-15
GT1702,Pesca y Acuicultura en San José,Certificación Orgánica y de Origen - Reg ASO-GT1702-C,87.00,2026-03-15
GT1703,Cultivo de Maíz en San Benito,Certificación Orgánica y de Origen - Reg COOP-GT1703-A,75.00,2026-03-15
GT1703,Cultivo de Frijol en San Benito,Certificación Orgánica y de Origen - Reg COOP-GT1703-B,61.00,2026-03-15
GT1703,Producción Ganadera en San Benito,Certificación Orgánica y de Origen - Reg ASO-GT1703-C,76.00,2026-03-15
GT1703,Pesca y Acuicultura en San Benito,Certificación Orgánica y de Origen - Reg ASO-GT1703-C,70.00,2026-03-15
GT1704,Cultivo de Maíz en San Andrés,Certificación Orgánica y de Origen - Reg COOP-GT1704-A,71.00,2026-03-15
GT1704,Cultivo de Frijol en San Andrés,Certificación Orgánica y de Origen - Reg COOP-GT1704-B,66.00,2026-03-15
GT1704,Producción Ganadera en San Andrés,Certificación Orgánica y de Origen - Reg ASO-GT1704-C,99.00,2026-03-15
GT1704,Pesca y Acuicultura en San Andrés,Certificación Orgánica y de Origen - Reg ASO-GT1704-C,73.00,2026-03-15
GT1705,Cultivo de Maíz en La Libertad,Certificación Orgánica y de Origen - Reg COOP-GT1705-A,61.00,2026-03-15
GT1705,Cultivo de Frijol en La Libertad,Certificación Orgánica y de Origen - Reg COOP-GT1705-B,93.00,2026-03-15
GT1705,Producción Ganadera en La Libertad,Certificación Orgánica y de Origen - Reg ASO-GT1705-C,74.00,2026-03-15
GT1705,Pesca y Acuicultura en La Libertad,Certificación Orgánica y de Origen - Reg ASO-GT1705-C,82.00,2026-03-15
GT1706,Cultivo de Maíz en San Francisco,Certificación Orgánica y de Origen - Reg COOP-GT1706-A,67.00,2026-03-15
GT1706,Cultivo de Frijol en San Francisco,Certificación Orgánica y de Origen - Reg COOP-GT1706-B,71.00,2026-03-15
GT1706,Producción Ganadera en San Francisco,Certificación Orgánica y de Origen - Reg ASO-GT1706-C,99.00,2026-03-15
GT1706,Pesca y Acuicultura en San Francisco,Certificación Orgánica y de Origen - Reg ASO-GT1706-C,76.00,2026-03-15
GT1707,Cultivo de Maíz en Santa Ana,Certificación Orgánica y de Origen - Reg COOP-GT1707-A,79.00,2026-03-15
GT1707,Cultivo de Frijol en Santa Ana,Certificación Orgánica y de Origen - Reg COOP-GT1707-B,79.00,2026-03-15
GT1707,Producción Ganadera en Santa Ana,Certificación Orgánica y de Origen - Reg ASO-GT1707-C,77.00,2026-03-15
GT1707,Pesca y Acuicultura en Santa Ana,Certificación Orgánica y de Origen - Reg ASO-GT1707-C,81.00,2026-03-15
GT1708,Cultivo de Maíz en Dolores,Certificación Orgánica y de Origen - Reg COOP-GT1708-A,83.00,2026-03-15
GT1708,Cultivo de Frijol en Dolores,Certificación Orgánica y de Origen - Reg COOP-GT1708-B,92.00,2026-03-15
GT1708,Producción Ganadera en Dolores,Certificación Orgánica y de Origen - Reg ASO-GT1708-C,75.00,2026-03-15
GT1708,Pesca y Acuicultura en Dolores,Certificación Orgánica y de Origen - Reg ASO-GT1708-C,100.00,2026-03-15
GT1709,Cultivo de Maíz en San Luis,Certificación Orgánica y de Origen - Reg COOP-GT1709-A,93.00,2026-03-15
GT1709,Cultivo de Frijol en San Luis,Certificación Orgánica y de Origen - Reg COOP-GT1709-B,89.00,2026-03-15
GT1709,Producción Ganadera en San Luis,Certificación Orgánica y de Origen - Reg ASO-GT1709-C,98.00,2026-03-15
GT1709,Pesca y Acuicultura en San Luis,Certificación Orgánica y de Origen - Reg ASO-GT1709-C,83.00,2026-03-15
GT1710,Cultivo de Maíz en Sayaxché,Certificación Orgánica y de Origen - Reg COOP-GT1710-A,64.00,2026-03-15
GT1710,Cultivo de Frijol en Sayaxché,Certificación Orgánica y de Origen - Reg COOP-GT1710-B,57.00,2026-03-15
GT1710,Producción Ganadera en Sayaxché,Certificación Orgánica y de Origen - Reg ASO-GT1710-C,74.00,2026-03-15
GT1710,Pesca y Acuicultura en Sayaxché,Certificación Orgánica y de Origen - Reg ASO-GT1710-C,98.00,2026-03-15
GT1711,Cultivo de Maíz en Melchor de Mencos,Certificación Orgánica y de Origen - Reg COOP-GT1711-A,68.00,2026-03-15
GT1711,Cultivo de Frijol en Melchor de Mencos,Certificación Orgánica y de Origen - Reg COOP-GT1711-B,62.00,2026-03-15
GT1711,Producción Ganadera en Melchor de Mencos,Certificación Orgánica y de Origen - Reg ASO-GT1711-C,76.00,2026-03-15
GT1711,Pesca y Acuicultura en Melchor de Mencos,Certificación Orgánica y de Origen - Reg ASO-GT1711-C,87.00,2026-03-15
GT1712,Cultivo de Maíz en Poptún,Certificación Orgánica y de Origen - Reg COOP-GT1712-A,84.00,2026-03-15
GT1712,Cultivo de Frijol en Poptún,Certificación Orgánica y de Origen - Reg COOP-GT1712-B,94.00,2026-03-15
GT1712,Producción Ganadera en Poptún,Certificación Orgánica y de Origen - Reg ASO-GT1712-C,81.00,2026-03-15
GT1712,Pesca y Acuicultura en Poptún,Certificación Orgánica y de Origen - Reg ASO-GT1712-C,80.00,2026-03-15
GT1713,Cultivo de Maíz en Las Cruces,Certificación Orgánica y de Origen - Reg COOP-GT1713-A,98.00,2026-03-15
GT1713,Cultivo de Frijol en Las Cruces,Certificación Orgánica y de Origen - Reg COOP-GT1713-B,77.00,2026-03-15
GT1713,Producción Ganadera en Las Cruces,Certificación Orgánica y de Origen - Reg ASO-GT1713-C,90.00,2026-03-15
GT1713,Pesca y Acuicultura en Las Cruces,Certificación Orgánica y de Origen - Reg ASO-GT1713-C,77.00,2026-03-15
GT1714,Cultivo de Maíz en El Chal,Certificación Orgánica y de Origen - Reg COOP-GT1714-A,62.00,2026-03-15
GT1714,Cultivo de Frijol en El Chal,Certificación Orgánica y de Origen - Reg COOP-GT1714-B,89.00,2026-03-15
GT1714,Producción Ganadera en El Chal,Certificación Orgánica y de Origen - Reg ASO-GT1714-C,88.00,2026-03-15
GT1714,Pesca y Acuicultura en El Chal,Certificación Orgánica y de Origen - Reg ASO-GT1714-C,76.00,2026-03-15
GT1801,Cultivo de Maíz en Puerto Barrios,Certificación Orgánica y de Origen - Reg COOP-GT1801-A,94.00,2026-03-15
GT1801,Cultivo de Frijol en Puerto Barrios,Certificación Orgánica y de Origen - Reg COOP-GT1801-B,68.00,2026-03-15
GT1801,Cultivo de Cardamomo en Puerto Barrios,Certificación Orgánica y de Origen - Reg ASO-GT1801-C,95.00,2026-03-15
GT1801,Cultivo de Café en Puerto Barrios,Certificación Orgánica y de Origen - Reg COOP-GT1801-A,74.00,2026-03-15
GT1801,Cultivo de Cacao en Puerto Barrios,Certificación Orgánica y de Origen - Reg ASO-GT1801-C,80.00,2026-03-15
GT1802,Cultivo de Maíz en Lívingston,Certificación Orgánica y de Origen - Reg COOP-GT1802-A,75.00,2026-03-15
GT1802,Cultivo de Frijol en Lívingston,Certificación Orgánica y de Origen - Reg COOP-GT1802-B,53.00,2026-03-15
GT1802,Cultivo de Cardamomo en Lívingston,Certificación Orgánica y de Origen - Reg ASO-GT1802-C,90.00,2026-03-15
GT1802,Cultivo de Café en Lívingston,Certificación Orgánica y de Origen - Reg COOP-GT1802-A,95.00,2026-03-15
GT1802,Cultivo de Cacao en Lívingston,Certificación Orgánica y de Origen - Reg ASO-GT1802-C,78.00,2026-03-15
GT1803,Cultivo de Maíz en El Estor,Certificación Orgánica y de Origen - Reg COOP-GT1803-A,68.00,2026-03-15
GT1803,Cultivo de Frijol en El Estor,Certificación Orgánica y de Origen - Reg COOP-GT1803-B,82.00,2026-03-15
GT1803,Cultivo de Cardamomo en El Estor,Certificación Orgánica y de Origen - Reg ASO-GT1803-C,100.00,2026-03-15
GT1803,Cultivo de Café en El Estor,Certificación Orgánica y de Origen - Reg COOP-GT1803-A,88.00,2026-03-15
GT1803,Cultivo de Cacao en El Estor,Certificación Orgánica y de Origen - Reg ASO-GT1803-C,98.00,2026-03-15
GT1804,Cultivo de Maíz en Morales,Certificación Orgánica y de Origen - Reg COOP-GT1804-A,91.00,2026-03-15
GT1804,Cultivo de Frijol en Morales,Certificación Orgánica y de Origen - Reg COOP-GT1804-B,63.00,2026-03-15
GT1804,Cultivo de Cardamomo en Morales,Certificación Orgánica y de Origen - Reg ASO-GT1804-C,93.00,2026-03-15
GT1804,Cultivo de Café en Morales,Certificación Orgánica y de Origen - Reg COOP-GT1804-A,72.00,2026-03-15
GT1804,Cultivo de Cacao en Morales,Certificación Orgánica y de Origen - Reg ASO-GT1804-C,95.00,2026-03-15
GT1805,Cultivo de Maíz en Los Amates,Certificación Orgánica y de Origen - Reg COOP-GT1805-A,90.00,2026-03-15
GT1805,Cultivo de Frijol en Los Amates,Certificación Orgánica y de Origen - Reg COOP-GT1805-B,92.00,2026-03-15
GT1805,Cultivo de Cardamomo en Los Amates,Certificación Orgánica y de Origen - Reg ASO-GT1805-C,89.00,2026-03-15
GT1805,Cultivo de Café en Los Amates,Certificación Orgánica y de Origen - Reg COOP-GT1805-A,72.00,2026-03-15
GT1805,Cultivo de Cacao en Los Amates,Certificación Orgánica y de Origen - Reg ASO-GT1805-C,75.00,2026-03-15
GT1901,Cultivo de Maíz en Zacapa,Certificación Orgánica y de Origen - Reg COOP-GT1901-A,92.00,2026-03-15
GT1901,Cultivo de Frijol en Zacapa,Certificación Orgánica y de Origen - Reg COOP-GT1901-B,74.00,2026-03-15
GT1901,Producción Ganadera en Zacapa,Certificación Orgánica y de Origen - Reg ASO-GT1901-C,94.00,2026-03-15
GT1902,Cultivo de Maíz en Estanzuela,Certificación Orgánica y de Origen - Reg COOP-GT1902-A,92.00,2026-03-15
GT1902,Cultivo de Frijol en Estanzuela,Certificación Orgánica y de Origen - Reg COOP-GT1902-B,73.00,2026-03-15
GT1902,Producción Ganadera en Estanzuela,Certificación Orgánica y de Origen - Reg ASO-GT1902-C,85.00,2026-03-15
GT1903,Cultivo de Maíz en Río Hondo,Certificación Orgánica y de Origen - Reg COOP-GT1903-A,93.00,2026-03-15
GT1903,Cultivo de Frijol en Río Hondo,Certificación Orgánica y de Origen - Reg COOP-GT1903-B,79.00,2026-03-15
GT1903,Producción Ganadera en Río Hondo,Certificación Orgánica y de Origen - Reg ASO-GT1903-C,75.00,2026-03-15
GT1904,Cultivo de Maíz en Gualán,Certificación Orgánica y de Origen - Reg COOP-GT1904-A,80.00,2026-03-15
GT1904,Cultivo de Frijol en Gualán,Certificación Orgánica y de Origen - Reg COOP-GT1904-B,95.00,2026-03-15
GT1904,Producción Ganadera en Gualán,Certificación Orgánica y de Origen - Reg ASO-GT1904-C,81.00,2026-03-15
GT1905,Cultivo de Maíz en Teculután,Certificación Orgánica y de Origen - Reg COOP-GT1905-A,93.00,2026-03-15
GT1905,Cultivo de Frijol en Teculután,Certificación Orgánica y de Origen - Reg COOP-GT1905-B,94.00,2026-03-15
GT1905,Producción Ganadera en Teculután,Certificación Orgánica y de Origen - Reg ASO-GT1905-C,85.00,2026-03-15
GT1906,Cultivo de Maíz en Usumatlán,Certificación Orgánica y de Origen - Reg COOP-GT1906-A,91.00,2026-03-15
GT1906,Cultivo de Frijol en Usumatlán,Certificación Orgánica y de Origen - Reg COOP-GT1906-B,80.00,2026-03-15
GT1906,Producción Ganadera en Usumatlán,Certificación Orgánica y de Origen - Reg ASO-GT1906-C,78.00,2026-03-15
GT1907,Cultivo de Maíz en Cabañas,Certificación Orgánica y de Origen - Reg COOP-GT1907-A,97.00,2026-03-15
GT1907,Cultivo de Frijol en Cabañas,Certificación Orgánica y de Origen - Reg COOP-GT1907-B,75.00,2026-03-15
GT1907,Producción Ganadera en Cabañas,Certificación Orgánica y de Origen - Reg ASO-GT1907-C,90.00,2026-03-15
GT1908,Cultivo de Maíz en San Diego,Certificación Orgánica y de Origen - Reg COOP-GT1908-A,97.00,2026-03-15
GT1908,Cultivo de Frijol en San Diego,Certificación Orgánica y de Origen - Reg COOP-GT1908-B,91.00,2026-03-15
GT1908,Producción Ganadera en San Diego,Certificación Orgánica y de Origen - Reg ASO-GT1908-C,71.00,2026-03-15
GT1909,Cultivo de Maíz en La Unión,Certificación Orgánica y de Origen - Reg COOP-GT1909-A,73.00,2026-03-15
GT1909,Cultivo de Frijol en La Unión,Certificación Orgánica y de Origen - Reg COOP-GT1909-B,64.00,2026-03-15
GT1909,Producción Ganadera en La Unión,Certificación Orgánica y de Origen - Reg ASO-GT1909-C,98.00,2026-03-15
GT1910,Cultivo de Maíz en Huité,Certificación Orgánica y de Origen - Reg COOP-GT1910-A,72.00,2026-03-15
GT1910,Cultivo de Frijol en Huité,Certificación Orgánica y de Origen - Reg COOP-GT1910-B,78.00,2026-03-15
GT1910,Producción Ganadera en Huité,Certificación Orgánica y de Origen - Reg ASO-GT1910-C,97.00,2026-03-15
GT1911,Cultivo de Maíz en San Jorge,Certificación Orgánica y de Origen - Reg COOP-GT1911-A,75.00,2026-03-15
GT1911,Cultivo de Frijol en San Jorge,Certificación Orgánica y de Origen - Reg COOP-GT1911-B,75.00,2026-03-15
GT1911,Producción Ganadera en San Jorge,Certificación Orgánica y de Origen - Reg ASO-GT1911-C,76.00,2026-03-15
GT2001,Cultivo de Maíz en Chiquimula,Certificación Orgánica y de Origen - Reg COOP-GT2001-A,79.00,2026-03-15
GT2001,Cultivo de Frijol en Chiquimula,Certificación Orgánica y de Origen - Reg COOP-GT2001-B,77.00,2026-03-15
GT2001,Producción Ganadera en Chiquimula,Certificación Orgánica y de Origen - Reg ASO-GT2001-C,98.00,2026-03-15
GT2002,Cultivo de Maíz en San José La Arada,Certificación Orgánica y de Origen - Reg COOP-GT2002-A,84.00,2026-03-15
GT2002,Cultivo de Frijol en San José La Arada,Certificación Orgánica y de Origen - Reg COOP-GT2002-B,86.00,2026-03-15
GT2002,Producción Ganadera en San José La Arada,Certificación Orgánica y de Origen - Reg ASO-GT2002-C,75.00,2026-03-15
GT2003,Cultivo de Maíz en San Juan Ermita,Certificación Orgánica y de Origen - Reg COOP-GT2003-A,83.00,2026-03-15
GT2003,Cultivo de Frijol en San Juan Ermita,Certificación Orgánica y de Origen - Reg COOP-GT2003-B,66.00,2026-03-15
GT2003,Producción Ganadera en San Juan Ermita,Certificación Orgánica y de Origen - Reg ASO-GT2003-C,87.00,2026-03-15
GT2004,Cultivo de Maíz en Jocotán,Certificación Orgánica y de Origen - Reg COOP-GT2004-A,65.00,2026-03-15
GT2004,Cultivo de Frijol en Jocotán,Certificación Orgánica y de Origen - Reg COOP-GT2004-B,58.00,2026-03-15
GT2004,Producción Ganadera en Jocotán,Certificación Orgánica y de Origen - Reg ASO-GT2004-C,94.00,2026-03-15
GT2005,Cultivo de Maíz en Camotán,Certificación Orgánica y de Origen - Reg COOP-GT2005-A,65.00,2026-03-15
GT2005,Cultivo de Frijol en Camotán,Certificación Orgánica y de Origen - Reg COOP-GT2005-B,68.00,2026-03-15
GT2005,Producción Ganadera en Camotán,Certificación Orgánica y de Origen - Reg ASO-GT2005-C,84.00,2026-03-15
GT2006,Cultivo de Maíz en Olopa,Certificación Orgánica y de Origen - Reg COOP-GT2006-A,93.00,2026-03-15
GT2006,Cultivo de Frijol en Olopa,Certificación Orgánica y de Origen - Reg COOP-GT2006-B,72.00,2026-03-15
GT2006,Producción Ganadera en Olopa,Certificación Orgánica y de Origen - Reg ASO-GT2006-C,77.00,2026-03-15
GT2007,Cultivo de Maíz en Esquipulas,Certificación Orgánica y de Origen - Reg COOP-GT2007-A,97.00,2026-03-15
GT2007,Cultivo de Frijol en Esquipulas,Certificación Orgánica y de Origen - Reg COOP-GT2007-B,52.00,2026-03-15
GT2007,Producción Ganadera en Esquipulas,Certificación Orgánica y de Origen - Reg ASO-GT2007-C,84.00,2026-03-15
GT2008,Cultivo de Maíz en Concepción Las Minas,Certificación Orgánica y de Origen - Reg COOP-GT2008-A,92.00,2026-03-15
GT2008,Cultivo de Frijol en Concepción Las Minas,Certificación Orgánica y de Origen - Reg COOP-GT2008-B,89.00,2026-03-15
GT2008,Producción Ganadera en Concepción Las Minas,Certificación Orgánica y de Origen - Reg ASO-GT2008-C,80.00,2026-03-15
GT2009,Cultivo de Maíz en Quezaltepeque,Certificación Orgánica y de Origen - Reg COOP-GT2009-A,87.00,2026-03-15
GT2009,Cultivo de Frijol en Quezaltepeque,Certificación Orgánica y de Origen - Reg COOP-GT2009-B,78.00,2026-03-15
